submission_id,where_drink
24xGMA,At a cafe
6dQBLN,At home
xdNWav,At home
ylqaYX,At home
ylqaYX,At a cafe
KMBjVX,At home
KMBjVX,On the go
KMBjVX,At the office
KMBjVX,At a cafe
8dplKP,At the office
8dplKP,At home
oAVjb5,At home
oAVjb5,At the office
rlrZao,At home
EPbOQr,At home
OABN1k,At the office
OABN1k,At home
WAp75v,At home
QABQVX,At home
QABQVX,At the office
OABMOp,At home
OABMOp,At the office
VZ1ORl,At home
oAVj65,At home
oAVj65,On the go
oAVj65,At a cafe
YZzlE0,At home
aBrMQW,At a cafe
rlrZA2,At home
ylqa28,At home
OABNQM,At the office
OABNQM,At home
OABNQM,At a cafe
6dQBjA,At home
6dQBjA,At the office
BGbRxR,At home
xdNWDd,On the go
xdNWDd,At home
pLPplE,At the office
eBxXZJ,At home
eBxXZJ,At a cafe
BGbR7R,At home
BGbR7R,At the office
EPbOxB,At the office
EPbOxB,At home
EPbOxB,On the go
qbElA9,At the office
qbElA9,At home
0EjW6B,At home
0EjW6B,At the office
0EjW6B,At a cafe
xdNWx9,At home
xdNWx9,At a cafe
xdNWx9,At the office
xdNWx9,On the go
PABJad,At home
PABJad,At a cafe
BGbRpe,At home
WAp7Ee,At home
DVvGdN,At home
EPbOqA,At the office
EPbOqA,At home
EPbOqA,On the go
42NbXo,At home
42NbXo,At the office
42NbXo,At a cafe
42NbXo,On the go
qbElDO,On the go
qbElDO,At home
qbElDO,At a cafe
qbElDO,At the office
kYRBDj,At home
lNlkJp,At home
24x68b,At home
VZ16j6,At home
1r2aA4,At home
xdNWa5,At the office
xdNWa5,At home
xdNWa5,On the go
xdNWa5,At a cafe
8dplNk,On the go
8dplNk,At home
8dplNk,At the office
BGbRXK,At home
J2k4AK,At home
NABZWj,At home
NABZWj,At a cafe
1r2a91,On the go
1r2a91,At the office
42NbB5,At home
42NbB5,On the go
aBrM5Z,At home
aBrM5Z,At a cafe
aBrM5Z,At the office
0EjRN0,At home
oAVjDN,At home
oAVjDN,At the office
pLP2dP,At home
VZ16Qj,At home
PABJa0,At home
PABJa0,At the office
g5N6yK,At home
g5N6yK,At the office
NABZl0,At home
AlbXve,At home
GrBP6O,At home
GrBP6O,At the office
GrBP6O,On the go
GrBP6O,At a cafe
NABZoO,At the office
NABZoO,On the go
NABZoO,At home
NABZoO,At a cafe
KMBj5g,At home
lNlErN,At home
lNlErN,At the office
lNlErN,At a cafe
42NbxA,At home
42NbxA,On the go
OABN7a,On the go
DVvGBE,At home
DVvGBE,On the go
LdMLRO,At the office
LdMLRO,On the go
LdMLRO,At a cafe
6dQBeN,At home
5dqPWP,At home
ZdRBEV,At home
8dploo,None of these
0EjW7A,At home
0EjWOB,At home
xdNWJd,At home
dY2yNV,At the office
dY2yNV,On the go
dY2yNV,At home
dY2yNV,At a cafe
0EjR2Q,At a cafe
qbEla5,At home
YZzAaW,At home
YZzAaW,At a cafe
OABNAg,At home
NABZVl,At home
0EjWj6,At home
0EjWj6,At a cafe
0EjWj6,At the office
24x649,At home
24x649,At a cafe
dY2yYK,At home
dY2yYK,On the go
0EjWLN,At home
DVvGNZ,At home
MAdx5M,At home
MAdx5M,At a cafe
MAdx5M,At the office
zKQ6eR,At home
NABZ0l,At the office
NABZ0l,At home
vNx920,At home
RzB9zj,At home
EPbOJX,At home
EPbOJX,At a cafe
9dJK1Q,At the office
9dJK1Q,At home
9dJK1Q,At a cafe
EPbOPr,At home
EPbOPr,At the office
J2k42R,At the office
ylqaq4,At home
ylqaq4,At a cafe
8dplpx,At home
rlrZLl,At home
rlrZLl,At the office
eBxX20,At home
DVvGDq,At home
42NboO,At the office
dY2yPo,At home
dY2yPo,At the office
GrBPJo,On the go
GrBPJo,At home
GrBPJo,At a cafe
zKQ6W1,At the office
zKQ6W1,At home
zKQ6W1,At a cafe
EPbOJN,At home
EPbOJN,At the office
EPbOJN,At a cafe
eBxXL0,On the go
eBxXL0,At home
EPbO04,At home
PABql5,At the office
PABql5,At home
1r2aEp,At the office
1r2aEp,At home
1r2avQ,At home
aBrMrq,At home
5dqAEM,At home
rlrZdl,At home
rlrZdl,At the office
aBrMGB,At the office
kYRP51,At home
PABqX5,At home
PABqX5,On the go
PABqX5,At the office
ylqaop,At home
5dqAeP,At home
aBrMK9,At home
aBrMEv,At home
MAdxOM,At a cafe
MAdxOM,At home
MAdxOM,On the go
PABqbd,At a cafe
ZdRBP0,At the office
ZdRBP0,At home
ZdRBP0,At a cafe
ZdRBP0,On the go
g5NoJ1,At home
VZ16bE,At home
VZ168g,At home
VZ168g,At a cafe
xdNWPy,At home
xdNWPy,At the office
oAVjyx,At home
oAVjyx,At the office
ZdRBYz,At home
ZdRBYz,At the office
6dQBOB,At home
QABQr7,At home
QABQr7,At the office
QABQr7,At a cafe
aBrM0v,At home
bl4J62,At home
bl4J62,At a cafe
ZdRBRy,At a cafe
ZdRBRy,At home
ZdRBRy,On the go
DVvGJq,At home
42Nb1b,At home
qbElY2,At a cafe
qbElY2,At home
ZdRBZa,On the go
ZdRBZa,At home
OABNzg,On the go
OABNzg,At home
xdNW0o,At home
xdNWPo,None of these
kYRPZR,At the office
J2k4D4,At home
9dJKo1,At home
kYRPpd,At home
BGbRD5,At home
rlrZlR,At home
AlbXqk,At home
rlrZKN,At home
MAdxAA,At home
AlbXWB,At a cafe
MAdxYp,At home
MAdxYp,At the office
oAVjKX,At home
rlrZ2M,At the office
rlrZ2M,At home
YZzAx6,At home
YZzAx6,At a cafe
bl4JY2,At a cafe
bl4JY2,At home
bl4JY2,At the office
OABNdp,At home
oAVjBP,At home
WAp70N,At home
LdM20v,At home
LdM20v,At the office
lNlE46,At home
DVvGbX,At home
lNlE0W,At home
KMBj08,At the office
KMBj08,At home
jB9VJ6,At home
YZzAVq,At home
YZzAVq,At a cafe
jB9Vz9,At the office
jB9Vz9,At home
0EjWPy,At home
42NbpB,At the office
42NbpB,At home
42NbpB,On the go
42NbpB,At a cafe
42NbGd,At the office
1r2aNO,At home
PABq2b,On the go
PABq2b,At home
PABq2b,At a cafe
PABq2b,At the office
NABZBQ,At a cafe
NABZBQ,At home
NABZLB,At home
lNlENv,At home
WAp7Pj,At home
WAp7Pj,At a cafe
WAp7Pj,On the go
WAp7Pj,At the office
rlrZqL,On the go
kYRPxZ,At home
24x6JL,At home
24x6JL,On the go
AlbX9N,At a cafe
VZ16Zy,At home
9dJK44,At home
YZzAzd,At home
RzB9gQ,At home
XeBbB4,At home
XeBbB4,On the go
XeBbB4,At the office
24x67A,At home
24x67A,At a cafe
zKQ6G8,At home
qbElE7,At the office
qbElE7,At home
PABqGd,At home
qbElN8,At home
9dJKWV,At home
9dJKWV,On the go
9dJKWV,At the office
rlrZgp,At home
rlrZgp,At a cafe
ylqa04,At home
0EjWZ0,At home
0EjWZ0,At the office
lNlEyv,On the go
lNlEyv,At the office
lNlEyv,At home
g5Nok1,At home
g5Nok1,At the office
g5Nok1,At a cafe
g5Nok1,On the go
1r2a6L,At the office
1r2a6L,At home
g5NoNd,None of these
LdM2qy,At home
DVvGYX,At the office
DVvGYX,On the go
DVvGYX,At home
zKQ6OZ,At home
zKQ6OZ,At the office
bl4JE6,At home
xdNWLd,On the go
zKQ6gZ,At home
zKQ6gZ,At a cafe
QABQkk,At the office
QABQkk,At home
OABNL7,At home
OABNL7,At the office
24x6ge,At home
NABZyp,On the go
NABZyp,At home
jB9Vk6,None of these
VZ16y6,At home
VZ16y6,At the office
VZ16y6,On the go
VZ16y6,At a cafe
pLP24V,At home
pLP24V,On the go
6dQBM5,At home
24x6lA,At home
rlrZQo,At home
rlrZQo,At a cafe
42NbNO,At the office
42NbNO,At a cafe
jB9VY1,At home
RzB9kP,None of these
24x67b,At home
24x67b,At a cafe
YZzAZJ,At home
zKQ6Za,At home
zKQ6Za,At the office
g5NogM,At home
g5NogM,On the go
g5NogM,At the office
VZ16MJ,At home
VZ16MJ,At the office
VZ16MJ,On the go
VZ16MJ,At a cafe
pLP2Pb,At home
LdM2NJ,At home
bl4JOL,At the office
bl4Jy7,At the office
bl4Jy7,At home
bl4Jy7,At a cafe
NABZv0,At a cafe
NABZv0,On the go
NABZv0,At home
42NbLk,At home
42NbLk,At a cafe
9dJKvp,At home
9dJKvp,At a cafe
6dQB4o,At home
kYRPO6,At the office
kYRPO6,At home
kYRPO6,At a cafe
ZdRBy5,At home
ZdRBy5,At the office
oAVj01,At home
AlbX8D,At home
AlbX8D,On the go
VZ16Mv,At home
VZ16Mv,At a cafe
pLP261,At home
pLP261,At the office
vNx9Vg,At home
vNx9Vg,At a cafe
vNx9K8,At home
qbElBG,At home
qbElBG,At a cafe
qbElBG,On the go
7d9kj6,At home
KMBjkK,At home
vNx9z8,At home
zKQ6Ja,At home
AlbXOy,At home
PABqr0,At home
PABqr0,At a cafe
PABqr0,At the office
dY2yXr,At home
jB9VrQ,On the go
jB9VrQ,At home
GrBPq2,At the office
GrBPq2,At a cafe
GrBPq2,At home
7d9k52,At home
0EjW5A,At home
0EjW5A,At the office
KMBjGK,At home
KMBjGK,At the office
vNx9gX,At home
vNx9gX,At a cafe
bl4J4o,At home
bl4J4o,At a cafe
24x6Rb,At the office
24x6Rb,At home
24x6Rb,On the go
dY2ygD,At home
ylqar8,At home
ylqar8,At the office
ylqar8,On the go
DVvG9l,At home
DVvG9l,At a cafe
RzB92v,On the go
RzB92v,At the office
jB9V7x,At home
EPbO6L,At the office
jB9VB4,At home
jB9VB4,At a cafe
xdNWv9,At home
xdNWv9,On the go
xdNWv9,At the office
5dqApP,At home
5dqApP,At the office
5dqApP,On the go
LdM2k2,At home
vNx9Lv,At home
zKQ64k,At home
5dqAko,On the go
5dqAko,At home
5dqAko,At the office
pLP2zE,At home
pLP2zE,At a cafe
NABZQp,At the office
NABZQp,At home
lNlE5V,At home
VZ16Nl,At home
0EjWyA,At home
EPbOel,At home
EPbOel,At the office
OABNKa,At home
8dplAA,At the office
8dplAA,At home
oAVjpN,At home
1r2agg,At home
1r2agg,At the office
EPbOgA,At home
EPbOgA,At a cafe
lNlEZX,At home
5dqAgN,At home
RzB9z9,At a cafe
RzB9z9,At home
5dqADQ,At home
24x6ze,At home
24x6ze,At a cafe
jB9V21,At home
jB9V21,At the office
0EjWGP,At home
0EjWGP,At a cafe
aBrMxB,At home
KMBjAg,At home
AlbXGl,At home
9dJKR1,At home
LdM2E1,At home
6dQBzA,At the office
dY2yKz,At home
dY2yKz,On the go
dY2yKz,At a cafe
dY2yKz,At the office
MAdxdX,At home
MAdxdX,On the go
6dQByN,At home
6dQByN,At a cafe
dY2y1V,At home
dY2y1V,At a cafe
42NbAb,At home
rlrZlN,At home
rlrZlN,At the office
VZ16xN,At home
OABNdK,At home
OABNdK,On the go
OABNdK,At the office
VZ16oa,At home
VZ16oa,At a cafe
VZ16oa,At the office
zKQ6zR,At the office
zKQ6zR,At home
NABZJQ,At home
NABZJQ,At the office
PABqqe,At a cafe
PABqqe,At home
ylqa8X,At the office
ylqa8X,At home
KMBj2X,At home
KMBj2X,At the office
kYRP2R,At home
jB9VRa,At home
aBrMLB,At home
YZzAAJ,At home
YZzAAJ,At a cafe
YZzAAJ,On the go
DVvGGZ,At home
GrBPVL,At home
9dJK05,At home
24x6G9,At home
24x6G9,At a cafe
rlrZQ2,At home
rlrZQ2,At the office
YZzA1B,At a cafe
YZzA1B,At home
YZzA1B,At the office
xdNW7d,At home
xdNW7d,At the office
xdNW7d,On the go
ylqaBg,At home
ylqaBg,At a cafe
jB9V84,At home
jB9V84,At the office
jB9V84,At a cafe
vNx95D,At home
LdM22p,At home
LdM22p,At a cafe
NABZ2j,At home
RzB9yj,At home
qbElqg,At home
GrBPPk,At home
DVvGQq,At home
EPbOpX,At home
6dQBgk,At home
VZ16Wy,At home
VZ16Wy,On the go
VZ16Wy,At a cafe
GrBP8o,At a cafe
GrBP8o,At home
MAdxWM,At a cafe
MAdxWM,At home
J2k4Po,At home
J2k4Po,At a cafe
GrBP2o,None of these
1r2a1W,At home
1r2a1W,At a cafe
AlbXXz,At home
lNlExk,At home
lNlExk,At the office
EPbRko,At home
g5NoBl,At a cafe
g5NoBl,At home
LdM2A1,At home
24x6QL,On the go
24x6QL,At a cafe
bl4pZ2,At home
oAVj4V,At home
oAVj4V,At a cafe
QABQ6p,At a cafe
QABQ6p,At home
QABQ6p,On the go
XeBbbY,At home
XeBbbY,At the office
XeBbbY,On the go
KMBjKV,At a cafe
KMBjKV,At the office
KMBjKV,On the go
KMBjKV,At home
24x62j,At home
24x62j,At the office
oAVjrV,At home
aBrMWv,At the office
aBrMWv,At home
9dJK8Q,At home
9dJK8Q,At the office
rlrZZR,At home
pLP2pB,At the office
24x6qV,At home
24x6qV,At the office
EPbRKq,At home
KMBEYM,At the office
KMBEYM,At home
qbElrG,At the office
qbElrG,On the go
qbElrG,At home
1r2aol,At home
RzB9XJ,At home
rlrZ8R,At home
5dq7BM,At home
5dq7KM,At home
oAVP61,At home
oAVP61,At a cafe
1r2ajQ,At home
1r2ajQ,On the go
5dq7bP,At home
5dq7bP,At the office
5dq7bP,On the go
DVv8kp,At home
DVv8kp,On the go
BGbRPN,At home
BGbRPN,On the go
BGbRPN,At a cafe
YZzABW,At home
zKQ6pq,At home
zKQ9E8,At home
zKQ9E8,At the office
vNxZPX,At home
EPbRzo,At the office
EPbRzo,At home
EPbRzo,At a cafe
EPbRzo,On the go
9dJkGG,At home
dY2yyK,At a cafe
dY2yyK,At home
42N6r5,At home
eBxXOl,At home
eBxXOl,At a cafe
eBxXOl,On the go
7d9krR,At home
PABxD0,At the office
PABxD0,At home
24x6qp,At home
ZdR7OA,At home
pLPEBP,At home
YZzA85,At home
YZzA85,On the go
YZzA85,At a cafe
AlbgPB,At home
GrBPEL,At home
GrBPEL,At the office
GrBPEL,At a cafe
OABNO7,At home
dY2M0N,At home
dY2M0N,At the office
oAVP25,At home
VZ1eGE,At home
jB9RlY,At home
6dQBXB,At home
6dQBXB,At a cafe
rlrZzv,At home
rlrZzv,On the go
J2kPqY,At home
J2kPqY,At a cafe
EPbOGB,At home
eBxJ5E,At home
ylqQJ6,At home
ylqQJ6,At a cafe
ylqQJ6,On the go
QABZ2g,At the office
QABZ2g,At home
EPbRPl,At the office
EPbRPl,At home
bl4JPg,At home
bl4JPg,At the office
vNxZGA,At home
YZz6ZN,At home
0Ej9d0,At home
0Ej9d0,At the office
0Ej9d0,On the go
AlbgBo,At home
0Ej9BQ,At home
1r2eXO,At home
1r2eXO,At the office
VZ16WM,At home
VZ16WM,At a cafe
vNx9oQ,At a cafe
vNx9oQ,At home
GrBGvj,At home
GrBGvj,At the office
g5Nl9M,At home
g5Nl9M,At the office
g5Nl9M,At a cafe
qbEl89,At home
9dJkdE,On the go
VZ162v,At home
VZ162v,At a cafe
bl4pVe,At home
lNlG7v,At home
lNlG7v,At the office
aBrM8q,At home
RzBNoP,At home
RzBNoP,At a cafe
EPbRQ2,At home
EPbRQ2,At a cafe
ZdR7dV,At home
8dpBdl,At home
8dpBdl,On the go
xdNqrJ,At the office
GrBGlQ,At home
ZdRB40,At home
7d9AW2,At home
7d9AW2,At a cafe
PABqMQ,At the office
PABqMQ,On the go
PABqMQ,At home
jB9RGa,At a cafe
0Ej9V0,At home
g5Nl5P,At home
g5Nl5P,At a cafe
g5Nl5P,On the go
Albgdl,At the office
Albgdl,At home
42N6Ak,At a cafe
42N6Ak,At home
zKQ9ME,At the office
DVv85N,At home
DVv85N,At the office
VZ1e8M,At home
VZ1e8M,At the office
aBrLEb,At home
aBrLEb,At a cafe
24x6Wj,At home
24x6Wj,At a cafe
pLPEL1,At home
qbErYG,At home
6dQlWP,At home
OAB2Aa,At a cafe
OAB2Aa,At home
OAB2b7,On the go
OAB2b7,At home
OAB2b7,At a cafe
vNxZMd,At home
eBxXVe,At home
DVvG6Z,At the office
QABQqX,At home
ZdR7Dy,At the office
ZdR7Dy,At a cafe
ZdR7Dy,At home
ZdR7Dy,On the go
GrBGXp,At home
rlr4PX,At home
LdMr0l,On the go
LdMr0l,At a cafe
LdMr0l,At home
LdMr0l,At the office
eBxJ00,At the office
zKQ90R,At the office
zKQ90R,At home
J2kPVo,At home
42N6jr,At the office
42N6jr,At home
42N6jr,On the go
qbErd5,At home
8dpBAO,At home
8dpBAO,At the office
DVv81l,At home
PABxBV,At home
5dq7jb,At home
1r2ePM,At home
1r2e7b,At home
1r2e7b,At a cafe
ZdR71z,At a cafe
ZdR71z,At the office
ZdR71z,At home
LdMrWJ,At the office
LdMrWJ,On the go
LdMrWJ,At home
LdMrWJ,At a cafe
6dQlOJ,At the office
KMBEyk,At home
KMBEyk,At a cafe
KMBEyk,On the go
KMBEyk,At the office
bl4pNL,At home
bl4pNL,At the office
xdNq0r,At home
eBxJYO,At home
VZ162J,At home
VZ162J,On the go
rlr4p5,At home
6dQl1k,At home
6dQl1k,At a cafe
aBrLk9,At home
jB9R0a,At home
5dq786,At the office
5dq786,At home
zKQ92a,At home
42N6zO,At home
1r2erg,At home
LdMrq2,At home
MAd4VX,At home
MAd4VX,At a cafe
42N69k,At home
42N69k,At the office
PABxYe,At home
GrBGy2,At the office
GrBGy2,On the go
GrBGy2,At home
EPbRb4,At home
EPbRb4,At the office
ZdR7ya,At the office
ZdR7ya,At home
bl4Jbo,At home
bl4Jbo,At a cafe
lNlG96,At a cafe
lNlG96,At home
ZdR7ga,At home
xdNWOy,At home
42N6Ro,At home
zKQ9BZ,At home
5dq7GE,At the office
5dq7GE,At home
5dq7GE,On the go
g5NlDN,At home
g5NlDN,At the office
42N6Do,At home
WApWXL,At home
AlbgaB,At the office
AlbgaB,On the go
AlbgaB,At home
xdNqlo,At home
xdNqlo,At the office
KMBE2z,At the office
KMBE2z,At home
KMBE2z,At a cafe
5dq7xv,At home
QABZZY,At home
MAdx0p,At home
WApWgP,At home
WApWgP,At the office
eBxJ8J,At home
42N6Ob,At home
WApWkQ,At home
KMBEEg,At home
6dQldA,At a cafe
rlr40N,At home
DVv8QN,At the office
WApW6L,On the go
WApW6L,At home
g5NlBD,At home
QABZOp,At the office
QABZOp,At home
KMBEgk,At home
VZ1eAl,At home
YZz62W,On the go
YZz62W,At home
OAB2Yg,At home
8dpBBl,At home
8dpBBl,At a cafe
8dpBBl,At the office
VZ1e6j,At home
WApWWe,On the go
rlr4e2,At home
6dQlqY,At home
8dpB2A,At the office
8dpB2A,At home
NABj2p,At home
oAVPaM,At home
DVv89p,At home
DVv89p,At the office
jB9RLJ,At home
rlrZXl,At home
XeBbpg,At home
XeBbpg,At a cafe
ZdR7e0,At the office
ZdR7e0,At home
WApWQJ,At home
XeBaWz,At home
XeBaWz,At the office
xdNqzG,At the office
WApWxv,At a cafe
WApWxv,At home
AlbgoD,At home
dY2MBK,At home
aBrROv,At the office
aBrROv,At home
aBrROv,On the go
jB9jDa,At home
jB9jDa,At a cafe
jB9RO4,At the office
jB9RO4,At a cafe
jB9RO4,On the go
jB9RO4,At home
EPbRj4,On the go
8dpX1O,At home
OAB6l8,At home
J2kPNR,At home
J2kPNR,At a cafe
ylqBN4,At home
ylqBN4,At the office
ylqBN4,At a cafe
LdMrQp,At home
42N6WX,At home
RzBAWd,At home
RzBAWd,At a cafe
oAVq21,At home
oAVq21,At the office
BGbyPK,At home
BGbyPK,On the go
BGbyPK,At the office
OAB648,At a cafe
OAB648,At the office
OAB648,At home
KMB9Q8,At home
rlr4zR,At home
5dq7WE,At home
eBxV50,At home
eBxV50,At the office
vNxlyd,At home
vNxlyd,At a cafe
LdMePG,At the office
LdMePG,At home
LdMePG,At a cafe
EPbRyr,At the office
vNxZ70,At home
9dJ8D1,At home
WApLzP,At home
NABaJp,At the office
NABaJp,At home
9dJ8Np,At home
AlbEzk,At home
AlbEzk,At a cafe
AlbEzk,On the go
MAdWKM,At home
MAdWKM,At a cafe
EPb2PL,At home
xdNAp9,At the office
xdNAp9,At home
5dqJKo,At home
5dqJKo,At the office
rlrejl,At the office
rlrejl,At a cafe
rlrejl,On the go
rlrejl,At home
7d9yRP,At home
rlre6L,At home
DVvjzj,At home
dY2Oqo,At home
dY2Oqo,At the office
dY2Oqo,At a cafe
AlbE6y,At home
pLPQP1,At home
J2kQlJ,At home
EPb20A,At home
BGbrD1,On the go
BGbrD1,At the office
BGbrD1,At home
RzBABK,At home
oAVqB5,At home
oAVqB5,At the office
oAVqB5,On the go
ylqB9p,At home
ylqB9p,On the go
xdNAQE,At the office
1r2LM4,At home
rlredX,At home
rlredX,On the go
rlredX,At the office
rlredX,At a cafe
vNxlql,At home
vNxlql,At a cafe
vNxlql,At the office
XeBplg,At home
EPb2do,At home
EPb2do,At the office
EPb2do,On the go
24xW0D,On the go
24xW0D,At home
oAVqvP,At home
J2kQMR,At home
lNlxDk,At home
lNlxDk,At the office
lNlxDk,At a cafe
ylqBx6,At home
GrBZqL,At home
lNlxzk,At home
ZdRMve,At home
ZdRMve,At a cafe
jB9jga,At home
jB9jga,At a cafe
aBrRzB,At home
oAVq0b,At home
oAVq0b,At a cafe
oAVq0b,At the office
XeBpQg,At home
pLPQ48,At the office
pLPQ48,On the go
pLPQ48,At home
8dpXyx,At home
8dpXyx,On the go
oAVqaV,At home
6dQgAY,At home
6dQgAY,On the go
xdNAoy,At home
xdNAoy,At a cafe
ylqBoX,At a cafe
eBxV8q,At home
oAVqa1,At home
24xpyV,At home
0EjKGN,At a cafe
0EjKGN,At home
0EjKGN,At the office
0EjKGN,On the go
1r2LyW,At home
NABavG,At home
NABavG,At a cafe
oAVq6P,At home
YZz1bq,At home
EPb2gX,At home
PAB78B,At home
PAB78B,At a cafe
8dpX8r,At home
WApLda,At home
WApLda,At a cafe
0EjKy6,At the office
0EjKy6,At home
YZz1A0,At the office
g5NEKJ,At home
xdNA59,At the office
xdNA59,At a cafe
xdNA59,At home
dY2Ooz,At home
dY2Ooz,At the office
NABaRj,At home
NABaRj,At the office
NABaRj,At a cafe
QABbZl,At home
5dqJoM,At home
5dqJoM,On the go
rlreXp,At home
8dpXYA,At home
KMB9AM,At a cafe
KMB9AM,At home
KMB9AM,At the office
WApLLL,At home
WApLLL,At the office
AlbEVy,At home
AlbEVy,At the office
vNxl7g,At home
GrBZNe,At the office
GrBZNe,At home
YZz18v,At home
YZz18v,At the office
7d9yy6,At home
7d9yy6,At the office
7d9yy6,On the go
ylqB1g,At home
ylqB1g,At a cafe
ylqB1g,On the go
PAB7M1,At home
zKQVxM,At home
lNlx8p,At home
lNlx8p,At a cafe
5dqNjo,At a cafe
5dqNjo,At the office
5dqNjo,At home
GrBMKZ,At home
GrBMKZ,On the go
GrBMKZ,At the office
GrBMKZ,At a cafe
jB9j11,At a cafe
jB9j11,At home
jB9j11,At the office
5dqJYM,At home
5dqJYM,At a cafe
5dqJYM,On the go
kYR2Dr,At a cafe
zKQV7a,At home
8dp9Nz,At a cafe
vNxlRX,At home
9dJe7p,At home
VZ1Kkj,At home
VZ1Kkj,At a cafe
WAp48j,At home
WAp48j,At the office
MAdWMA,At a cafe
MAdWMA,At home
MAdWMA,On the go
xdNGXv,At home
PABo6b,At home
PABo6b,At the office
PABo6b,At a cafe
OAB6OM,At home
OAB6OM,At a cafe
OAB6OM,On the go
kYR2Ld,At the office
kYR2Ld,At home
0Ej4MZ,At home
BGbvpQ,At the office
BGbvpQ,At home
BGbvpQ,On the go
BGbvpQ,At a cafe
8dp9L5,At home
8dp9po,At home
EPbpKr,At the office
MAd0AX,At home
MAd0AX,At a cafe
DVvLzq,At the office
DVvLzq,At home
DVvLzq,On the go
XeBjEd,At home
OABRPK,At home
qbEyL9,At a cafe
AlbkDW,At home
AlbkDW,At a cafe
bl4axo,At the office
bl4axo,At home
bl4axo,At a cafe
DVvLV5,At the office
DVvLV5,At a cafe
DVvLV5,At home
8dp9jk,At home
24x2LA,At home
24x2LA,On the go
24x2LA,At a cafe
GrBM1j,At home
GrBM1j,At the office
1r2L1g,At home
9dJelG,At the office
xdNG0E,At home
xdNG0E,At a cafe
24x2vA,At home
24x2vA,At a cafe
LdM8M2,At home
LdM8M2,At the office
MAd0Ml,At home
jB9KW6,At a cafe
jB9KW6,At the office
jB9KW6,At home
NABz8N,At the office
NABz8N,At home
bl4aL2,At home
bl4aL2,At the office
J2ky8z,At home
ZdRxV0,At home
PABo0Q,At home
PABo0Q,At the office
g5NBYM,At home
0Ej4lB,At home
QABGxl,At home
24x2DM,At the office
24x2DM,At home
MAd0qA,At home
MAd0qA,At the office
ZdRxgB,At home
lNlp2B,At the office
lNlp2B,On the go
RzBOa9,At the office
GrBMjZ,At home
YZz2Ad,At home
dY274o,At home
PABoP1,At home
GrBMEp,At home
GrBMEp,At the office
24x2qb,At the office
NABz2Q,At home
g5NB6d,At the office
g5NB6d,At home
aBrWJv,At home
aBrWJv,At a cafe
42NZA5,At home
RzBOyJ,At the office
RzBOyJ,At home
lNlp8B,At home
EPbp2o,At home
EPbp2o,On the go
VZ1rGy,At home
VZ1rGy,At a cafe
kYRqad,At the office
kYRqad,At home
0Ej4X0,At home
0Ej4X0,At the office
eBxbko,At home
eBxbko,At the office
lNlQrN,At home
bl4P96,At home
bl4P96,At a cafe
MAd0WY,At home
9dJe8G,At home
vNxkjX,None of these
VZ1rXg,At the office
VZ1rXg,At a cafe
VZ1rXg,At home
zKQVV8,At home
zKQVV8,On the go
zKQVV8,At the office
QABGgl,At home
EPb9ll,At home
24x26V,At home
AlbZBe,At the office
ylqLXd,At home
qbEyyd,At home
KMBbM8,At home
9dJVXE,At home
9dJVXE,On the go
zKQl7M,At home
pLParP,At the office
pLParP,At home
VZ1g0g,At home
GrBW9e,At home
aBrWpq,At home
8dpOeO,At the office
8dpOeO,At home
5dqRxZ,At home
jB9Ne1,At home
KMBbo8,At home
DVvQKl,At home
dY2rYo,At a cafe
dY2rYo,At home
24x2Jb,At home
KMBbkK,At a cafe
ylqL9x,At home
BGbNGQ,At the office
BGbNGQ,At home
BGbNGQ,At a cafe
g5N2AO,At home
g5N2AO,At a cafe
g5N2AO,On the go
eBx4zJ,At home
eBx4lx,At home
VZ1gxN,At home
VZ1gxN,At the office
EPb9Y2,At home
EPb9Y2,At a cafe
XeBX9e,At home
XeBX9e,At the office
XeBX9e,On the go
oAVWQN,On the go
oAVWQN,At home
oAVWQN,At the office
oAVWQN,At a cafe
6dQoVo,At the office
6dQoVo,At a cafe
6dQoVo,At home
6dQoVo,On the go
vNxkK8,At home
NABzGb,At home
NABzGb,At a cafe
EPb9El,At a cafe
pLPgv1,At the office
pLPgv1,At home
pLPgv1,At a cafe
24x2lM,At home
OABRKR,At home
OABRKR,At a cafe
24xpWb,At the office
24xpWb,At home
24xpWb,On the go
lNlxeW,At home
lNlxeW,At a cafe
OAB6ER,At the office
OAB6ER,At home
OAB6ER,On the go
OAB6ER,At a cafe
DVvQbX,At home
jB9jR9,At the office
jB9jR9,At home
KMBbAX,At home
KMBbAX,At a cafe
rlr7bo,At home
rlr7bo,At the office
RzBppJ,At a cafe
RzBppJ,At home
J2k7jK,None of these
ZdR0bB,At home
ZdR0bB,At the office
bl4P1Z,At home
bl4Pag,At home
bl4Pag,At the office
1r28gg,At home
1r28gg,At a cafe
1r28gg,On the go
1r28gg,At the office
BGbNr5,At the office
42NeXb,At home
GrBWAZ,At home
GrBWAZ,At the office
xdNKWr,At home
9dJVkQ,At home
OABvZY,At home
42NeJo,At home
42NeJo,At the office
42NeJo,At a cafe
ylqV46,At home
ylqV46,At a cafe
pLP8oy,At home
5dqW9v,At home
NABG0O,At home
NABG0O,At the office
NABG0O,At a cafe
ylqVl8,At home
0EjNE9,At home
kYRMEZ,At home
8dp7Zk,At the office
WApxEL,At the office
WApxEL,At home
EPbyLB,On the go
EPbyLB,At home
EPbyLB,At the office
GrB8Qo,At home
