submission_id,additions_other
24bXgj,NULL
EPBK7o,NULL
YZoPDW,NULL
lN0BYo,NULL
yl0Mgx,NULL
dYZEVo,NULL
EPBKpL,NULL
jB0Z4E,NULL
Al6zgW,NULL
9d6BKG,NULL
vN0rj4,NULL
LdEZRv,NULL
RzZxOP,NULL
dYZELD,NULL
oA0D9b,NULL
DVXKql,NULL
MArXjX,NULL
7dJbL0,NULL
OAjlzR,NULL
0Eb7MN,NULL
qbYaBY,NULL
aBjeBv,NULL
RzZd4d,NULL
yl0Nx4,NULL
VZ9j8J,NULL
XeRrBO,NULL
ZdG8b0,NULL
XeRrOd,NULL
6d1eA5,NULL
24bBlb,NULL
kY09zd,NULL
9d6XPV,NULL
6d1epo,NULL
zK0NRM,NULL
bl29y1,NULL
lN0qY6,NULL
RzZd2Q,NULL
eBND8k,NULL
lN0BDN,NULL
24bXyj,NULL
RzZdlK,NULL
YZoR15,NULL
g5QeBd,water
kY09M6,Frothed milk
XeRJxV,NULL
EPBddA,NULL
kY0eNZ,NULL
VZ9QGl,NULL
vN0eAl,NULL
EPBdQl,NULL
1rbd4b,NULL
DVXkeZ,NULL
RzZM8d,NULL
QAxe0G,NULL
RzZMvJ,NULL
8dJapO,NULL
dYZaZq,NULL
pL0y5E,NULL
8dJa6x,NULL
7dJLP9,NULL
DVXkPX,NULL
ZdGEWv,NULL
6d1jYN,NULL
EPBde2,NULL
WAeEMN,NULL
PA21Nx,NULL
jB06VJ,NULL
OAj46g,NULL
VZ9Qvv,NULL
KMP57A,NULL
oA0RGM,NULL
42178d,NULL
bl2j0g,NULL
PA29Rb,lavendar
KMPxY7,NULL
9d6ZDK,NULL
aBj4EZ,NULL
zK0M20,NULL
MAra58,NULL
jB0ovx,NULL
dYZ08o,NULL
PA29Pb,NULL
xd0Dlr,NULL
J2VlWo,NULL
dYZ0pA,NULL
aBj40Z,NULL
7dJKYz,NULL
MAraqY,NULL
WAeRaL,NULL
XeRoaz,NULL
VZ9Pya,NULL
24bAoL,NULL
6d1KqA,NULL
EPBlyl,NULL
WAeRxk,NULL
5dl90b,NULL
OAjXOY,NULL
RzZojd,NULL
24bA0e,NULL
421KXY,NULL
EPBxlN,NULL
oA026x,NULL
8dJZzO,NULL
OAj7zK,NULL
8dJZN5,NULL
YZo4r0,NULL
EPBxxN,NULL
6d1Zx5,NULL
lN060X,NULL
421K15,NULL
WAeRVL,NULL
zK07oa,NULL
vN0Pp0,Chocolate
oA02LX,NULL
7dJN5Z,NULL
VZ9z7v,NULL
J2VOgo,NULL
eBNRqx,NULL
9d67bK,NULL
421r7Y,NULL
WAezOe,NULL
YZoajN,NULL
EPBWPX,NULL
24bX0b,NULL
LdEPgv,NULL
BGL7D7,NULL
QAxRll,NULL
LdEpLj,NULL
eBNRJO,NULL
rl0Pev,NULL
eBNRVO,NULL
6d1NEP,NULL
pL0OXB,NULL
VZ95pl,NULL
rl0ABp,NULL
oA0MD5,NULL
421x2Y,NULL
PA25pP,NULL
bl2xOZ,NULL
VZ9Jzy,NULL
Al6Lvy,NULL
aBjYvE,NULL
VZ95xl,NULL
GrodaO,NULL
EPBQjN,NULL
7dJ26P,NULL
PA26z0,NULL
PA2690,NULL
OAj56R,NULL
jB0yy1,NULL
LdEbJl,NULL
7dJW4R,NULL
OAjzjg,NULL
dYZ62d,NULL
KMP6W8,NULL
GrozzO,NULL
RzZ0Y4,NULL
8dJQar,NULL
KMPl5D,NULL
qbYDVO,NULL
PA2D2d,Heavy cream
DVXNMq,NULL
WAeN6Q,NULL
8dJKgY,NULL
DVXNop,NULL
YZoQK6,NULL
ZdGNey,NULL
zK0qVk,NULL
Al6dOW,NULL
RzZ01P,NULL
VZ90e6,NULL
zK0qR8,NULL
J2V26Y,NULL
RzZzMJ,NULL
XeReMe,NULL
bl2lkE,NULL
Gror7k,NULL
oA0AgP,NULL
RzZzg9,NULL
QAxAqg,NULL
Al6lgN,NULL
RzZ4x4,NULL
bl2klo,NULL
KMPMg8,NULL
PA2Eq5,NULL
24brbV,NULL
vN020Q,NULL
yl0D7W,NULL
xd0Z4G,NULL
pL0VEB,NULL
PA2E9V,NULL
lN0LKk,NULL
bl2LeE,NULL
rl0L9M,NULL
zK0rDa,NULL
RzZYXK,NULL
oA0dW5,NULL
OAjJ0K,NULL
yl0EqW,NULL
dYZDzr,NULL
rl0dJp,NULL
zK0rl8,NULL
24bxPD,NULL
QAxB11,NULL
7dJ9VA,NULL
kY005o,NULL
8dJJGz,NULL
zK00O8,NULL
6d1rZe,NULL
1rbD1L,NULL
RzZv5d,NULL
rl0J0M,NULL
RzZVaP,NULL
NA4d6b,NULL
1rb6OQ,NULL
PA2krV,NULL
BGL0v1,NULL
RzZjd9,NULL
PA2rZb,NULL
0EbG0A,NULL
0EblMP,NULL
QAxXXp,NULL
VZ9yLy,NULL
dYZVYz,NULL
421dxO,NULL
g5QpyD,NULL
ZdGyJa,NULL
6d159J,NULL
9d6yGX,NULL
EPBEDN,NULL
OAj9JK,NULL
VZ9APy,NULL
zK02pE,NULL
pL09rJ,NULL
vN01zX,NULL
dYZ1Ly,NULL
yl0p26,NULL
xd0LMk,NULL
0EbyNZ,NULL
EPBrrA,NULL
KMPNqA,NULL
dYZ4Lq,NULL
aBjPVB,NULL
PA2LNd,NULL
WAeXWR,NULL
Al6NMo,NULL
RzZQG9,NULL
pL0X88,NULL
YZoXgd,NULL
Al6Ypk,NULL
xd07Jo,NULL
bl2XQ0,I enjoy supplements in my coffee: a turmeric reishi ashwaganda blend
bl2XQ0,a collagen powder
bl2XQ0,and shilajit
XeRdOY,NULL
421Y15,NULL
yl0pvg,NULL
kY04pR,NULL
WAe6Bj,NULL
EPBGrX,NULL
GroVAj,NULL
RzZQyl,NULL
YZob20,NULL
VZ9aKE,NULL
4210X5,NULL
BGLoze,NULL
kY04Md,NULL
yl0bW6,NULL
bl2RdL,NULL
jB0r8R,NULL
EPBVKl,NULL
aBjJeX,NULL
MArZAp,NULL
NA4vpQ,NULL
Al6YG0,NULL
xd0byG,NULL
ZdGkZA,NULL
xd0bvk,NULL
421Yyk,NULL
vN069v,NULL
QAx9Ol,NULL
zK0B5a,NULL
7dJ0a6,NULL
bl2RPe,NULL
LdExxv,NULL
xd0bKG,NULL
ZdGb5v,NULL
aBjpNy,NULL
7dJ7L2,NULL
ZdGb8A,NULL
WAeaYN,NULL
421lqd,NULL
KMPrWM,NULL
NA42jj,NULL
5dlaPZ,NULL
1rbQLl,NULL
VZ9WWj,NULL
J2VE7o,NULL
pL0prV,NULL
8dJ4kr,NULL
8dJbO5,NULL
BGLWAQ,NULL
MArpbE,NULL
EPB7JB,NULL
bl2QVo,NULL
1rbogO,NULL
ZdGrXv,NULL
5dlP0b,NULL
yl0574,NULL
7dJYrL,NULL
pL0p0B,water
NA41kO,NULL
RzZ9Md,NULL
EPBVEB,NULL
LdE2P1,NULL
1rbav4,NULL
YZoAkW,NULL
zK06rZ,NULL
qbYlJg,NULL
24b6lD,NULL
YZolB0,NULL
WAe71v,NULL
5dlAod,NULL
J2V4BR,NULL
6d1Bx5,NULL
aBjMgv,NULL
LdE2B1,NULL
GroPMQ,NULL
8dJlOk,NULL
421be5,NULL
yl0aKd,NULL
NA4Zep,NULL
LdE2AJ,NULL
ZdG7oB,NULL
OAj2QY,NULL
QAxZKY,NULL
VZ9eEj,NULL
QAxZoX,NULL
24bWa9,NULL
RzZNGK,NULL
kY0o0j,NULL
EPBO42,NULL
LdErgl,NULL
NA4j2B,NULL
dYZM4K,NULL
4216Gr,NULL
OAj2P8,NULL
g5Ql6l,NULL
1rbQAL,NULL
PA2xLe,NULL
zK09P8,NULL
MArW1E,NULL
J2VQK7,NULL
KMPEj7,NULL
421MJ5,NULL
zK09M0,NULL
kY0oQe,NULL
J2VQqz,NULL
OAj6lM,NULL
YZo1QW,NULL
MArWYp,NULL
ZdGM2V,NULL
pL0QyP,NULL
ZdGMlo,NULL
g5QEA4,NULL
kY02eZ,NULL
bl2oOL,NULL
xd0APy,NULL
EPB28o,NULL
24bpOV,NULL
EPB2bN,NULL
LdEeGp,NULL
MArWLM,NULL
yl0QNX,NULL
GroOb2,NULL
rl0ek5,NULL
bl2oKe,NULL
NA4a8G,NULL
7dJy1L,NULL
oA0qlV,NULL
xd05Ad,NULL
pL0EGV,NULL
PA27Bb,NULL
RzZNVQ,NULL
9d6k64,NULL
QAxbe1,NULL
xd0qov,NULL
24bDag,NULL
aBjRaE,NULL
rl0eqL,NULL
PA27P0,NULL
xd0ABE,NULL
8dJXEo,NULL
ZdGML5,NULL
5dlJgQ,NULL
LdEejy,NULL
EPB2YA,NULL
6d1gzN,NULL
KMP9bA,NULL
J2VQ54,NULL
lN0x46,NULL
5dlJ7E,NULL
BGLrPN,NULL
8dJ9NA,NULL
8dJ9Kr,NULL
vN0Re8,NULL
421ZLr,NULL
YZo1L5,NULL
LdE80y,NULL
qbYyOg,NULL
zK0VKg,NULL
rl0XVo,NULL
PA2o5x,NULL
qbYyb5,NULL
5dlNZb,NULL
eBNbAx,NULL
OAjR0a,NULL
kY0LOR,NULL
KMPXLX,NULL
kY0LAr,NULL
jB0KLJ,NULL
Al6kbz,NULL
WAe4Mv,NULL
9d6eEV,NULL
MAr0VX,NULL
6d1qWP,NULL
BGLvAQ,NULL
eBNbyq,NULL
YZo2x5,NULL
ZdGxvo,NULL
aBjWKB,NULL
24b2lj,NULL
zK0Vo8,NULL
8dJ9RO,NULL
WAe4BP,NULL
MAr0PY,NULL
lN0pzW,NULL
NA4zdQ,NULL
GroMYZ,NULL
jB0KJx,NULL
EPBpMN,NULL
24b2Vp,NULL
1rbjEg,NULL
g5QB6J,NULL
6d1q4e,NULL
9d6eg4,NULL
jB0Kq9,NULL
DVXL6E,NULL
dYZ7yV,NULL
zK0VO1,NULL
g5QBpN,NULL
9d6ey1,NULL
RzZOqv,NULL
vN0R6X,NULL
oA0JJb,NULL
EPBpo2,NULL
bl2aG2,NULL
QAxGkp,NULL
VZ9rRg,NULL
ZdGxB5,NULL
xd0G5k,NULL
J2Vy5K,NULL
J2VyvX,NULL
7dJQ9R,NULL
0EbXQy,NULL
7dJQOz,NULL
8dJ9Xl,NULL
rl0XKo,NULL
WAe4vv,NULL
OAjRqk,usualy vanilla exctract
OAjRqk,sometimes a bit of salt
g5QBoJ,NULL
zK0lMq,NULL
RzZO7j,NULL
NA4kXG,NULL
8dJ9vP,NULL
GroW6p,NULL
YZo2Av,NULL
1rbjQ4,NULL
421Z6r,NULL
PA2oG5,NULL
OAjv1R,NULL
lN0Q65,NULL
DVXQzb,NULL
DVXLgN,NULL
Al6kVz,NULL
EPB9LA,NULL
rl07A5,NULL
5dlRvv,NULL
5dlRb6,NULL
aBjWWX,NULL
RzZp4P,NULL
PA2KBx,NULL
DVXQyq,NULL
xd0KBy,NULL
rl07PM,NULL
rl07dX,NULL
5dlRpZ,NULL
5dlReZ,NULL
xd0G4r,NULL
9d6VR5,NULL
eBN46E,NULL
pL0a41,NULL
rl07vR,NULL
PA2K5d,NULL
LdElkp,NULL
xd0KYG,NULL
zK0lA1,NULL
VZ9gJa,NULL
pL0a6b,NULL
DVXQWR,Honey
LdEljG,NULL
xd0KbG,NULL
DVXQrl,NULL
vN0ojg,NULL
9d6Vk4,NULL
pL0apZ,NULL
rl077p,NULL
WAeyxR,NULL
BGLM4e,NULL
GroWMQ,NULL
aBjVYE,NULL
KMPbbz,NULL
dYZr5V,NULL
421e7X,NULL
yl0L7g,NULL
1rbq9p,NULL
eBNkMk,NULL
YZo82z,NULL
YZoN0J,NULL
0EbX29,NULL
24bQXD,NULL
bl2bV6,NULL
7dJ62P,NULL
RzZE4J,NULL
DVXgkZ,NULL
PA2VO5,NULL
24bQeL,NULL
YZo8eB,NULL
6d1adB,NULL
J2V52d,NULL
XeRXyj,NULL
421eNB,NULL
VZ92Pg,NULL
yl0Vvp,NULL
J2V5bo,NULL
QAxPXX,NULL
dYZBzr,NULL
aBj7lZ,NULL
dYZBeq,NULL
PA2VP1,NULL
qbY0XG,NULL
7dJ6OZ,NULL
rl0zbN,NULL
jB01jR,NULL
8dJ7Bx,NULL
bl2bP2,NULL
zK0PpE,NULL
YZoL0N,NULL
xd0erk,NULL
WAev9L,NULL
OAjWlM,NULL
yl0W28,NULL
421gB5,NULL
XeRKeY,NULL
6d1XeN,NULL
NA4epN,NULL
jB0OZ1,NULL
RzZ70j,NULL
dYZ5bD,NULL
LdERNp,NULL
aBj8rq,NULL
vN0QGX,NULL
PA2VKd,NULL
421g1O,NULL
VZ9k9a,NULL
6d1XRP,NULL
ZdGpev,NULL
g5QRJ1,NULL
0EbpD0,NULL
421ga5,NULL
0EbpkQ,NULL
EPB4JX,NULL
KMPqxg,NULL
VZ92pM,NULL
QAx6zA,NULL
ZdGpJo,NULL
24bMRg,NULL
EPB4Pr,NULL
yl0Wkd,NULL
dYZ5VV,NULL
7dJ852,NULL
VZ9ky6,NULL
zK0a8M,NULL
0EbpWj,NULL
yl0W8X,NULL
PA2aJe,NULL
5dly0Z,NULL
VZ9kRv,NULL
ZdGpqy,NULL
rl0zKv,NULL
24bM69,NULL
24bMXM,NULL
ZdGpAe,NULL
24bMBM,NULL
24bMKD,NULL
eBNdrx,NULL
5dlyld,NULL
6d1XAe,NULL
rl0XqM,NULL
Al6V2y,NULL
0EbpQP,NULL
ZdG06a,NULL
EPB2aL,NULL
bl2BVe,NULL
XeRVlO,NULL
OAjpDK,NULL
KMP7lD,NULL
RzZXGp,NULL
dYZLxV,NULL
NA4KXN,NULL
5dl6vZ,NULL
kY0DK1,NULL
LdEAbJ,NULL
jB0dQ1,NULL
24bqre,NULL
LdEAEv,NULL
jB0d5a,NULL
EPBjLB,NULL
xd0kZv,NULL
421WvY,NULL
J2VaJR,NULL
xd0kly,NULL
aBjb9E,NULL
24bqRp,NULL
RzZXbd,NULL
dYZLJV,NULL
ZdG4ya,NULL
RzZX9K,NULL
24bqlL,NULL
BGLOW1,NULL
421W6r,NULL
OA81Q7,NULL
kY0D2o,NULL
qbYx9g,NULL
WAl9Oj,NULL
XeOlxj,NULL
pL0jMZ,NULL
Rz8KDl,NULL
AlWPBB,NULL
blNVVL,NULL
xd9xaJ,NULL
5dEKdb,NULL
MA8KaY,NULL
WAeGGN,NULL
9d2GlK,NULL
24O8PA,NULL
zKWXbR,NULL
jBGDW1,NULL
VZoE4y,NULL
XeRVRg,NULL
yleZ08,NULL
VZoEby,NULL
g5WjNP,NULL
Rz8KZK,NULL
Ld51Vj,NULL
QA82OG,NULL
vNqjz0,NULL
vNqj6d,NULL
J28KbJ,NULL
kYOaKo,NULL
blNVJE,NULL
1rGP7O,NULL
OA81vM,NULL
OA81RM,NULL
YZVD76,NULL
OA81MA,NULL
PA8jVx,NULL
zKWXB8,NULL
MA8K0E,NULL
qbjZNG,NULL
42PXe5,NULL
8djo9k,NULL
xd9x9d,NULL
zKWXVZ,NULL
6dr82B,NULL
OA8Dag,NULL
5dEBbE,NULL
QA8KBk,NULL
oAlbEx,NULL
42PXVo,NULL
eB9qre,NULL
eB9qxo,NULL
dYQWYA,NULL
g5WD9l,NULL
Ld51Zj,NULL
NA8pBb,NULL
42P41o,NULL
AlW7Qe,NULL
OA8DVY,NULL
PA8dEQ,NULL
VZoLb6,NULL
aBZQA2,NULL
OA8Dka,NULL
g5WDkJ,NULL
oAlb5N,NULL
8dj16r,NULL
QA8KkY,NULL
rl2jYo,NULL
EP8kYr,NULL
ylePpg,NULL
GrYx7e,NULL
8dj1jk,NULL
6dr8pN,NULL
PA8dLV,NULL
DV04PZ,NULL
9d2qaV,NULL
PA8jy5,NULL
XeOxkY,NULL
AlW7kW,NULL
g5WDB1,NULL
VZoLrE,NULL
QA8Kgl,NULL
YZVjaW,NULL
24OEMb,NULL
Rz8GXv,NULL
vNqjL4,NULL
zKWxaE,NULL
aBZQ8y,NULL
NA8q7O,NULL
eB955Q,NULL
dYQb6K,NULL
aBZNLW,NULL
jBGe9E,NULL
rl2y5l,NULL
KM8plV,NULL
ZdP9R0,NULL
rl2DLl,NULL
aBZOZ9,NULL
pL4eJZ,NULL
42Pazo,NULL
9d2N4K,NULL
XeO52V,NULL
EP8qA2,NULL
EP8zro,NULL
AlWPgo,NULL
AlWrjN,NULL
aBZOvy,NULL
xd9xzr,NULL
VZopvE,NULL
eB9ZWo,NULL
24Ojye,NULL
8djNDz,NULL
eB95oJ,NULL
J281Po,NULL
Rz8Wyj,NULL
PA8RQB,NULL
blN5jL,NULL
5dEXJ6,NULL
xd9x8J,NULL
vNqX5D,NULL
XeO56Y,NULL
xd9Vbv,Condensed milk
pL4eYB,NULL
NA8qGQ,NULL
0EoV9y,NULL
J281Nd,NULL
DV0q8R,NULL
QA8oy1,NULL
6drDoB,NULL
VZopRa,NULL
aBZ95W,NULL
9d2GA1,NULL
GrY6x2,NULL
g5WaaK,NULL
BG8EjA,NULL
aBZ9GX,NULL
aBZOMB,Cinnamon or vanilla powder
AlWzdy,NULL
jBGZ74,NULL
rl2Djp,NULL
zKWjyE,NULL
9d2BvV,NULL
KM8za7,NULL
GrY6re,NULL
OA8aLg,NULL
NA8rA0,NULL
5dEbDb,NULL
jBGZBQ,NULL
GrY6JZ,NULL
yleXOB,NULL
OA8akK,NULL
jBGZvR,NULL
GrY6Xp,NULL
zKWjd1,NULL
Ld59k1,NULL
MA81dX,NULL
J28qao,NULL
5dEbNZ,NULL
VZoGry,NULL
6drDqP,NULL
1rGXe1,NULL
PA8pVV,NULL
AlWKzk,NULL
lNVBok,NULL
PA8pVe,NULL
zKWNxa,NULL
0Eo7O0,NULL
9d2XD4,NULL
VZojZl,NULL
NA8DVN,NULL
7d4bx9,NULL
qbjab8,NULL
jBGby9,NULL
zKWNKE,NULL
Ld5zz1,NULL
XeOrQg,NULL
dYQN8K,NULL
rl2Bgl,NULL
5dE4eE,NULL
QA8Mk7,NULL
g5WD6d,NULL
jBGaVR,NULL
Rz8dZK,NULL
42PBdO,NULL
GrYxZ2,NULL
GrYKgp,NULL
NA8Ddl,NULL
DV0Kbq,NULL
oAlDkx,NULL
kYOb9r,NULL
OA8lg7,NULL
VZoGJ6,NULL
VZojqJ,NULL
42PQRd,NULL
qbja4Y,NULL
Rz8KWd,NULL
VZoL46,NULL
WAl9ee,NULL
PA8Dq0,NULL
YZVR8v,NULL
5dE4Ab,NULL
oAlD8M,NULL
1rGk8b,NULL
rl2BZL,NULL
vNqer0,NULL
PA815b,NULL
WAlEEN,NULL
kYOe7j,NULL
pL4y0y,NULL
NA8lDl,NULL
qbjDWk,NULL
XeOJMV,NULL
1rGdKM,NULL
WAlrbP,NULL
7d4L12,NULL
J28p8z,NULL
pL4y4y,NULL
oAle1P,NULL
DV0kER,NULL
AlW2vk,NULL
MA8N0g,NULL
EP8dVX,NULL
oAleL1,NULL
9d2ZNX,NULL
NA8l2Q,NULL
8djaYO,NULL
6drjXo,NULL
PA81MP,NULL
EP8d7o,NULL
1rGdqL,NULL
xd9Dxk,NULL
BG8pae,NULL
pL4y8E,NULL
24OABe,NULL
rl2Bzo,NULL
ZdPO2B,NULL
kYOGdZ,NULL
zKWy91,NULL
eB9rLO,NULL
9d2Z6G,NULL
pL4or1,NULL
dYQ0DA,Whipped cream
1rG4xb,NULL
5dE9EP,Just black or with Choc and Sweetened condensed milk
9d2ZjQ,NULL
24OALV,NULL
pL4o2J,NULL
8djLyl,NULL
0Eo859,NULL
9d2Zp1,NULL
oAlRqe,NULL
6drK0J,NULL
lNVO4V,NULL
AlWp9o,NULL
EP8lO4,NULL
g5Wqll,NULL
8djL45,NULL
VZoPrv,NULL
rl2oD5,NULL
XeO40z,NULL
oAl26X,NULL
DV07Bp,NULL
NA87DN,NULL
MA8Ezl,NULL
5dE9DN,NULL
jBGlx4,NULL
blNWNg,NULL
GrYRLk,NULL
GrYR0k,NULL
MA8EAk,NULL
OA8787,NULL
24OKL9,NULL
pL4D9E,NULL
VZozlM,NULL
vNqPqv,NULL
kYONrJ,NULL
aBZ2lE,NULL
BG8xbQ,NULL
AlWB5N,NULL
DV076l,NULL
Rz8D9K,NULL
jBGl1a,NULL
AlWB1D,NULL
24OK29,NULL
24OPPA,NULL
g5WGdN,NULL
7d4xXA,NULL
ZdPaNA,NULL
ZdPadA,NULL
eB9R6J,NULL
VZoJ4g,NULL
ZdPaGe,NULL
zKWYR1,NULL
1rGV6p,NULL
BG87r1,NULL
PA8OJ0,NULL
QA8V6X,NULL
WAlzbQ,NULL
vNqyev,NULL
aBZY5v,NULL
8djQeY,NULL
9d2D11,NULL
PA8595,NULL
XeOWRe,NULL
qbjAN9,NULL
42PxP5,NULL
oAlMgx,NULL
lNVdxp,NULL
6dr2Be,NULL
42PxMB,NULL
0Eo6NQ,NULL
zKWDg0,NULL
6dr2lO,NULL
EP8WgN,NULL
Ld5WAz,NULL
MA8bXl,NULL
jBGQK9,NULL
7d4Ng6,NULL
NA86q0,NULL
Rz80oj,NULL
GrYz6e,NULL
rl2AgR,NULL
NA86AB,NULL
24Oeej,NULL
DV0Nvb,NULL
zKWD61,NULL
Ld5b5O,NULL
24OerL,NULL
QA8DA8,NULL
Rz80VP,NULL
AlWd4N,NULL
8djKEr,NULL
24OeoM,NULL
yle6oW,NULL
NA8oKO,NULL
5dEzOQ,NULL
0Eox59,NULL
Rz80kv,NULL
7d4WYR,NULL
oAlyxN,NULL
OA8zZg,NULL
1rGlOb,NULL
OA8zpp,NULL
GrYz2j,NULL
PA8Add,NULL
dYQ6Jo,NULL
aBZBNE,NULL
jBGB6Y,NULL
ylelXW,NULL
AlWdeD,NULL
VZoZYg,NULL
ylelvg,NULL
VZoZvv,NULL
qbjbj7,NULL
Rz8zrp,NULL
oAlALb,NULL
ylelyX,NULL
42P20r,NULL
1rGVNl,NULL
ylelbd,NULL
YZVORq,NULL
24OkKb,NULL
ZdPV6A,NULL
jBGM04,NULL
0EoMMA,NULL
dYQAjr,NULL
YZVOYN,NULL
rl2Kql,NULL
DV010Z,NULL
KM8oBX,NULL
g5WA1N,NULL
8djkWx,NULL
GrY142,NULL
Ld5GRl,NULL
PA8Exx,NULL
7d4ZRR,NULL
xd9ZYo,NULL
GrY1GO,NULL
0EoPBN,NULL
eB9EEo,NULL
24OrLb,NULL
YZVdVv,NULL
PA80Pe,NULL
J280BR,NULL
oAlO1e,NULL
zKWe98,NULL
xd9Z7o,NULL
yleDb4,NULL
7d4NML,NULL
24Or0b,NULL
QA80QA,NULL
KM80XK,NULL
8djGNl,NULL
oAlOxx,NULL
oAloDO,NULL
OA80vA,NULL
Rz8L7Q,NULL
0EoLb0,NULL
GrYLqQ,NULL
KM8Lgg,NULL
zKWJ7k,NULL
dYQjYd,NULL
AlWDde,NULL
WAlYYN,NULL
5dEvMP,NULL
YZVYvz,NULL
dYQjpN,NULL
EP8Dr2,NULL
NA8Y1O,NULL
OA8Yxa,condensed milk
42PveX,NULL
eB92Gx,NULL
GrYDNp,NULL
oAldrV,NULL
NA8Yvp,NULL
kYOWV1,NULL
qbjKvY,NULL
DV0JEj,NULL
pL472P,NULL
yleEB8,NULL
42PoWY,NULL
0Eo8pZ,NULL
NA805j,NULL
jBG96E,NULL
zKWQja,NULL
42PN8B,NULL
42PN2B,NULL
GrYBJQ,NULL
WAlpBj,NULL
VZo1bM,NULL
EP8bar,NULL
8djpW5,NULL
kYORko,NULL
VZo1BJ,NULL
J28kGo,NULL
vNqxbv,NULL
vNqxp0,NULL
AlWbko,NULL
0EojW0,NULL
VZo1el,NULL
lNVlPX,NULL
Ld5MLO,NULL
aBZjQZ,NULL
XeOBKz,NULL
xd90dy,NULL
jBG0la,NULL
vNq0Xl,NULL
XeORJY,NULL
6dr1OO,NULL
GrYoqQ,NULL
VZo946,NULL
1rGbOg,NULL
AlW6Nz,NULL
eB9Nlk,NULL
Rz8Z7p,NULL
PA82QV,NULL
VZo91E,NULL
J288qz,NULL
Rz88xv,NULL
24OOAe,NULL
6drrRk,NULL
xd99Ny,NULL
J288B7,NULL
DV00VZ,NULL
MA88WM,NULL
vNqq14,NULL
xd99Gr,NULL
7d4JOR,NULL
5dE89b,NULL
VZovVj,NULL
oAlKke,NULL
42PAoA,NULL
YZVpBz,NULL
WAlD0e,NULL
aBZAYE,NULL
5dEeb6,NULL
aBZK8b,NULL
7d4aDz,NULL
xd9R4v,NULL
zKWGyq,NULL
aBZAD2,NULL
BG8jLe,NULL
6drWyB,NULL
NA8Mj0,NULL
GrYq4p,NULL
aBZAWW,NULL
jBGkaJ,NULL
8djRol,NULL
g5WkQK,NULL
vNqdzg,NULL
PA8GWe,NULL
zKWLyk,NULL
eB9v7O,NULL
YZVkOB,NULL
blNvR1,NULL
lNVvz6,NULL
QA8kPp,NULL
0EoaXN,NULL
9d24ZK,NULL
24O70L,NULL
lNVv5V,NULL
BG8eRe,NULL
Ld5oZj,NULL
KM8R9z,NULL
ylegqW,Cinnamon
jBGgEQ,NULL
7d4jzR,NULL
NA8gMW,NULL
0EolEy,NULL
vNqpVl,NULL
rl2pWX,NULL
24OZrj,NULL
24OZ99,NULL
GrYyvj,NULL
aBZo4W,NULL
GrYyv2,NULL
oAlpr1,NULL
blNyVg,NULL
kYOQN1,NULL
DV0Py5,NULL
KM8Nkg,NULL
MA82rp,NULL
KM8718,NULL
DVABNq,NULL
PAvpP1,NULL
aBK9lZ,NULL
7d1qYZ,NULL
aBK5GX,NULL
241AGA,NULL
oAK2l5,NULL
eBKaMk,NULL
g5Y9XO,NULL
AlAB5z,NULL
oAKGpN,NULL
zK2YQq,NULL
dYKdod,NULL
7d1xrR,NULL
aBKYRX,NULL
oAKMjb,NULL
kYKybM,NULL
WADNek,NULL
NAM6Yp,NULL
jB5yQ9,NULL
yljly0,NULL
oAKBJe,NULL
eBKAGk,NULL
KMv6KK,NULL
vNE2Zl,if it's not a good brew
vNE2Zl,I'll add a splash of oat milk and a little bit of honey
KMvLNM,NULL
lNKWjB,NULL
PAvXE5,NULL
9dpvKG,NULL
0E1vgN,NULL
OAdJzR,NULL
pLRWYb,NULL
5d8GLd,NULL
1rDJYl,NULL
241vE9,NULL
rlGraX,NULL
KMvJZX,NULL
BGADYN,NULL
g5YNYd,NULL
YZpzy0,NULL
OAdBMa,NULL
dYK2oV,NULL
vNE0Dd,NULL
J2XkXd,NULL
vNE0Y8,NULL
DVAXPb,NULL
EPv8WN,NULL
YZpVlq,NULL
jB5MEY,NULL
42AA2k,NULL
DVAAYl,Cinnamon
g5YW51,NULL
WADM8v,NULL
NAMbXp,NULL
1rDDZO,NULL
qboJdg,NULL
0E11K6,NULL
pLRJ9y,NULL
QAvzjk,NULL
EPvZjN,NULL
xd4RKr,NULL
42Ap4O,NULL
0E1D5Z,NULL
g5YkOd,NULL
ZdvD8z,NULL
lNKMov,NULL
rlGJKR,NULL
RzvkQl,NULL
241oZD,NULL
aBKzLq,NULL
Xe1QPj,NULL
GrX79O,NULL
DVAW05,NULL
MAvG7g,NULL
QAv458,NULL
KMvO2z,NULL
8dAEWk,NULL
VZvdYN,NULL
BGADV5,NULL
yljg5d,NULL
pLR9Z1,NULL
pLR1jb,NULL
g5YxdK,NULL
7d1ge9,NULL
oAKaVP,NULL
ZdvLxe,NULL
lNK9jV,NULL
PAvLGe,NULL
Xe1dzY,NULL
6dAGGe,NULL
7d1YLZ,NULL
vNEaD0,NULL
pLRNKb,NULL
zK2AN0,NULL
LdvjJ2,NULL
DVAoQj,NULL
xd4bKy,NULL
blKRbo,NULL
xd48r9,NULL
9dp0bY,NULL
Rzvqrp,NULL
GrXOqp,NULL
0E1qKB,NULL
GrXOXp,NULL
7d1rKL,NULL
Zdvr9y,NULL
vNE5Og,NULL
8dA45x,NULL
Xe1PKP,NULL
g5Y6KP,NULL
