submission_id,dairy
lNlxeW,Whole milk
OAB6ER,
DVvQbX,
jB9jR9,
KMBbAX,
rlr7bo,Oat milk
RzBppJ,
J2k7jK,Whole milk
ZdR0bB,
bl4P1Z,Half and half
bl4Pag,
1r28gg,
BGbNr5,
42NeXb,
GrBWAZ,Flavored coffee creamer
GrBWAZ,Almond milk
xdNKWr,
9dJVkQ,Coffee creamer
9dJVkQ,Almond milk
OABvZY,
42NeJo,
ylqV46,
pLP8oy,
5dqW9v,
NABG0O,
ylqVl8,
0EjNE9,
kYRMEZ,
8dp7Zk,
WApxEL,
EPbyLB,
GrB8Qo,
xdNOZv,
24x02L,Whole milk
24x02L,Skim milk
24x02L,Oat milk
WApxeN,Whole milk
J2k5Vo,Flavored coffee creamer
VZ129g,Oat milk
NABGBl,Oat milk
NABGBl,Almond milk
NABGBl,Soy milk
VZ12oJ,
J2k5Md,
EPbyvX,
VZ12yl,
oAVXgX,
qbE0ek,
g5NKXM,
EPbyOl,
24xQRp,
dY2BOd,Whole milk
PABVoe,
xdNO19,Half and half
xdNO19,Coffee creamer
zKQPLq,Whole milk
vNxoVX,Half and half
24xQGe,Whole milk
eBxkrJ,
rlrzbp,
xdNOWd,Whole milk
qbE09g,
VZ12rM,
pLPlyV,
GrB8jz,Oat milk
pLPlbq,
24xM8L,Whole milk
QABP67,
6dQaoJ,Half and half
6dQaoJ,Flavored coffee creamer
PABVZx,Whole milk
PABVZx,Half and half
RzB7Pp,Whole milk
QAB6Mg,Skim milk
QAB6Mg,Oat milk
OABWXK,Half and half
ylqWYp,Oat milk
VZ1kGv,
bl40qo,
NABelG,
5dqy9M,
kYRVEJ,Whole milk
Alb1GN,Whole milk
rlrxo5,
OABW5A,
zKQPpR,Whole milk
zKQPpR,Oat milk
WApvYR,
xdNOlo,
NABe7W,
aBr8zB,
MAd98k,
xdNel5,
xdNe6r,
42NgdO,
5dqyVo,
QAB6JY,Half and half
DVvl9b,
DVvlbq,
qbE2M2,
5dqyoM,Whole milk
24xMzp,
42NgEk,Whole milk
42NgEk,Skim milk
XeBKAd,
RzB7Qp,Oat milk
GrB2GQ,
MAd9WE,
oAV4YX,
g5NRxN,
42NgM5,
lNlPqW,Almond milk
lNlPqW,Oat milk
aBr8JE,
42Ne8r,Whole milk
42Ne8r,Oat milk
LdMQxO,
XeBK0d,Oat milk
8dp00l,
ZdRpqV,Oat milk
24xM5V,Soy milk
24xM5V,Oat milk
24xM5V,Almond milk
24xqAj,Half and half
OABWqp,
9dJzzE,Half and half
7d9809,Half and half
7d9809,Whole milk
dY258K,Half and half
YZzEjJ,Soy milk
PABMpV,
xdNkX5,Half and half
LdMA7v,
1r2Zb4,
XeBKZP,Half and half
jB9dPx,Skim milk
42NWaY,
KMBq7X,Oat milk
oAVry1,
QABgJk,
DVvl6p,Flavored coffee creamer
8dpveY,
DVvrvp,Half and half
DVvrvp,Coffee creamer
DVvrvp,Flavored coffee creamer
ylqKZX,
EPbjYr,
VZ1RYl,
rlrNpR,
vNx710,
DVvrMl,
bl4B20,Half and half
WApGZk,Whole milk
WApGZk,Flavored coffee creamer
7d9BgZ,
PABaYx,
GrBNyk,Oat milk
GrBNyk,Whole milk
vNx7pD,Oat milk
vNx7pD,Whole milk
24xqzL,
XeBVpd,
J2kayY,
jB9O5J,
aBrbpq,
XeBVZV,Whole milk
rlrx85,Whole milk
rlrx85,Skim milk
rlrx85,Oat milk
eBxdOE,Whole milk
eBxdOE,Half and half
eBxdOE,Flavored coffee creamer
BGbO2e,Whole milk
BGbO2e,Half and half
NABKaW,
g5NyOD,Whole milk
ylqKLW,Whole milk
ylqK54,
ZdR4pA,
jB9dOY,Whole milk
1r2ZLO,
qbYZaO,
AlboEW,Whole milk
BGL4dR,Whole milk
BGL4dR,Half and half
jB0DlJ,Coffee creamer
jB0DlJ,Half and half
jB0DlJ,Whole milk
jB0DlJ,Oat milk
eBNZDx,
J2VKAR,
jB0DQ4,Soy milk
0Ebr79,Half and half
0Ebr79,Whole milk
qbYZR9,
yl0ZDB,
xd0xPo,
XeRlWY,Whole milk
eBNZA0,
6d1J4N,
J2VKgX,
aBjN4X,
VZ9EVv,Whole milk
VZ9EVv,Half and half
yl0Zep,Whole milk
7dJlza,
XeRlQe,Oat milk
WAe90j,Oat milk
dYZqdK,Half and half
dYZqdK,Coffee creamer
Al6PLz,Oat milk
Al6PLz,Flavored coffee creamer
Al6PLz,Whole milk
eBNZzJ,
J2VKGX,
PABaAP,
YZoDgv,
24b8Y9,
ZdG5yV,
RzZK14,
LdE14p,
QAx2qG,
bl2Vy6,
Grovo2,
0Ebry9,
PA2jNB,Whole milk
VZ9Eyj,
lN0DEk,Oat milk
WAe9GJ,
eBNZdq,Soy milk
pL0xab,
BGL4r5,Half and half
KMPQ9A,Oat milk
KMPQ9A,Whole milk
1rbP1M,Flavored coffee creamer
1rbP1M,Half and half
6d18jo,Whole milk
EPBkqq,
MArKXl,
24bEBg,Whole milk
yl0PXW,Skim milk
zK0xYg,
RzZG44,Whole milk
42142r,Oat milk
BGLzXe,
MAreLA,
OAjDGM,
rl0jGl,Whole milk
jB0aW4,
xd0Xy5,Whole milk
dYZWjK,
pLPjdJ,
EPBkPl,Skim milk
EPBkPl,Flavored coffee creamer
EPBkPl,Half and half
EPBkPl,Whole milk
0EbQbN,Oat milk
0EbQbN,Almond milk
yl0PeB,
Grox5j,Whole milk
Grox5j,Oat milk
8dJ1rA,Whole milk
8dJ1rA,Coffee creamer
8dJ1rA,Flavored coffee creamer
4214qo,
aBjQgW,
aBjQyy,Whole milk
aBjQyy,Oat milk
aBjQyy,Soy milk
jB0ap9,
7dJRez,
BGLz71,
NA4p5W,
6d18eo,
lNlQkv,Whole milk
8dJoAY,
6d18yo,
OAjD6g,Whole milk
dYZWer,Whole milk
dYZWer,Half and half
YZo58J,
8dJ175,Half and half
8dJ175,Coffee creamer
8dJ175,Flavored coffee creamer
XeRxKg,Whole milk
XeRxKg,Flavored coffee creamer
oA09eX,
rl0jRp,
MAr1DY,
rl0DO5,
bl2Z70,
QAxoJY,
421a7B,Oat milk
421a7B,Flavored coffee creamer
421a7B,Coffee creamer
vN0XBX,
yl0XYW,Whole milk
yl0XYW,Oat milk
NA4q0p,
7dJXK9,
WAeJek,
Al6rdo,
rl0DvN,
yl0Xdg,Whole milk
KMPpk8,
rl0DJN,Whole milk
6d1DWJ,
zK0EJk,Half and half
8dJNGr,Whole milk
XeR5zg,Oat milk
bl25aZ,Whole milk
VZ9pXE,
DVXqPb,
xd0Vgo,Whole milk
9d6NaY,
g5QbLJ,
OAjQg8,Whole milk
PA2RWQ,Whole milk
PA2RWQ,Oat milk
PA2RLd,Oat milk
qbY58k,
J2V17r,
LdEDeJ,Whole milk
LdEDeJ,Skim milk
g5QbEJ,Whole milk
xd0VLG,
RzZWAQ,
kY0bMr,
YZojoW,
6d1L8J,Whole milk
6d1L8J,Skim milk
0EbV9P,
oA09Xb,
MArXNp,
bl2ZB1,Half and half
bl2ZB1,Whole milk
jB0ZZa,
dYZENo,Flavored coffee creamer
7dJqKP,Whole milk
7dJqKP,Skim milk
aBj94v,
pL0ryq,
qbYLA2,
24bX4p,Soy milk
oA0E9P,Flavored coffee creamer
PA2pOb,Almond milk
PA2pOb,Oat milk
eBNMEE,Whole milk
XeRLLg,
yl0Mjd,
NA4rNQ,Half and half
1rbXOl,
Al6zN0,
24bXgj,
EPBK7o,
YZoPDW,Half and half
lN0BYo,
yl0Mgx,
dYZEVo,Whole milk
EPBKpL,
jB0Z4E,Whole milk
Al6zgW,
9d6BKG,Coffee creamer
vN0rj4,Half and half
LdEZRv,
RzZxOP,Coffee creamer
dYZELD,Whole milk
oA0D9b,
DVXKql,Half and half
MArXjX,Oat milk
7dJbL0,Whole milk
OAjlzR,
0Eb7MN,
qbYaBY,
aBjeBv,
RzZd4d,Half and half
RzZd4d,Whole milk
yl0Nx4,Soy milk
VZ9j8J,Whole milk
XeRrBO,Flavored coffee creamer
ZdG8b0,Oat milk
XeRrOd,
6d1eA5,Flavored coffee creamer
6d1eA5,Almond milk
6d1eA5,Oat milk
24bBlb,Half and half
kY09zd,
9d6XPV,
6d1epo,Whole milk
zK0NRM,
bl29y1,Half and half
bl29y1,Whole milk
lN0qY6,Oat milk
RzZd2Q,
eBND8k,
lN0BDN,
24bXyj,
RzZdlK,
YZoR15,
g5QeBd,
kY09M6,
XeRJxV,
EPBddA,Oat milk
kY0eNZ,
VZ9QGl,Whole milk
VZ9QGl,Half and half
VZ9QGl,Flavored coffee creamer
VZ9QGl,Almond milk
vN0eAl,
EPBdQl,Almond milk
1rbd4b,Whole milk
1rbd4b,Coffee creamer
DVXkeZ,
RzZM8d,
QAxe0G,
RzZMvJ,Half and half
8dJapO,
dYZaZq,Half and half
dYZaZq,Soy milk
pL0y5E,
8dJa6x,Skim milk
8dJa6x,Oat milk
7dJLP9,
DVXkPX,Oat milk
DVXkPX,Skim milk
ZdGEWv,Oat milk
6d1jYN,Coffee creamer
EPBde2,
WAeEMN,Whole milk
PA21Nx,Whole milk
jB06VJ,Half and half
OAj46g,
VZ9Qvv,
KMP57A,Whole milk
oA0RGM,
42178d,
bl2j0g,
PA29Rb,Whole milk
KMPxY7,
9d6ZDK,
aBj4EZ,
zK0M20,Half and half
MAra58,Half and half
MAra58,Whole milk
MAra58,Coffee creamer
MAra58,Flavored coffee creamer
MAra58,Oat milk
MAra58,Almond milk
MAra58,Soy milk
jB0ovx,Whole milk
dYZ08o,Whole milk
PA29Pb,
xd0Dlr,
J2VlWo,Half and half
dYZ0pA,Oat milk
aBj40Z,Half and half
7dJKYz,
MAraqY,
WAeRaL,Whole milk
XeRoaz,Whole milk
VZ9Pya,Whole milk
24bAoL,Whole milk
6d1KqA,
EPBlyl,
WAeRxk,
5dl90b,Whole milk
5dl90b,Half and half
5dl90b,Coffee creamer
5dl90b,Flavored coffee creamer
OAjXOY,
RzZojd,
24bA0e,
421KXY,
EPBxlN,
oA026x,
8dJZzO,
OAj7zK,Flavored coffee creamer
OAj7zK,Oat milk
8dJZN5,Whole milk
YZo4r0,Whole milk
EPBxxN,
6d1Zx5,Whole milk
lN060X,Half and half
421K15,
WAeRVL,
zK07oa,
vN0Pp0,Oat milk
oA02LX,
7dJN5Z,Coffee creamer
VZ9z7v,
J2VOgo,Whole milk
eBNRqx,Half and half
9d67bK,Half and half
421r7Y,Whole milk
421r7Y,Skim milk
WAezOe,
YZoajN,Whole milk
EPBWPX,Whole milk
24bX0b,
LdEPgv,Whole milk
LdEPgv,Oat milk
BGL7D7,Oat milk
QAxRll,
LdEpLj,
eBNRJO,
rl0Pev,
eBNRVO,
6d1NEP,
pL0OXB,Whole milk
VZ95pl,Coffee creamer
VZ95pl,Flavored coffee creamer
VZ95pl,Half and half
rl0ABp,Whole milk
oA0MD5,
421x2Y,
PA25pP,Whole milk
PA25pP,Half and half
PA25pP,Oat milk
PA25pP,Almond milk
bl2xOZ,
VZ9Jzy,
Al6Lvy,Half and half
Al6Lvy,Coffee creamer
aBjYvE,
VZ95xl,
GrodaO,
EPBQjN,Whole milk
EPBQjN,Half and half
7dJ26P,
PA26z0,
PA2690,
OAj56R,Whole milk
jB0yy1,Whole milk
jB0yy1,Half and half
jB0yy1,Skim milk
jB0yy1,Coffee creamer
LdEbJl,
7dJW4R,Oat milk
OAjzjg,
dYZ62d,
KMP6W8,
GrozzO,Whole milk
RzZ0Y4,Whole milk
8dJQar,Whole milk
KMPl5D,Half and half
KMPl5D,Coffee creamer
KMPl5D,Skim milk
qbYDVO,
PA2D2d,
DVXNMq,Coffee creamer
DVXNMq,Oat milk
DVXNMq,Almond milk
WAeN6Q,
8dJKgY,
DVXNop,Whole milk
YZoQK6,Whole milk
ZdGNey,Whole milk
zK0qVk,Half and half
Al6dOW,Whole milk
RzZ01P,
VZ90e6,Flavored coffee creamer
zK0qR8,Flavored coffee creamer
J2V26Y,
RzZzMJ,Whole milk
RzZzMJ,Oat milk
XeReMe,
bl2lkE,Half and half
bl2lkE,Coffee creamer
bl2lkE,Flavored coffee creamer
bl2lkE,Oat milk
bl2lkE,Almond milk
Gror7k,Whole milk
Gror7k,Coffee creamer
oA0AgP,Oat milk
RzZzg9,
QAxAqg,Whole milk
Al6lgN,
RzZ4x4,Whole milk
bl2klo,
KMPMg8,Whole milk
PA2Eq5,
24brbV,
vN020Q,Half and half
yl0D7W,Whole milk
yl0D7W,Oat milk
yl0D7W,Almond milk
yl0D7W,Soy milk
xd0Z4G,
pL0VEB,Whole milk
PA2E9V,Half and half
lN0LKk,
bl2LeE,Skim milk
bl2LeE,Whole milk
rl0L9M,Skim milk
zK0rDa,Whole milk
zK0rDa,Oat milk
zK0rDa,Half and half
RzZYXK,Whole milk
oA0dW5,
OAjJ0K,
yl0EqW,
dYZDzr,Soy milk
rl0dJp,Oat milk
zK0rl8,Whole milk
zK0rl8,Oat milk
24bxPD,
QAxB11,
7dJ9VA,
kY005o,Whole milk
8dJJGz,
zK00O8,
6d1rZe,
1rbD1L,
RzZv5d,Skim milk
rl0J0M,
RzZVaP,
NA4d6b,
1rb6OQ,
PA2krV,
BGL0v1,
RzZjd9,
PA2rZb,
0EbG0A,
0EblMP,
QAxXXp,
VZ9yLy,
dYZVYz,Oat milk
421dxO,
g5QpyD,
ZdGyJa,
6d159J,
9d6yGX,
EPBEDN,
OAj9JK,
VZ9APy,
zK02pE,
pL09rJ,Flavored coffee creamer
vN01zX,
dYZ1Ly,
yl0p26,Whole milk
xd0LMk,Whole milk
0EbyNZ,
EPBrrA,
KMPNqA,
dYZ4Lq,Whole milk
aBjPVB,
PA2LNd,
WAeXWR,Almond milk
WAeXWR,Oat milk
Al6NMo,
RzZQG9,
pL0X88,Whole milk
YZoXgd,
Al6Ypk,Whole milk
Al6Ypk,Oat milk
xd07Jo,
bl2XQ0,
XeRdOY,
421Y15,
yl0pvg,
kY04pR,
WAe6Bj,Whole milk
WAe6Bj,Oat milk
WAe6Bj,Skim milk
EPBGrX,Whole milk
GroVAj,
RzZQyl,
YZob20,
VZ9aKE,
4210X5,Half and half
4210X5,Coffee creamer
BGLoze,
kY04Md,
yl0bW6,
bl2RdL,Whole milk
bl2RdL,Skim milk
bl2RdL,Half and half
bl2RdL,Coffee creamer
bl2RdL,Flavored coffee creamer
bl2RdL,Oat milk
bl2RdL,Almond milk
bl2RdL,Soy milk
jB0r8R,
EPBVKl,Oat milk
EPBVKl,Flavored coffee creamer
aBjJeX,Coffee creamer
aBjJeX,Oat milk
MArZAp,
NA4vpQ,
Al6YG0,Half and half
xd0byG,
ZdGkZA,
xd0bvk,
421Yyk,
vN069v,
QAx9Ol,Oat milk
QAx9Ol,Flavored coffee creamer
zK0B5a,Half and half
7dJ0a6,
bl2RPe,Half and half
bl2RPe,Whole milk
LdExxv,
xd0bKG,
ZdGb5v,
aBjpNy,
7dJ7L2,
ZdGb8A,
WAeaYN,
421lqd,
KMPrWM,
NA42jj,
5dlaPZ,Whole milk
1rbQLl,
VZ9WWj,Half and half
J2VE7o,
pL0prV,Whole milk
pL0prV,Oat milk
8dJ4kr,
8dJbO5,Half and half
BGLWAQ,Whole milk
BGLWAQ,Half and half
MArpbE,Almond milk
EPB7JB,
bl2QVo,
1rbogO,
ZdGrXv,
5dlP0b,
yl0574,Whole milk
7dJYrL,
pL0p0B,
NA41kO,
RzZ9Md,
EPBVEB,
LdE2P1,
1rbav4,
YZoAkW,
zK06rZ,
qbYlJg,Flavored coffee creamer
24b6lD,Flavored coffee creamer
24b6lD,Coffee creamer
YZolB0,
WAe71v,
5dlAod,
J2V4BR,
6d1Bx5,Whole milk
aBjMgv,Whole milk
LdE2B1,Oat milk
GroPMQ,
8dJlOk,
421be5,Coffee creamer
421be5,Oat milk
421be5,Flavored coffee creamer
yl0aKd,Oat milk
NA4Zep,
LdE2AJ,
ZdG7oB,
OAj2QY,Oat milk
OAj2QY,Half and half
QAxZKY,Skim milk
VZ9eEj,
QAxZoX,Whole milk
QAxZoX,Flavored coffee creamer
QAxZoX,Soy milk
24bWa9,
RzZNGK,
kY0o0j,
EPBO42,Half and half
EPBO42,Whole milk
EPBO42,Skim milk
EPBO42,Oat milk
LdErgl,
NA4j2B,
dYZM4K,
4216Gr,Whole milk
OAj2P8,Oat milk
g5Ql6l,Oat milk
1rbQAL,
PA2xLe,
zK09P8,
MArW1E,Half and half
J2VQK7,
KMPEj7,Whole milk
421MJ5,
zK09M0,
kY0oQe,Skim milk
kY0oQe,Whole milk
J2VQqz,
OAj6lM,
YZo1QW,
MArWYp,
ZdGM2V,Whole milk
pL0QyP,
ZdGMlo,Flavored coffee creamer
g5QEA4,
kY02eZ,
bl2oOL,Whole milk
xd0APy,Oat milk
EPB28o,
24bpOV,
EPB2bN,Oat milk
LdEeGp,
MArWLM,Oat milk
MArWLM,Whole milk
yl0QNX,
GroOb2,
rl0ek5,
bl2oKe,
NA4a8G,Flavored coffee creamer
7dJy1L,
oA0qlV,
xd05Ad,
pL0EGV,
PA27Bb,Whole milk
RzZNVQ,
9d6k64,
QAxbe1,
xd0qov,Oat milk
24bDag,
aBjRaE,
rl0eqL,
PA27P0,Skim milk
PA27P0,Whole milk
PA27P0,Oat milk
xd0ABE,
8dJXEo,
ZdGML5,
5dlJgQ,
LdEejy,
EPB2YA,
6d1gzN,
KMP9bA,
J2VQ54,
lN0x46,Whole milk
5dlJ7E,
BGLrPN,
8dJ9NA,
8dJ9Kr,Oat milk
vN0Re8,
421ZLr,
YZo1L5,
LdE80y,
qbYyOg,
zK0VKg,
rl0XVo,
PA2o5x,
qbYyb5,
5dlNZb,
eBNbAx,
OAjR0a,Skim milk
kY0LOR,Flavored coffee creamer
kY0LOR,Coffee creamer
KMPXLX,Half and half
KMPXLX,Skim milk
kY0LAr,Skim milk
kY0LAr,Whole milk
kY0LAr,Oat milk
jB0KLJ,Half and half
Al6kbz,Half and half
WAe4Mv,
9d6eEV,
MAr0VX,Half and half
6d1qWP,Flavored coffee creamer
BGLvAQ,Skim milk
eBNbyq,Oat milk
YZo2x5,
ZdGxvo,Whole milk
aBjWKB,
24b2lj,
zK0Vo8,Oat milk
8dJ9RO,
WAe4BP,
MAr0PY,
lN0pzW,
NA4zdQ,
GroMYZ,Coffee creamer
jB0KJx,Oat milk
EPBpMN,
24b2Vp,
1rbjEg,
g5QB6J,
6d1q4e,Soy milk
9d6eg4,Half and half
jB0Kq9,Whole milk
DVXL6E,
dYZ7yV,
zK0VO1,
g5QBpN,
9d6ey1,
RzZOqv,
vN0R6X,
oA0JJb,Almond milk
oA0JJb,Oat milk
EPBpo2,Half and half
bl2aG2,
QAxGkp,
VZ9rRg,
ZdGxB5,
xd0G5k,
J2Vy5K,Oat milk
J2VyvX,Whole milk
7dJQ9R,Whole milk
7dJQ9R,Half and half
7dJQ9R,Oat milk
0EbXQy,
7dJQOz,
8dJ9Xl,
rl0XKo,Whole milk
WAe4vv,Half and half
OAjRqk,
g5QBoJ,
zK0lMq,
RzZO7j,
NA4kXG,
8dJ9vP,
GroW6p,Whole milk
YZo2Av,Whole milk
1rbjQ4,
421Z6r,
PA2oG5,
OAjv1R,Whole milk
OAjv1R,Half and half
lN0Q65,
DVXQzb,
DVXLgN,Whole milk
Al6kVz,
EPB9LA,
rl07A5,
5dlRvv,Oat milk
5dlRb6,Oat milk
5dlRb6,Flavored coffee creamer
aBjWWX,Oat milk
RzZp4P,Half and half
RzZp4P,Whole milk
PA2KBx,Skim milk
PA2KBx,Coffee creamer
DVXQyq,
xd0KBy,
rl07PM,
rl07dX,Oat milk
rl07dX,Whole milk
rl07dX,Skim milk
5dlRpZ,Whole milk
5dlRpZ,Half and half
5dlReZ,
xd0G4r,
9d6VR5,Oat milk
9d6VR5,Whole milk
9d6VR5,Half and half
eBN46E,
pL0a41,
rl07vR,Whole milk
rl07vR,Oat milk
rl07vR,Half and half
PA2K5d,
LdElkp,Whole milk
LdElkp,Half and half
LdElkp,Oat milk
LdElkp,Almond milk
xd0KYG,
zK0lA1,
VZ9gJa,
pL0a6b,Oat milk
DVXQWR,Half and half
LdEljG,Flavored coffee creamer
xd0KbG,Soy milk
DVXQrl,
vN0ojg,
9d6Vk4,
pL0apZ,
rl077p,Whole milk
rl077p,Half and half
rl077p,Coffee creamer
WAeyxR,
BGLM4e,
GroWMQ,
aBjVYE,Half and half
aBjVYE,Soy milk
aBjVYE,Whole milk
KMPbbz,
dYZr5V,
421e7X,
yl0L7g,Whole milk
1rbq9p,
eBNkMk,Whole milk
eBNkMk,Coffee creamer
eBNkMk,Oat milk
eBNkMk,Flavored coffee creamer
YZo82z,
YZoN0J,
0EbX29,
24bQXD,
bl2bV6,Oat milk
7dJ62P,
RzZE4J,
DVXgkZ,
PA2VO5,
24bQeL,
YZo8eB,
6d1adB,Oat milk
J2V52d,Whole milk
J2V52d,Half and half
J2V52d,Coffee creamer
XeRXyj,Flavored coffee creamer
XeRXyj,Whole milk
421eNB,Half and half
VZ92Pg,Half and half
VZ92Pg,Oat milk
yl0Vvp,
J2V5bo,
QAxPXX,
dYZBzr,
aBj7lZ,
dYZBeq,Whole milk
PA2VP1,Whole milk
qbY0XG,
7dJ6OZ,Oat milk
rl0zbN,
jB01jR,
8dJ7Bx,
bl2bP2,
zK0PpE,
YZoL0N,
xd0erk,
WAev9L,
OAjWlM,
yl0W28,
421gB5,Oat milk
XeRKeY,
6d1XeN,Whole milk
NA4epN,Half and half
jB0OZ1,Whole milk
RzZ70j,
dYZ5bD,Whole milk
dYZ5bD,Half and half
LdERNp,
aBj8rq,Oat milk
vN0QGX,
PA2VKd,Oat milk
421g1O,
VZ9k9a,Skim milk
6d1XRP,Whole milk
6d1XRP,Oat milk
ZdGpev,
g5QRJ1,Oat milk
g5QRJ1,Flavored coffee creamer
0EbpD0,Oat milk
421ga5,
0EbpkQ,Oat milk
0EbpkQ,Almond milk
EPB4JX,
KMPqxg,
VZ92pM,
QAx6zA,
ZdGpJo,
24bMRg,
EPB4Pr,
yl0Wkd,
dYZ5VV,
7dJ852,
VZ9ky6,
zK0a8M,
0EbpWj,
yl0W8X,Oat milk
PA2aJe,
5dly0Z,Skim milk
5dly0Z,Coffee creamer
5dly0Z,Flavored coffee creamer
VZ9kRv,Whole milk
ZdGpqy,
rl0zKv,Whole milk
24bM69,
24bMXM,
ZdGpAe,Half and half
24bMBM,Almond milk
24bMKD,Oat milk
eBNdrx,
5dlyld,Whole milk
5dlyld,Half and half
6d1XAe,
rl0XqM,Half and half
rl0XqM,Whole milk
Al6V2y,
0EbpQP,Oat milk
ZdG06a,Whole milk
EPB2aL,
bl2BVe,Half and half
XeRVlO,
OAjpDK,Oat milk
KMP7lD,Almond milk
RzZXGp,Whole milk
dYZLxV,
NA4KXN,
5dl6vZ,
kY0DK1,
LdEAbJ,Whole milk
jB0dQ1,Whole milk
jB0dQ1,Oat milk
24bqre,Half and half
LdEAEv,
jB0d5a,Skim milk
jB0d5a,Half and half
EPBjLB,Half and half
xd0kZv,Skim milk
421WvY,
J2VaJR,
xd0kly,Oat milk
xd0kly,Coffee creamer
aBjb9E,
24bqRp,
RzZXbd,
dYZLJV,
ZdG4ya,Half and half
RzZX9K,
24bqlL,
BGLOW1,
421W6r,Whole milk
421W6r,Oat milk
OA81Q7,
kY0D2o,
qbYx9g,
WAl9Oj,
XeOlxj,Whole milk
pL0jMZ,
Rz8KDl,
AlWPBB,
blNVVL,
xd9xaJ,Whole milk
5dEKdb,
MA8KaY,
WAeGGN,Half and half
9d2GlK,Coffee creamer
9d2GlK,Whole milk
24O8PA,
zKWXbR,
jBGDW1,
VZoE4y,
XeRVRg,Whole milk
yleZ08,Flavored coffee creamer
VZoEby,
g5WjNP,Oat milk
g5WjNP,Almond milk
Rz8KZK,Coffee creamer
Ld51Vj,Almond milk
QA82OG,Whole milk
vNqjz0,
vNqj6d,Flavored coffee creamer
J28KbJ,
kYOaKo,Half and half
kYOaKo,Oat milk
blNVJE,
1rGP7O,
OA81vM,Whole milk
OA81vM,Coffee creamer
OA81RM,Almond milk
OA81RM,Oat milk
OA81RM,Skim milk
OA81RM,Soy milk
YZVD76,
OA81MA,Skim milk
PA8jVx,Almond milk
zKWXB8,Oat milk
zKWXB8,Almond milk
MA8K0E,Soy milk
qbjZNG,
42PXe5,
8djo9k,Whole milk
xd9x9d,
zKWXVZ,
6dr82B,
OA8Dag,Oat milk
OA8Dag,Flavored coffee creamer
5dEBbE,
QA8KBk,
oAlbEx,
42PXVo,
eB9qre,
eB9qxo,
dYQWYA,
g5WD9l,Whole milk
Ld51Zj,
NA8pBb,
42P41o,Coffee creamer
AlW7Qe,
OA8DVY,Whole milk
PA8dEQ,
VZoLb6,Oat milk
aBZQA2,
OA8Dka,
g5WDkJ,Almond milk
g5WDkJ,Oat milk
oAlb5N,Whole milk
8dj16r,Half and half
8dj16r,Oat milk
QA8KkY,
rl2jYo,Half and half
EP8kYr,
ylePpg,Whole milk
GrYx7e,Whole milk
8dj1jk,Oat milk
8dj1jk,Whole milk
6dr8pN,Whole milk
6dr8pN,Half and half
PA8dLV,
DV04PZ,Whole milk
9d2qaV,Coffee creamer
9d2qaV,Skim milk
9d2qaV,Half and half
9d2qaV,Whole milk
PA8jy5,Flavored coffee creamer
XeOxkY,
AlW7kW,
g5WDB1,
VZoLrE,
QA8Kgl,Half and half
YZVjaW,
24OEMb,Skim milk
Rz8GXv,
vNqjL4,Oat milk
zKWxaE,Half and half
aBZQ8y,
NA8q7O,
eB955Q,
dYQb6K,
aBZNLW,Half and half
aBZNLW,Coffee creamer
aBZNLW,Flavored coffee creamer
aBZNLW,Oat milk
jBGe9E,
rl2y5l,Oat milk
KM8plV,
ZdP9R0,
rl2DLl,Whole milk
aBZOZ9,
pL4eJZ,
42Pazo,
9d2N4K,Whole milk
9d2N4K,Oat milk
XeO52V,
EP8qA2,
EP8zro,
AlWPgo,Half and half
AlWPgo,Flavored coffee creamer
AlWrjN,
aBZOvy,Whole milk
xd9xzr,
VZopvE,Whole milk
eB9ZWo,Oat milk
eB9ZWo,Almond milk
eB9ZWo,Soy milk
24Ojye,Whole milk
8djNDz,Skim milk
eB95oJ,Whole milk
J281Po,
Rz8Wyj,
PA8RQB,Whole milk
blN5jL,Half and half
5dEXJ6,Whole milk
xd9x8J,Coffee creamer
xd9x8J,Flavored coffee creamer
vNqX5D,
XeO56Y,Whole milk
xd9Vbv,
pL4eYB,Half and half
NA8qGQ,
0EoV9y,
J281Nd,
DV0q8R,Whole milk
DV0q8R,Half and half
QA8oy1,
6drDoB,
VZopRa,
aBZ95W,Oat milk
9d2GA1,
GrY6x2,
g5WaaK,
BG8EjA,
aBZ9GX,
aBZOMB,Half and half
AlWzdy,
jBGZ74,
rl2Djp,
zKWjyE,
9d2BvV,
KM8za7,Skim milk
GrY6re,
OA8aLg,
NA8rA0,Half and half
NA8rA0,Coffee creamer
5dEbDb,Whole milk
jBGZBQ,
GrY6JZ,
yleXOB,Oat milk
OA8akK,Whole milk
jBGZvR,
GrY6Xp,
zKWjd1,Whole milk
Ld59k1,Oat milk
MA81dX,
J28qao,Whole milk
5dEbNZ,Oat milk
VZoGry,
6drDqP,Whole milk
6drDqP,Almond milk
1rGXe1,Half and half
PA8pVV,
AlWKzk,Half and half
lNVBok,
PA8pVe,
zKWNxa,
0Eo7O0,
9d2XD4,Half and half
VZojZl,Almond milk
NA8DVN,Oat milk
NA8DVN,Almond milk
7d4bx9,
qbjab8,
jBGby9,
zKWNKE,Almond milk
Ld5zz1,
XeOrQg,Whole milk
dYQN8K,
rl2Bgl,
5dE4eE,Oat milk
5dE4eE,Half and half
5dE4eE,Whole milk
QA8Mk7,
g5WD6d,
jBGaVR,
Rz8dZK,Whole milk
42PBdO,
GrYxZ2,
