submission_id,dairy
WApWXL,Coffee creamer
WApWXL,Whole milk
WApWXL,Skim milk
WApWXL,Almond milk
AlbgaB,NULL
xdNqlo,NULL
KMBE2z,NULL
5dq7xv,NULL
QABZZY,NULL
MAdx0p,NULL
WApWgP,NULL
eBxJ8J,NULL
42N6Ob,NULL
WApWkQ,Coffee creamer
WApWkQ,Half and half
KMBEEg,NULL
6dQldA,NULL
rlr40N,NULL
DVv8QN,Coffee creamer
DVv8QN,Skim milk
WApW6L,Oat milk
g5NlBD,NULL
QABZOp,Half and half
KMBEgk,NULL
VZ1eAl,Half and half
YZz62W,Oat milk
OAB2Yg,Whole milk
8dpBBl,NULL
VZ1e6j,NULL
WApWWe,NULL
rlr4e2,NULL
6dQlqY,NULL
8dpB2A,NULL
NABj2p,NULL
oAVPaM,NULL
DVv89p,NULL
jB9RLJ,NULL
rlrZXl,NULL
XeBbpg,NULL
ZdR7e0,NULL
WApWQJ,Flavored coffee creamer
XeBaWz,NULL
xdNqzG,NULL
WApWxv,NULL
AlbgoD,NULL
dY2MBK,NULL
aBrROv,NULL
jB9jDa,Oat milk
jB9RO4,Whole milk
EPbRj4,Almond milk
EPbRj4,Skim milk
EPbRj4,Coffee creamer
EPbRj4,Flavored coffee creamer
EPbRj4,Oat milk
EPbRj4,Half and half
EPbRj4,Whole milk
8dpX1O,NULL
OAB6l8,Almond milk
J2kPNR,NULL
ylqBN4,Whole milk
ylqBN4,Oat milk
LdMrQp,Oat milk
42N6WX,NULL
RzBAWd,NULL
oAVq21,NULL
BGbyPK,Half and half
OAB648,Oat milk
OAB648,Coffee creamer
OAB648,Almond milk
KMB9Q8,NULL
rlr4zR,NULL
5dq7WE,Coffee creamer
eBxV50,Whole milk
eBxV50,Flavored coffee creamer
vNxlyd,Whole milk
LdMePG,NULL
EPbRyr,NULL
vNxZ70,NULL
9dJ8D1,NULL
WApLzP,Half and half
NABaJp,NULL
9dJ8Np,Flavored coffee creamer
AlbEzk,NULL
MAdWKM,Half and half
MAdWKM,Oat milk
EPb2PL,Whole milk
xdNAp9,Whole milk
5dqJKo,NULL
rlrejl,NULL
7d9yRP,NULL
rlre6L,Almond milk
DVvjzj,Whole milk
DVvjzj,Half and half
dY2Oqo,Whole milk
AlbE6y,NULL
pLPQP1,Whole milk
J2kQlJ,NULL
EPb20A,NULL
BGbrD1,Oat milk
RzBABK,NULL
oAVqB5,Oat milk
ylqB9p,Half and half
xdNAQE,NULL
1r2LM4,NULL
rlredX,Half and half
rlredX,Coffee creamer
rlredX,Flavored coffee creamer
rlredX,Almond milk
rlredX,Oat milk
vNxlql,NULL
XeBplg,Whole milk
XeBplg,Flavored coffee creamer
EPb2do,Almond milk
EPb2do,Coffee creamer
24xW0D,Half and half
24xW0D,Coffee creamer
oAVqvP,Whole milk
J2kQMR,Almond milk
lNlxDk,Half and half
ylqBx6,Whole milk
GrBZqL,NULL
lNlxzk,NULL
ZdRMve,Flavored coffee creamer
ZdRMve,Oat milk
jB9jga,NULL
aBrRzB,Skim milk
oAVq0b,Whole milk
XeBpQg,NULL
pLPQ48,Oat milk
8dpXyx,Whole milk
oAVqaV,Oat milk
6dQgAY,NULL
xdNAoy,Flavored coffee creamer
ylqBoX,Flavored coffee creamer
ylqBoX,Almond milk
ylqBoX,Whole milk
eBxV8q,Oat milk
oAVqa1,NULL
24xpyV,Oat milk
0EjKGN,Whole milk
0EjKGN,Almond milk
1r2LyW,Soy milk
NABavG,NULL
oAVq6P,Half and half
oAVq6P,Whole milk
YZz1bq,Flavored coffee creamer
EPb2gX,NULL
PAB78B,NULL
8dpX8r,NULL
WApLda,NULL
0EjKy6,NULL
YZz1A0,Half and half
g5NEKJ,Oat milk
g5NEKJ,Almond milk
xdNA59,Whole milk
dY2Ooz,NULL
NABaRj,NULL
QABbZl,Soy milk
QABbZl,Oat milk
5dqJoM,Whole milk
rlreXp,NULL
8dpXYA,NULL
KMB9AM,NULL
WApLLL,NULL
AlbEVy,NULL
vNxl7g,Whole milk
GrBZNe,NULL
YZz18v,NULL
AlbkLk,NULL
7d9yy6,Half and half
ylqB1g,Whole milk
PAB7M1,NULL
zKQVxM,NULL
lNlx8p,Oat milk
5dqNjo,NULL
GrBMKZ,Whole milk
GrBMKZ,Skim milk
jB9j11,NULL
5dqJYM,Whole milk
kYR2Dr,NULL
zKQV7a,Flavored coffee creamer
8dp9Nz,Almond milk
vNxlRX,NULL
9dJe7p,NULL
VZ1Kkj,Half and half
WAp48j,NULL
MAdWMA,NULL
xdNGXv,NULL
PABo6b,Whole milk
PABo6b,Oat milk
OAB6OM,NULL
6dQqO5,NULL
kYR2Ld,NULL
0Ej4MZ,NULL
BGbvpQ,NULL
8dp9L5,NULL
8dp9po,NULL
EPbpKr,NULL
MAd0AX,NULL
DVvLzq,NULL
XeBjEd,Whole milk
OABRPK,Coffee creamer
OABRPK,Whole milk
qbEyL9,Half and half
AlbkDW,NULL
bl4axo,Whole milk
DVvLV5,Oat milk
8dp9jk,NULL
24x2LA,NULL
GrBM1j,Whole milk
GrBM1j,Flavored coffee creamer
1r2L1g,Half and half
9dJelG,Flavored coffee creamer
xdNG0E,Whole milk
24x2vA,Whole milk
LdM8M2,Half and half
LdM8M2,Whole milk
MAd0Ml,Whole milk
jB9KW6,Half and half
jB9KW6,Coffee creamer
jB9KW6,Flavored coffee creamer
NABz8N,NULL
bl4aL2,Flavored coffee creamer
bl4aL2,Half and half
J2ky8z,NULL
ZdRxV0,Whole milk
ZdRxV0,Half and half
ZdRxV0,Coffee creamer
PABo0Q,NULL
g5NBYM,Whole milk
0Ej4lB,Whole milk
0Ej4lB,Half and half
QABGxl,NULL
24x2DM,Coffee creamer
24x2DM,Oat milk
24x2DM,Soy milk
MAd0qA,Oat milk
MAd0qA,Whole milk
ZdRxgB,NULL
lNlp2B,Skim milk
42NZeo,NULL
RzBOa9,NULL
GrBMjZ,Whole milk
YZz2Ad,Whole milk
dY274o,Whole milk
dY274o,Oat milk
PABoP1,NULL
GrBMEp,Almond milk
24x2qb,Coffee creamer
NABz2Q,NULL
g5NB6d,NULL
aBrWJv,NULL
42NZA5,NULL
RzBOyJ,NULL
lNlp8B,Oat milk
EPbp2o,Coffee creamer
EPbp2o,Almond milk
VZ1rGy,Skim milk
kYRqad,NULL
0Ej4X0,NULL
eBxbko,NULL
lNlQrN,Half and half
bl4P96,NULL
MAd0WY,NULL
9dJe8G,Flavored coffee creamer
vNxkjX,Whole milk
VZ1rXg,Oat milk
VZ1rXg,Whole milk
VZ1rXg,Half and half
zKQVV8,NULL
QABGgl,Coffee creamer
EPb9ll,NULL
24x26V,NULL
AlbZBe,NULL
ylqLXd,Oat milk
ylqLXd,Whole milk
qbEyyd,NULL
KMBbM8,Whole milk
9dJVXE,Half and half
zKQl7M,Skim milk
pLParP,Half and half
pLParP,Oat milk
pLParP,Flavored coffee creamer
VZ1g0g,NULL
GrBW9e,NULL
aBrWpq,Whole milk
8dpOeO,Coffee creamer
5dqRxZ,Almond milk
5dqRxZ,Whole milk
jB9Ne1,NULL
KMBbo8,Whole milk
DVvQKl,Almond milk
dY2rYo,Oat milk
24x2Jb,NULL
KMBbkK,Oat milk
ylqL9x,Whole milk
BGbNGQ,NULL
g5N2AO,Half and half
g5N2AO,Skim milk
g5N2AO,Oat milk
eBx4zJ,Whole milk
eBx4lx,NULL
VZ1gxN,NULL
EPb9Y2,NULL
XeBX9e,Almond milk
oAVWQN,NULL
6dQoVo,NULL
vNxkK8,NULL
NABzGb,NULL
EPb9El,Whole milk
pLPgv1,Oat milk
24x2lM,Oat milk
24x2lM,Whole milk
OABRKR,Whole milk
24xpWb,NULL
lNlxeW,Whole milk
OAB6ER,NULL
DVvQbX,NULL
jB9jR9,NULL
KMBbAX,NULL
rlr7bo,Oat milk
RzBppJ,NULL
J2k7jK,Whole milk
ZdR0bB,NULL
bl4P1Z,Half and half
bl4Pag,NULL
1r28gg,NULL
BGbNr5,NULL
42NeXb,NULL
GrBWAZ,Flavored coffee creamer
GrBWAZ,Almond milk
xdNKWr,NULL
9dJVkQ,Coffee creamer
9dJVkQ,Almond milk
OABvZY,NULL
42NeJo,NULL
ylqV46,NULL
pLP8oy,NULL
5dqW9v,NULL
NABG0O,NULL
ylqVl8,NULL
0EjNE9,NULL
kYRMEZ,NULL
8dp7Zk,NULL
WApxEL,NULL
EPbyLB,NULL
GrB8Qo,NULL
xdNOZv,NULL
24x02L,Whole milk
24x02L,Skim milk
24x02L,Oat milk
WApxeN,Whole milk
J2k5Vo,Flavored coffee creamer
VZ129g,Oat milk
NABGBl,Oat milk
NABGBl,Almond milk
NABGBl,Soy milk
VZ12oJ,NULL
J2k5Md,NULL
EPbyvX,NULL
VZ12yl,NULL
oAVXgX,NULL
qbE0ek,NULL
g5NKXM,NULL
EPbyOl,NULL
24xQRp,NULL
dY2BOd,Whole milk
PABVoe,NULL
xdNO19,Half and half
xdNO19,Coffee creamer
zKQPLq,Whole milk
vNxoVX,Half and half
24xQGe,Whole milk
eBxkrJ,NULL
rlrzbp,NULL
xdNOWd,Whole milk
qbE09g,NULL
VZ12rM,NULL
pLPlyV,NULL
GrB8jz,Oat milk
pLPlbq,NULL
24xM8L,Whole milk
QABP67,NULL
6dQaoJ,Half and half
6dQaoJ,Flavored coffee creamer
PABVZx,Whole milk
PABVZx,Half and half
RzB7Pp,Whole milk
QAB6Mg,Skim milk
QAB6Mg,Oat milk
OABWXK,Half and half
ylqWYp,Oat milk
VZ1kGv,NULL
bl40qo,NULL
NABelG,NULL
5dqy9M,NULL
kYRVEJ,Whole milk
Alb1GN,Whole milk
rlrxo5,NULL
OABW5A,NULL
zKQPpR,Whole milk
zKQPpR,Oat milk
WApvYR,NULL
xdNOlo,NULL
NABe7W,NULL
aBr8zB,NULL
MAd98k,NULL
xdNel5,NULL
xdNe6r,NULL
42NgdO,NULL
5dqyVo,NULL
QAB6JY,Half and half
DVvl9b,NULL
DVvlbq,NULL
qbE2M2,NULL
5dqyoM,Whole milk
24xMzp,NULL
42NgEk,Whole milk
42NgEk,Skim milk
XeBKAd,NULL
RzB7Qp,Oat milk
GrB2GQ,NULL
MAd9WE,NULL
oAV4YX,NULL
g5NRxN,NULL
42NgM5,NULL
lNlPqW,Almond milk
lNlPqW,Oat milk
aBr8JE,NULL
42Ne8r,Whole milk
42Ne8r,Oat milk
LdMQxO,NULL
XeBK0d,Oat milk
8dp00l,NULL
ZdRpqV,Oat milk
24xM5V,Soy milk
24xM5V,Oat milk
24xM5V,Almond milk
24xqAj,Half and half
OABWqp,NULL
9dJzzE,Half and half
7d9809,Half and half
7d9809,Whole milk
dY258K,Half and half
YZzEjJ,Soy milk
PABMpV,NULL
xdNkX5,Half and half
LdMA7v,NULL
1r2Zb4,NULL
XeBKZP,Half and half
jB9dPx,Skim milk
42NWaY,NULL
KMBq7X,Oat milk
oAVry1,NULL
QABgJk,NULL
DVvl6p,Flavored coffee creamer
8dpveY,NULL
DVvrvp,Half and half
DVvrvp,Coffee creamer
DVvrvp,Flavored coffee creamer
ylqKZX,NULL
EPbjYr,NULL
VZ1RYl,NULL
rlrNpR,NULL
vNx710,NULL
DVvrMl,NULL
bl4B20,Half and half
WApGZk,Whole milk
WApGZk,Flavored coffee creamer
7d9BgZ,NULL
PABaYx,NULL
GrBNyk,Oat milk
GrBNyk,Whole milk
vNx7pD,Oat milk
vNx7pD,Whole milk
24xqzL,NULL
XeBVpd,NULL
J2kayY,NULL
jB9O5J,NULL
aBrbpq,NULL
XeBVZV,Whole milk
rlrx85,Whole milk
rlrx85,Skim milk
rlrx85,Oat milk
eBxdOE,Whole milk
eBxdOE,Half and half
eBxdOE,Flavored coffee creamer
BGbO2e,Whole milk
BGbO2e,Half and half
NABKaW,NULL
g5NyOD,Whole milk
ylqKLW,Whole milk
ylqK54,NULL
ZdR4pA,NULL
jB9dOY,Whole milk
1r2ZLO,NULL
qbYZaO,NULL
AlboEW,Whole milk
BGL4dR,Whole milk
BGL4dR,Half and half
jB0DlJ,Coffee creamer
jB0DlJ,Half and half
jB0DlJ,Whole milk
jB0DlJ,Oat milk
eBNZDx,NULL
J2VKAR,NULL
jB0DQ4,Soy milk
0Ebr79,Half and half
0Ebr79,Whole milk
qbYZR9,NULL
yl0ZDB,NULL
xd0xPo,NULL
XeRlWY,Whole milk
eBNZA0,NULL
6d1J4N,NULL
J2VKgX,NULL
aBjN4X,NULL
VZ9EVv,Whole milk
VZ9EVv,Half and half
yl0Zep,Whole milk
7dJlza,NULL
XeRlQe,Oat milk
WAe90j,Oat milk
dYZqdK,Half and half
dYZqdK,Coffee creamer
Al6PLz,Oat milk
Al6PLz,Flavored coffee creamer
Al6PLz,Whole milk
eBNZzJ,NULL
J2VKGX,NULL
PABaAP,NULL
YZoDgv,NULL
24b8Y9,NULL
ZdG5yV,NULL
RzZK14,NULL
LdE14p,NULL
QAx2qG,NULL
bl2Vy6,NULL
Grovo2,NULL
0Ebry9,NULL
PA2jNB,Whole milk
VZ9Eyj,NULL
lN0DEk,Oat milk
WAe9GJ,NULL
eBNZdq,Soy milk
pL0xab,NULL
BGL4r5,Half and half
KMPQ9A,Oat milk
KMPQ9A,Whole milk
1rbP1M,Flavored coffee creamer
1rbP1M,Half and half
6d18jo,Whole milk
EPBkqq,NULL
MArKXl,NULL
24bEBg,Whole milk
yl0PXW,Skim milk
zK0xYg,NULL
RzZG44,Whole milk
42142r,Oat milk
BGLzXe,NULL
MAreLA,NULL
OAjDGM,NULL
rl0jGl,Whole milk
jB0aW4,NULL
xd0Xy5,Whole milk
dYZWjK,NULL
pLPjdJ,NULL
EPBkPl,Skim milk
EPBkPl,Flavored coffee creamer
EPBkPl,Half and half
EPBkPl,Whole milk
0EbQbN,Oat milk
0EbQbN,Almond milk
yl0PeB,NULL
Grox5j,Whole milk
Grox5j,Oat milk
8dJ1rA,Whole milk
8dJ1rA,Coffee creamer
8dJ1rA,Flavored coffee creamer
4214qo,NULL
aBjQgW,NULL
aBjQyy,Whole milk
aBjQyy,Oat milk
aBjQyy,Soy milk
jB0ap9,NULL
7dJRez,NULL
BGLz71,NULL
NA4p5W,NULL
6d18eo,NULL
lNlQkv,Whole milk
8dJoAY,NULL
6d18yo,NULL
OAjD6g,Whole milk
dYZWer,Whole milk
dYZWer,Half and half
YZo58J,NULL
8dJ175,Half and half
8dJ175,Coffee creamer
8dJ175,Flavored coffee creamer
XeRxKg,Whole milk
XeRxKg,Flavored coffee creamer
oA09eX,NULL
rl0jRp,NULL
MAr1DY,NULL
rl0DO5,NULL
bl2Z70,NULL
QAxoJY,NULL
421a7B,Oat milk
421a7B,Flavored coffee creamer
421a7B,Coffee creamer
vN0XBX,NULL
yl0XYW,Whole milk
yl0XYW,Oat milk
NA4q0p,NULL
7dJXK9,NULL
WAeJek,NULL
Al6rdo,NULL
rl0DvN,NULL
yl0Xdg,Whole milk
KMPpk8,NULL
rl0DJN,Whole milk
6d1DWJ,NULL
zK0EJk,Half and half
8dJNGr,Whole milk
XeR5zg,Oat milk
bl25aZ,Whole milk
VZ9pXE,NULL
DVXqPb,NULL
xd0Vgo,Whole milk
9d6NaY,NULL
g5QbLJ,NULL
OAjQg8,Whole milk
PA2RWQ,Whole milk
PA2RWQ,Oat milk
PA2RLd,Oat milk
qbY58k,NULL
J2V17r,NULL
LdEDeJ,Whole milk
LdEDeJ,Skim milk
g5QbEJ,Whole milk
xd0VLG,NULL
RzZWAQ,NULL
kY0bMr,NULL
YZojoW,NULL
6d1L8J,Whole milk
6d1L8J,Skim milk
0EbV9P,NULL
oA09Xb,NULL
MArXNp,NULL
bl2ZB1,Half and half
bl2ZB1,Whole milk
jB0ZZa,NULL
dYZENo,Flavored coffee creamer
7dJqKP,Whole milk
7dJqKP,Skim milk
aBj94v,NULL
pL0ryq,NULL
qbYLA2,NULL
24bX4p,Soy milk
oA0E9P,Flavored coffee creamer
PA2pOb,Almond milk
PA2pOb,Oat milk
eBNMEE,Whole milk
XeRLLg,NULL
yl0Mjd,NULL
NA4rNQ,Half and half
1rbXOl,NULL
Al6zN0,NULL
24bXgj,NULL
EPBK7o,NULL
YZoPDW,Half and half
lN0BYo,NULL
yl0Mgx,NULL
dYZEVo,Whole milk
EPBKpL,NULL
jB0Z4E,Whole milk
Al6zgW,NULL
9d6BKG,Coffee creamer
vN0rj4,Half and half
LdEZRv,NULL
RzZxOP,Coffee creamer
dYZELD,Whole milk
oA0D9b,NULL
DVXKql,Half and half
MArXjX,Oat milk
7dJbL0,Whole milk
OAjlzR,NULL
0Eb7MN,NULL
qbYaBY,NULL
aBjeBv,NULL
RzZd4d,Half and half
RzZd4d,Whole milk
yl0Nx4,Soy milk
VZ9j8J,Whole milk
XeRrBO,Flavored coffee creamer
ZdG8b0,Oat milk
XeRrOd,NULL
6d1eA5,Flavored coffee creamer
6d1eA5,Almond milk
6d1eA5,Oat milk
24bBlb,Half and half
kY09zd,NULL
9d6XPV,NULL
6d1epo,Whole milk
zK0NRM,NULL
bl29y1,Half and half
bl29y1,Whole milk
lN0qY6,Oat milk
RzZd2Q,NULL
eBND8k,NULL
lN0BDN,NULL
24bXyj,NULL
RzZdlK,NULL
YZoR15,NULL
g5QeBd,NULL
kY09M6,NULL
XeRJxV,NULL
EPBddA,Oat milk
kY0eNZ,NULL
VZ9QGl,Whole milk
VZ9QGl,Half and half
VZ9QGl,Flavored coffee creamer
VZ9QGl,Almond milk
vN0eAl,NULL
EPBdQl,Almond milk
1rbd4b,Whole milk
1rbd4b,Coffee creamer
DVXkeZ,NULL
RzZM8d,NULL
QAxe0G,NULL
RzZMvJ,Half and half
8dJapO,NULL
dYZaZq,Half and half
dYZaZq,Soy milk
pL0y5E,NULL
8dJa6x,Skim milk
8dJa6x,Oat milk
7dJLP9,NULL
DVXkPX,Oat milk
DVXkPX,Skim milk
ZdGEWv,Oat milk
6d1jYN,Coffee creamer
EPBde2,NULL
WAeEMN,Whole milk
PA21Nx,Whole milk
jB06VJ,Half and half
OAj46g,NULL
VZ9Qvv,NULL
KMP57A,Whole milk
oA0RGM,NULL
42178d,NULL
bl2j0g,NULL
PA29Rb,Whole milk
KMPxY7,NULL
9d6ZDK,NULL
aBj4EZ,NULL
zK0M20,Half and half
MAra58,Half and half
MAra58,Whole milk
MAra58,Coffee creamer
MAra58,Flavored coffee creamer
MAra58,Oat milk
MAra58,Almond milk
MAra58,Soy milk
jB0ovx,Whole milk
dYZ08o,Whole milk
PA29Pb,NULL
xd0Dlr,NULL
J2VlWo,Half and half
dYZ0pA,Oat milk
aBj40Z,Half and half
7dJKYz,NULL
MAraqY,NULL
WAeRaL,Whole milk
XeRoaz,Whole milk
VZ9Pya,Whole milk
24bAoL,Whole milk
6d1KqA,NULL
EPBlyl,NULL
WAeRxk,NULL
5dl90b,Whole milk
5dl90b,Half and half
5dl90b,Coffee creamer
5dl90b,Flavored coffee creamer
OAjXOY,NULL
RzZojd,NULL
24bA0e,NULL
421KXY,NULL
EPBxlN,NULL
oA026x,NULL
8dJZzO,NULL
OAj7zK,Flavored coffee creamer
OAj7zK,Oat milk
8dJZN5,Whole milk
YZo4r0,Whole milk
EPBxxN,NULL
6d1Zx5,Whole milk
lN060X,Half and half
421K15,NULL
WAeRVL,NULL
zK07oa,NULL
vN0Pp0,Oat milk
oA02LX,NULL
7dJN5Z,Coffee creamer
VZ9z7v,NULL
J2VOgo,Whole milk
eBNRqx,Half and half
9d67bK,Half and half
421r7Y,Whole milk
421r7Y,Skim milk
WAezOe,NULL
YZoajN,Whole milk
EPBWPX,Whole milk
24bX0b,NULL
LdEPgv,Whole milk
LdEPgv,Oat milk
BGL7D7,Oat milk
QAxRll,NULL
LdEpLj,NULL
eBNRJO,NULL
rl0Pev,NULL
eBNRVO,NULL
6d1NEP,NULL
pL0OXB,Whole milk
VZ95pl,Coffee creamer
VZ95pl,Flavored coffee creamer
VZ95pl,Half and half
rl0ABp,Whole milk
oA0MD5,NULL
421x2Y,NULL
PA25pP,Whole milk
PA25pP,Half and half
PA25pP,Oat milk
PA25pP,Almond milk
bl2xOZ,NULL
VZ9Jzy,NULL
Al6Lvy,Half and half
Al6Lvy,Coffee creamer
aBjYvE,NULL
VZ95xl,NULL
GrodaO,NULL
EPBQjN,Whole milk
EPBQjN,Half and half
7dJ26P,NULL
PA26z0,NULL
PA2690,NULL
OAj56R,Whole milk
jB0yy1,Whole milk
jB0yy1,Half and half
jB0yy1,Skim milk
jB0yy1,Coffee creamer
LdEbJl,NULL
7dJW4R,Oat milk
OAjzjg,NULL
dYZ62d,NULL
KMP6W8,NULL
GrozzO,Whole milk
RzZ0Y4,Whole milk
8dJQar,Whole milk
KMPl5D,Half and half
KMPl5D,Coffee creamer
KMPl5D,Skim milk
qbYDVO,NULL
PA2D2d,NULL
DVXNMq,Coffee creamer
DVXNMq,Oat milk
DVXNMq,Almond milk
WAeN6Q,NULL
8dJKgY,NULL
DVXNop,Whole milk
YZoQK6,Whole milk
ZdGNey,Whole milk
zK0qVk,Half and half
Al6dOW,Whole milk
RzZ01P,NULL
VZ90e6,Flavored coffee creamer
zK0qR8,Flavored coffee creamer
J2V26Y,NULL
RzZzMJ,Whole milk
RzZzMJ,Oat milk
XeReMe,NULL
bl2lkE,Half and half
bl2lkE,Coffee creamer
bl2lkE,Flavored coffee creamer
bl2lkE,Oat milk
bl2lkE,Almond milk
Gror7k,Whole milk
Gror7k,Coffee creamer
oA0AgP,Oat milk
RzZzg9,NULL
QAxAqg,Whole milk
Al6lgN,NULL
RzZ4x4,Whole milk
bl2klo,NULL
KMPMg8,Whole milk
PA2Eq5,NULL
24brbV,NULL
vN020Q,Half and half
yl0D7W,Whole milk
yl0D7W,Oat milk
yl0D7W,Almond milk
yl0D7W,Soy milk
xd0Z4G,NULL
pL0VEB,Whole milk
PA2E9V,Half and half
lN0LKk,NULL
bl2LeE,Skim milk
bl2LeE,Whole milk
rl0L9M,Skim milk
zK0rDa,Whole milk
zK0rDa,Oat milk
zK0rDa,Half and half
RzZYXK,Whole milk
oA0dW5,NULL
OAjJ0K,NULL
yl0EqW,NULL
dYZDzr,Soy milk
rl0dJp,Oat milk
zK0rl8,Whole milk
zK0rl8,Oat milk
24bxPD,NULL
QAxB11,NULL
7dJ9VA,NULL
kY005o,Whole milk
8dJJGz,NULL
zK00O8,NULL
6d1rZe,NULL
1rbD1L,NULL
RzZv5d,Skim milk
rl0J0M,NULL
RzZVaP,NULL
NA4d6b,NULL
1rb6OQ,NULL
PA2krV,NULL
BGL0v1,NULL
RzZjd9,NULL
PA2rZb,NULL
0EbG0A,NULL
0EblMP,NULL
QAxXXp,NULL
VZ9yLy,NULL
dYZVYz,Oat milk
421dxO,NULL
g5QpyD,NULL
ZdGyJa,NULL
6d159J,NULL
9d6yGX,NULL
EPBEDN,NULL
OAj9JK,NULL
VZ9APy,NULL
zK02pE,NULL
pL09rJ,Flavored coffee creamer
vN01zX,NULL
dYZ1Ly,NULL
yl0p26,Whole milk
xd0LMk,Whole milk
0EbyNZ,NULL
EPBrrA,NULL
KMPNqA,NULL
dYZ4Lq,Whole milk
aBjPVB,NULL
PA2LNd,NULL
WAeXWR,Almond milk
WAeXWR,Oat milk
Al6NMo,NULL
RzZQG9,NULL
pL0X88,Whole milk
YZoXgd,NULL
Al6Ypk,Whole milk
Al6Ypk,Oat milk
xd07Jo,NULL
bl2XQ0,NULL
XeRdOY,NULL
421Y15,NULL
yl0pvg,NULL
kY04pR,NULL
WAe6Bj,Whole milk
WAe6Bj,Oat milk
WAe6Bj,Skim milk
EPBGrX,Whole milk
GroVAj,NULL
RzZQyl,NULL
YZob20,NULL
VZ9aKE,NULL
4210X5,Half and half
4210X5,Coffee creamer
BGLoze,NULL
kY04Md,NULL
yl0bW6,NULL
bl2RdL,Whole milk
bl2RdL,Skim milk
bl2RdL,Half and half
bl2RdL,Coffee creamer
bl2RdL,Flavored coffee creamer
bl2RdL,Oat milk
bl2RdL,Almond milk
bl2RdL,Soy milk
jB0r8R,NULL
EPBVKl,Oat milk
EPBVKl,Flavored coffee creamer
aBjJeX,Coffee creamer
aBjJeX,Oat milk
MArZAp,NULL
NA4vpQ,NULL
Al6YG0,Half and half
xd0byG,NULL
ZdGkZA,NULL
xd0bvk,NULL
421Yyk,NULL
vN069v,NULL
QAx9Ol,Oat milk
QAx9Ol,Flavored coffee creamer
zK0B5a,Half and half
7dJ0a6,NULL
bl2RPe,Half and half
bl2RPe,Whole milk
LdExxv,NULL
xd0bKG,NULL
ZdGb5v,NULL
aBjpNy,NULL
7dJ7L2,NULL
ZdGb8A,NULL
WAeaYN,NULL
421lqd,NULL
KMPrWM,NULL
NA42jj,NULL
5dlaPZ,Whole milk
1rbQLl,NULL
VZ9WWj,Half and half
J2VE7o,NULL
pL0prV,Whole milk
pL0prV,Oat milk
8dJ4kr,NULL
8dJbO5,Half and half
BGLWAQ,Whole milk
BGLWAQ,Half and half
MArpbE,Almond milk
EPB7JB,NULL
bl2QVo,NULL
1rbogO,NULL
ZdGrXv,NULL
5dlP0b,NULL
yl0574,Whole milk
7dJYrL,NULL
pL0p0B,NULL
NA41kO,NULL
RzZ9Md,NULL
EPBVEB,NULL
LdE2P1,NULL
1rbav4,NULL
YZoAkW,NULL
zK06rZ,NULL
qbYlJg,Flavored coffee creamer
24b6lD,Flavored coffee creamer
24b6lD,Coffee creamer
YZolB0,NULL
WAe71v,NULL
5dlAod,NULL
J2V4BR,NULL
6d1Bx5,Whole milk
aBjMgv,Whole milk
LdE2B1,Oat milk
GroPMQ,NULL
8dJlOk,NULL
421be5,Coffee creamer
421be5,Oat milk
421be5,Flavored coffee creamer
yl0aKd,Oat milk
NA4Zep,NULL
LdE2AJ,NULL
ZdG7oB,NULL
OAj2QY,Oat milk
OAj2QY,Half and half
QAxZKY,Skim milk
VZ9eEj,NULL
QAxZoX,Whole milk
QAxZoX,Flavored coffee creamer
QAxZoX,Soy milk
24bWa9,NULL
RzZNGK,NULL
kY0o0j,NULL
EPBO42,Half and half
EPBO42,Whole milk
EPBO42,Skim milk
EPBO42,Oat milk
LdErgl,NULL
NA4j2B,NULL
dYZM4K,NULL
4216Gr,Whole milk
OAj2P8,Oat milk
g5Ql6l,Oat milk
1rbQAL,NULL
PA2xLe,NULL
zK09P8,NULL
MArW1E,Half and half
J2VQK7,NULL
KMPEj7,Whole milk
421MJ5,NULL
zK09M0,NULL
kY0oQe,Skim milk
kY0oQe,Whole milk
J2VQqz,NULL
OAj6lM,NULL
YZo1QW,NULL
MArWYp,NULL
ZdGM2V,Whole milk
pL0QyP,NULL
ZdGMlo,Flavored coffee creamer
g5QEA4,NULL
kY02eZ,NULL
bl2oOL,Whole milk
xd0APy,Oat milk
EPB28o,NULL
24bpOV,NULL
EPB2bN,Oat milk
LdEeGp,NULL
MArWLM,Oat milk
MArWLM,Whole milk
yl0QNX,NULL
GroOb2,NULL
rl0ek5,NULL
bl2oKe,NULL
NA4a8G,Flavored coffee creamer
7dJy1L,NULL
oA0qlV,NULL
xd05Ad,NULL
pL0EGV,NULL
PA27Bb,Whole milk
RzZNVQ,NULL
9d6k64,NULL
QAxbe1,NULL
xd0qov,Oat milk
24bDag,NULL
aBjRaE,NULL
rl0eqL,NULL
PA27P0,Skim milk
PA27P0,Whole milk
PA27P0,Oat milk
xd0ABE,NULL
8dJXEo,NULL
ZdGML5,NULL
5dlJgQ,NULL
LdEejy,NULL
EPB2YA,NULL
6d1gzN,NULL
KMP9bA,NULL
J2VQ54,NULL
lN0x46,Whole milk
5dlJ7E,NULL
BGLrPN,NULL
8dJ9NA,NULL
8dJ9Kr,Oat milk
vN0Re8,NULL
421ZLr,NULL
YZo1L5,NULL
LdE80y,NULL
qbYyOg,NULL
zK0VKg,NULL
