submission_id,why_drink,why_drink_other
9dJK8Q,I need the caffeine,NULL
rlrZZR,It tastes good,NULL
pLP2pB,I need the caffeine,NULL
pLP2pB,It tastes good,NULL
24x6qV,It tastes good,NULL
EPbRKq,It tastes good,NULL
EPbRKq,I need the caffeine,NULL
EPbRKq,I need the ritual,NULL
KMBEYM,It tastes good,NULL
KMBEYM,I need the caffeine,NULL
qbElrG,It tastes good,NULL
qbElrG,I need the caffeine,NULL
1r2aol,I need the ritual,NULL
RzB9XJ,It tastes good,NULL
RzB9XJ,I need the caffeine,NULL
RzB9XJ,I need the ritual,NULL
rlrZ8R,It tastes good,NULL
rlrZ8R,I need the ritual,NULL
rlrZ8R,It makes me go to the bathroom,NULL
5dq7BM,It tastes good,NULL
5dq7BM,I need the caffeine,NULL
5dq7BM,I need the ritual,NULL
5dq7KM,I need the ritual,NULL
5dq7KM,I need the caffeine,NULL
5dq7KM,It tastes good,NULL
oAVP61,It tastes good,NULL
oAVP61,I need the caffeine,NULL
1r2ajQ,It tastes good,NULL
1r2ajQ,I need the caffeine,NULL
5dq7bP,I need the ritual,NULL
DVv8kp,NULL,NULL
BGbRPN,It makes me go to the bathroom,NULL
BGbRPN,I need the caffeine,NULL
BGbRPN,It tastes good,NULL
BGbRPN,I need the ritual,NULL
YZzABW,I need the ritual,NULL
YZzABW,I need the caffeine,NULL
YZzABW,It tastes good,NULL
zKQ6pq,I need the ritual,NULL
zKQ6pq,It tastes good,NULL
zKQ9E8,It tastes good,NULL
zKQ9E8,I need the ritual,NULL
vNxZPX,I need the caffeine,NULL
vNxZPX,It tastes good,NULL
vNxZPX,It makes me go to the bathroom,NULL
vNxZPX,I need the ritual,NULL
EPbRzo,It tastes good,NULL
EPbRzo,I need the caffeine,NULL
EPbRzo,I need the ritual,NULL
9dJkGG,It tastes good,NULL
9dJkGG,I need the caffeine,NULL
9dJkGG,I need the ritual,NULL
dY2yyK,It tastes good,NULL
dY2yyK,I need the caffeine,NULL
dY2yyK,I need the ritual,NULL
42N6r5,It tastes good,NULL
eBxXOl,It tastes good,Complete Breakfast
eBxXOl,I need the caffeine,Complete Breakfast
eBxXOl,It makes me go to the bathroom,Complete Breakfast
eBxXOl,I need the ritual,Complete Breakfast
eBxXOl,Other,Complete Breakfast
7d9krR,It tastes good,NULL
7d9krR,I need the caffeine,NULL
PABxD0,It tastes good,NULL
24x6qp,It tastes good,NULL
24x6qp,I need the caffeine,NULL
ZdR7OA,It tastes good,NULL
ZdR7OA,I need the caffeine,NULL
ZdR7OA,I need the ritual,NULL
pLPEBP,It tastes good,NULL
pLPEBP,I need the ritual,NULL
YZzA85,It tastes good,NULL
YZzA85,I need the caffeine,NULL
YZzA85,I need the ritual,NULL
AlbgPB,It makes me go to the bathroom,NULL
AlbgPB,It tastes good,NULL
GrBPEL,It tastes good,NULL
GrBPEL,I need the caffeine,NULL
GrBPEL,I need the ritual,NULL
OABNO7,I need the caffeine,NULL
OABNO7,It tastes good,NULL
OABNO7,It makes me go to the bathroom,NULL
OABNO7,I need the ritual,NULL
dY2M0N,It tastes good,NULL
dY2M0N,It makes me go to the bathroom,NULL
dY2M0N,I need the caffeine,NULL
oAVP25,It tastes good,NULL
oAVP25,I need the caffeine,NULL
oAVP25,I need the ritual,NULL
VZ1eGE,NULL,NULL
jB9RlY,I need the caffeine,NULL
jB9RlY,It tastes good,NULL
6dQBXB,It tastes good,NULL
6dQBXB,I need the ritual,NULL
rlrZzv,NULL,NULL
J2kPqY,It tastes good,NULL
EPbOGB,It tastes good,NULL
eBxJ5E,NULL,NULL
ylqQJ6,It tastes good,NULL
ylqQJ6,I need the ritual,NULL
QABZ2g,It tastes good,NULL
QABZ2g,I need the caffeine,NULL
QABZ2g,I need the ritual,NULL
EPbRPl,NULL,NULL
bl4JPg,I need the ritual,NULL
bl4JPg,It tastes good,NULL
vNxZGA,It tastes good,NULL
vNxZGA,I need the caffeine,NULL
vNxZGA,I need the ritual,NULL
YZz6ZN,It tastes good,NULL
YZz6ZN,I need the caffeine,NULL
YZz6ZN,I need the ritual,NULL
YZz6ZN,It makes me go to the bathroom,NULL
0Ej9d0,It tastes good,NULL
0Ej9d0,I need the caffeine,NULL
0Ej9d0,I need the ritual,NULL
0Ej9d0,It makes me go to the bathroom,NULL
AlbgBo,I need the caffeine,NULL
0Ej9BQ,It tastes good,NULL
1r2eXO,It tastes good,NULL
1r2eXO,I need the caffeine,NULL
VZ16WM,It tastes good,NULL
vNx9oQ,It tastes good,NULL
vNx9oQ,I need the caffeine,NULL
vNx9oQ,I need the ritual,NULL
GrBGvj,It tastes good,NULL
g5Nl9M,It tastes good,NULL
g5Nl9M,I need the caffeine,NULL
qbEl89,I need the caffeine,NULL
qbEl89,It tastes good,NULL
9dJkdE,I need the caffeine,NULL
VZ162v,I need the ritual,NULL
VZ162v,I need the caffeine,NULL
VZ162v,It tastes good,NULL
bl4pVe,It tastes good,NULL
bl4pVe,I need the ritual,NULL
bl4pVe,It makes me go to the bathroom,NULL
lNlG7v,I need the caffeine,NULL
lNlG7v,I need the ritual,NULL
lNlG7v,It makes me go to the bathroom,NULL
aBrM8q,It tastes good,NULL
aBrM8q,I need the caffeine,NULL
aBrM8q,I need the ritual,NULL
RzBNoP,It tastes good,NULL
EPbRQ2,It tastes good,NULL
EPbRQ2,I need the ritual,NULL
ZdR7dV,It tastes good,NULL
ZdR7dV,I need the ritual,NULL
ZdR7dV,It makes me go to the bathroom,NULL
ZdR7dV,I need the caffeine,NULL
8dpBdl,NULL,NULL
xdNqrJ,It tastes good,NULL
xdNqrJ,I need the caffeine,NULL
GrBGlQ,It tastes good,NULL
GrBGlQ,I need the caffeine,NULL
GrBGlQ,I need the ritual,NULL
GrBGlQ,It makes me go to the bathroom,NULL
ZdRB40,It tastes good,NULL
7d9AW2,It tastes good,NULL
7d9AW2,I need the caffeine,NULL
PABqMQ,It tastes good,NULL
PABqMQ,I need the caffeine,NULL
PABqMQ,I need the ritual,NULL
jB9RGa,NULL,NULL
0Ej9V0,It tastes good,NULL
g5Nl5P,It tastes good,NULL
g5Nl5P,I need the ritual,NULL
Albgdl,I need the caffeine,NULL
Albgdl,It tastes good,NULL
Albgdl,I need the ritual,NULL
42N6Ak,NULL,NULL
zKQ9ME,It tastes good,NULL
DVv85N,It tastes good,NULL
DVv85N,I need the caffeine,NULL
VZ1e8M,It tastes good,NULL
VZ1e8M,I need the caffeine,NULL
aBrLEb,I need the ritual,NULL
aBrLEb,It tastes good,NULL
24x6Wj,It tastes good,NULL
pLPEL1,It tastes good,NULL
pLPEL1,I need the caffeine,NULL
qbErYG,I need the caffeine,NULL
qbErYG,It tastes good,NULL
qbErYG,It makes me go to the bathroom,NULL
6dQlWP,It tastes good,NULL
6dQlWP,I need the caffeine,NULL
OAB2Aa,It tastes good,NULL
OAB2Aa,I need the caffeine,NULL
OAB2b7,It tastes good,NULL
vNxZMd,It tastes good,NULL
vNxZMd,I need the ritual,NULL
eBxXVe,It tastes good,NULL
eBxXVe,I need the ritual,NULL
eBxXVe,I need the caffeine,NULL
DVvG6Z,I need the caffeine,To share the experience with my partner
DVvG6Z,Other,To share the experience with my partner
DVvG6Z,I need the caffeine,who loves coffee
DVvG6Z,Other,who loves coffee
QABQqX,It tastes good,NULL
ZdR7Dy,NULL,NULL
GrBGXp,It tastes good,NULL
rlr4PX,It tastes good,NULL
rlr4PX,I need the caffeine,NULL
rlr4PX,I need the ritual,NULL
LdMr0l,It tastes good,NULL
LdMr0l,I need the caffeine,NULL
LdMr0l,I need the ritual,NULL
LdMr0l,It makes me go to the bathroom,NULL
eBxJ00,It tastes good,NULL
eBxJ00,I need the caffeine,NULL
eBxJ00,I need the ritual,NULL
eBxJ00,It makes me go to the bathroom,NULL
zKQ90R,I need the ritual,All of the above and it’s a cue for me to be productive
zKQ90R,It tastes good,All of the above and it’s a cue for me to be productive
zKQ90R,I need the caffeine,All of the above and it’s a cue for me to be productive
zKQ90R,It makes me go to the bathroom,All of the above and it’s a cue for me to be productive
zKQ90R,Other,All of the above and it’s a cue for me to be productive
J2kPVo,It tastes good,NULL
J2kPVo,I need the caffeine,NULL
42N6jr,I need the caffeine,NULL
42N6jr,It tastes good,NULL
qbErd5,It tastes good,NULL
qbErd5,I need the caffeine,NULL
qbErd5,I need the ritual,NULL
8dpBAO,It tastes good,NULL
8dpBAO,I need the ritual,NULL
DVv81l,It tastes good,NULL
PABxBV,It tastes good,NULL
PABxBV,I need the caffeine,NULL
PABxBV,I need the ritual,NULL
5dq7jb,It tastes good,NULL
1r2ePM,It tastes good,NULL
1r2e7b,It tastes good,NULL
1r2e7b,I need the caffeine,NULL
ZdR71z,It tastes good,NULL
ZdR71z,I need the caffeine,NULL
ZdR71z,I need the ritual,NULL
LdMrWJ,It tastes good,NULL
LdMrWJ,I need the ritual,NULL
6dQlOJ,It tastes good,NULL
KMBEyk,It tastes good,NULL
KMBEyk,I need the caffeine,NULL
bl4pNL,I need the caffeine,NULL
bl4pNL,It tastes good,NULL
bl4pNL,I need the ritual,NULL
xdNq0r,NULL,NULL
eBxJYO,NULL,NULL
VZ162J,I need the ritual,NULL
VZ162J,It tastes good,NULL
rlr4p5,It tastes good,NULL
rlr4p5,I need the caffeine,NULL
rlr4p5,I need the ritual,NULL
6dQl1k,It tastes good,NULL
6dQl1k,I need the ritual,NULL
aBrLk9,NULL,NULL
jB9R0a,It tastes good,NULL
5dq786,It tastes good,NULL
5dq786,I need the ritual,NULL
5dq786,I need the caffeine,NULL
zKQ92a,NULL,NULL
42N6zO,It tastes good,NULL
1r2erg,It tastes good,Relaxation and calming after meals
1r2erg,Other,Relaxation and calming after meals
1r2erg,I need the caffeine,Relaxation and calming after meals
LdMrq2,It tastes good,NULL
MAd4VX,It tastes good,NULL
42N69k,It tastes good,NULL
PABxYe,It tastes good,It's a flavor hobby that isn't too expensive like fine dining and has no alcohol like wine and whiskey
PABxYe,I need the caffeine,It's a flavor hobby that isn't too expensive like fine dining and has no alcohol like wine and whiskey
PABxYe,I need the ritual,It's a flavor hobby that isn't too expensive like fine dining and has no alcohol like wine and whiskey
PABxYe,Other,It's a flavor hobby that isn't too expensive like fine dining and has no alcohol like wine and whiskey
GrBGy2,It tastes good,NULL
GrBGy2,I need the caffeine,NULL
GrBGy2,I need the ritual,NULL
EPbRb4,It tastes good,NULL
EPbRb4,I need the caffeine,NULL
ZdR7ya,It tastes good,NULL
bl4Jbo,It tastes good,NULL
bl4Jbo,I need the ritual,NULL
lNlG96,I need the ritual,NULL
lNlG96,It tastes good,NULL
lNlG96,It makes me go to the bathroom,NULL
ZdR7ga,I need the ritual,NULL
ZdR7ga,I need the caffeine,NULL
ZdR7ga,It tastes good,NULL
xdNWOy,It tastes good,NULL
xdNWOy,I need the caffeine,NULL
xdNWOy,I need the ritual,NULL
42N6Ro,It tastes good,NULL
42N6Ro,I need the caffeine,NULL
42N6Ro,I need the ritual,NULL
zKQ9BZ,It tastes good,NULL
zKQ9BZ,I need the ritual,NULL
5dq7GE,It tastes good,NULL
5dq7GE,I need the caffeine,NULL
5dq7GE,I need the ritual,NULL
g5NlDN,It tastes good,Clears my throat
g5NlDN,Other,Clears my throat
42N6Do,It tastes good,NULL
42N6Do,I need the ritual,NULL
42N6Do,It makes me go to the bathroom,NULL
WApWXL,It tastes good,NULL
WApWXL,I need the caffeine,NULL
WApWXL,I need the ritual,NULL
AlbgaB,It tastes good,NULL
AlbgaB,I need the ritual,NULL
xdNqlo,It tastes good,Coffee for me is something so many people around the world partake in. I feel like part of that community when I make coffee for myself and others.
xdNqlo,I need the ritual,Coffee for me is something so many people around the world partake in. I feel like part of that community when I make coffee for myself and others.
xdNqlo,Other,Coffee for me is something so many people around the world partake in. I feel like part of that community when I make coffee for myself and others.
KMBE2z,It tastes good,NULL
KMBE2z,I need the caffeine,NULL
5dq7xv,It tastes good,I like the ritual; something to look forward to
5dq7xv,Other,I like the ritual; something to look forward to
QABZZY,It tastes good,NULL
QABZZY,I need the caffeine,NULL
QABZZY,I need the ritual,NULL
QABZZY,It makes me go to the bathroom,NULL
MAdx0p,It tastes good,NULL
MAdx0p,I need the caffeine,NULL
WApWgP,It tastes good,NULL
WApWgP,I need the ritual,NULL
WApWgP,I need the caffeine,NULL
eBxJ8J,It tastes good,NULL
eBxJ8J,I need the caffeine,NULL
eBxJ8J,I need the ritual,NULL
42N6Ob,It tastes good,NULL
42N6Ob,I need the ritual,NULL
42N6Ob,I need the caffeine,NULL
WApWkQ,It tastes good,NULL
WApWkQ,I need the caffeine,NULL
WApWkQ,I need the ritual,NULL
KMBEEg,It tastes good,NULL
6dQldA,It tastes good,NULL
rlr40N,It tastes good,NULL
rlr40N,I need the ritual,NULL
rlr40N,I need the caffeine,NULL
rlr40N,It makes me go to the bathroom,NULL
DVv8QN,NULL,NULL
WApW6L,It tastes good,NULL
WApW6L,I need the caffeine,NULL
WApW6L,I need the ritual,NULL
WApW6L,It makes me go to the bathroom,NULL
g5NlBD,It tastes good,NULL
QABZOp,It tastes good,NULL
QABZOp,I need the caffeine,NULL
KMBEgk,It tastes good,NULL
KMBEgk,I need the ritual,NULL
VZ1eAl,I need the ritual,Another beverage option/variety
VZ1eAl,Other,Another beverage option/variety
YZz62W,It tastes good,NULL
YZz62W,I need the caffeine,NULL
YZz62W,I need the ritual,NULL
YZz62W,It makes me go to the bathroom,NULL
OAB2Yg,It makes me go to the bathroom,NULL
OAB2Yg,I need the ritual,NULL
OAB2Yg,I need the caffeine,NULL
8dpBBl,It tastes good,NULL
8dpBBl,I need the caffeine,NULL
8dpBBl,I need the ritual,NULL
VZ1e6j,It tastes good,NULL
WApWWe,It tastes good,NULL
WApWWe,I need the caffeine,NULL
WApWWe,I need the ritual,NULL
rlr4e2,Other,"""health benefits"""
6dQlqY,I need the caffeine,NULL
6dQlqY,I need the ritual,NULL
6dQlqY,It tastes good,NULL
8dpB2A,It tastes good,NULL
8dpB2A,I need the caffeine,NULL
8dpB2A,I need the ritual,NULL
NABj2p,It tastes good,It's more enjoyable than water without the need for sugar and added flavoring.
NABj2p,I need the ritual,It's more enjoyable than water without the need for sugar and added flavoring.
NABj2p,Other,It's more enjoyable than water without the need for sugar and added flavoring.
oAVPaM,It tastes good,NULL
oAVPaM,I need the ritual,NULL
oAVPaM,I need the caffeine,NULL
DVv89p,It tastes good,NULL
DVv89p,I need the caffeine,NULL
DVv89p,I need the ritual,NULL
jB9RLJ,I need the caffeine,NULL
jB9RLJ,It tastes good,NULL
jB9RLJ,I need the ritual,NULL
jB9RLJ,It makes me go to the bathroom,NULL
rlrZXl,It tastes good,NULL
rlrZXl,I need the caffeine,NULL
XeBbpg,It tastes good,NULL
XeBbpg,I need the caffeine,NULL
XeBbpg,I need the ritual,NULL
XeBbpg,It makes me go to the bathroom,NULL
ZdR7e0,It tastes good,NULL
ZdR7e0,I need the ritual,NULL
WApWQJ,It tastes good,NULL
WApWQJ,I need the caffeine,NULL
XeBaWz,It tastes good,NULL
XeBaWz,I need the caffeine,NULL
XeBaWz,I need the ritual,NULL
xdNqzG,I need the caffeine,NULL
xdNqzG,It tastes good,NULL
xdNqzG,I need the ritual,NULL
WApWxv,I need the caffeine,NULL
WApWxv,I need the ritual,NULL
WApWxv,It makes me go to the bathroom,NULL
WApWxv,It tastes good,NULL
AlbgoD,It tastes good,NULL
AlbgoD,I need the ritual,NULL
dY2MBK,It tastes good,NULL
dY2MBK,I need the caffeine,NULL
aBrROv,NULL,NULL
jB9jDa,I need the ritual,NULL
jB9jDa,It tastes good,NULL
jB9jDa,I need the caffeine,NULL
jB9RO4,It tastes good,NULL
jB9RO4,I need the ritual,NULL
EPbRj4,It makes me go to the bathroom,NULL
8dpX1O,It tastes good,NULL
8dpX1O,I need the caffeine,NULL
8dpX1O,I need the ritual,NULL
OAB6l8,It tastes good,NULL
OAB6l8,I need the caffeine,NULL
OAB6l8,It makes me go to the bathroom,NULL
J2kPNR,It tastes good,NULL
J2kPNR,I need the caffeine,NULL
J2kPNR,I need the ritual,NULL
ylqBN4,I need the ritual,NULL
ylqBN4,It tastes good,NULL
ylqBN4,It makes me go to the bathroom,NULL
LdMrQp,It tastes good,NULL
LdMrQp,I need the ritual,NULL
42N6WX,It tastes good,I'm addicted
42N6WX,Other,I'm addicted
RzBAWd,It tastes good,NULL
RzBAWd,I need the caffeine,NULL
RzBAWd,I need the ritual,NULL
oAVq21,It tastes good,NULL
oAVq21,I need the ritual,NULL
BGbyPK,I need the caffeine,NULL
BGbyPK,It tastes good,NULL
OAB648,It tastes good,NULL
OAB648,I need the ritual,NULL
OAB648,I need the caffeine,NULL
KMB9Q8,It tastes good,Fun
KMB9Q8,I need the caffeine,Fun
KMB9Q8,Other,Fun
rlr4zR,It tastes good,NULL
5dq7WE,It tastes good,NULL
5dq7WE,I need the ritual,NULL
eBxV50,It tastes good,NULL
vNxlyd,It tastes good,NULL
vNxlyd,I need the ritual,NULL
LdMePG,It tastes good,NULL
LdMePG,I need the caffeine,NULL
LdMePG,I need the ritual,NULL
LdMePG,It makes me go to the bathroom,NULL
EPbRyr,It tastes good,NULL
EPbRyr,I need the caffeine,NULL
vNxZ70,It tastes good,NULL
vNxZ70,I need the caffeine,NULL
vNxZ70,I need the ritual,NULL
9dJ8D1,It tastes good,NULL
9dJ8D1,I need the ritual,NULL
9dJ8D1,I need the caffeine,NULL
WApLzP,It tastes good,NULL
WApLzP,I need the caffeine,NULL
WApLzP,I need the ritual,NULL
WApLzP,It makes me go to the bathroom,NULL
NABaJp,NULL,NULL
9dJ8Np,It tastes good,NULL
AlbEzk,I need the ritual,NULL
AlbEzk,It tastes good,NULL
AlbEzk,I need the caffeine,NULL
MAdWKM,It tastes good,It’s a way for my partner who loves coffee and I to bond and see out new experiences
MAdWKM,I need the caffeine,It’s a way for my partner who loves coffee and I to bond and see out new experiences
MAdWKM,I need the ritual,It’s a way for my partner who loves coffee and I to bond and see out new experiences
MAdWKM,Other,It’s a way for my partner who loves coffee and I to bond and see out new experiences
EPb2PL,It tastes good,NULL
EPb2PL,I need the caffeine,NULL
EPb2PL,I need the ritual,NULL
xdNAp9,I need the ritual,NULL
xdNAp9,It tastes good,NULL
xdNAp9,I need the caffeine,NULL
5dqJKo,It tastes good,NULL
rlrejl,It tastes good,NULL
rlrejl,I need the ritual,NULL
7d9yRP,It tastes good,NULL
7d9yRP,I need the ritual,NULL
rlre6L,I need the ritual,NULL
rlre6L,I need the caffeine,NULL
rlre6L,It tastes good,NULL
DVvjzj,It tastes good,NULL
DVvjzj,I need the caffeine,NULL
dY2Oqo,It tastes good,NULL
dY2Oqo,I need the caffeine,NULL
AlbE6y,It tastes good,NULL
AlbE6y,I need the ritual,NULL
AlbE6y,I need the caffeine,NULL
pLPQP1,NULL,NULL
J2kQlJ,It tastes good,Culture
J2kQlJ,I need the caffeine,Culture
J2kQlJ,I need the ritual,Culture
J2kQlJ,It makes me go to the bathroom,Culture
J2kQlJ,Other,Culture
J2kQlJ,It tastes good,history
J2kQlJ,I need the caffeine,history
J2kQlJ,I need the ritual,history
J2kQlJ,It makes me go to the bathroom,history
J2kQlJ,Other,history
J2kQlJ,It tastes good,shared
J2kQlJ,I need the caffeine,shared
J2kQlJ,I need the ritual,shared
J2kQlJ,It makes me go to the bathroom,shared
J2kQlJ,Other,shared
EPb20A,It tastes good,NULL
BGbrD1,It tastes good,NULL
BGbrD1,I need the caffeine,NULL
BGbrD1,I need the ritual,NULL
BGbrD1,It makes me go to the bathroom,NULL
RzBABK,It tastes good,NULL
oAVqB5,It tastes good,NULL
oAVqB5,I need the caffeine,NULL
oAVqB5,I need the ritual,NULL
ylqB9p,It tastes good,NULL
xdNAQE,It tastes good,NULL
1r2LM4,It tastes good,all of the above
1r2LM4,I need the caffeine,all of the above
1r2LM4,It makes me go to the bathroom,all of the above
rlredX,I need the ritual,NULL
rlredX,I need the caffeine,NULL
rlredX,It tastes good,NULL
vNxlql,It tastes good,NULL
vNxlql,I need the caffeine,NULL
XeBplg,It tastes good,NULL
XeBplg,I need the caffeine,NULL
EPb2do,It tastes good,NULL
EPb2do,I need the caffeine,NULL
24xW0D,I need the caffeine,NULL
24xW0D,I need the ritual,NULL
oAVqvP,It tastes good,NULL
J2kQMR,I need the caffeine,NULL
J2kQMR,I need the ritual,NULL
lNlxDk,It tastes good,Bonding with friends and family
lNlxDk,I need the caffeine,Bonding with friends and family
lNlxDk,I need the ritual,Bonding with friends and family
lNlxDk,It makes me go to the bathroom,Bonding with friends and family
lNlxDk,Other,Bonding with friends and family
ylqBx6,I need the caffeine,NULL
ylqBx6,I need the ritual,NULL
GrBZqL,It tastes good,NULL
GrBZqL,I need the caffeine,NULL
GrBZqL,I need the ritual,NULL
GrBZqL,It makes me go to the bathroom,NULL
lNlxzk,It tastes good,NULL
ZdRMve,I need the ritual,NULL
ZdRMve,I need the caffeine,NULL
ZdRMve,It tastes good,NULL
jB9jga,I need the ritual,NULL
jB9jga,I need the caffeine,NULL
jB9jga,It tastes good,NULL
aBrRzB,It tastes good,NULL
aBrRzB,I need the caffeine,NULL
aBrRzB,I need the ritual,NULL
oAVq0b,It tastes good,NULL
oAVq0b,I need the ritual,NULL
XeBpQg,It tastes good,NULL
XeBpQg,I need the caffeine,NULL
XeBpQg,I need the ritual,NULL
pLPQ48,It tastes good,NULL
pLPQ48,I need the caffeine,NULL
pLPQ48,I need the ritual,NULL
8dpXyx,NULL,NULL
oAVqaV,NULL,NULL
6dQgAY,It tastes good,NULL
6dQgAY,I need the ritual,NULL
xdNAoy,It tastes good,NULL
xdNAoy,I need the caffeine,NULL
xdNAoy,It makes me go to the bathroom,NULL
ylqBoX,It tastes good,NULL
eBxV8q,It tastes good,NULL
eBxV8q,I need the caffeine,NULL
eBxV8q,I need the ritual,NULL
oAVqa1,It tastes good,NULL
24xpyV,It tastes good,NULL
24xpyV,I need the ritual,NULL
0EjKGN,It tastes good,NULL
0EjKGN,I need the caffeine,NULL
0EjKGN,I need the ritual,NULL
1r2LyW,It tastes good,NULL
NABavG,It tastes good,NULL
NABavG,I need the caffeine,NULL
oAVq6P,It tastes good,NULL
oAVq6P,I need the caffeine,NULL
YZz1bq,It tastes good,NULL
EPb2gX,It tastes good,NULL
EPb2gX,I need the ritual,NULL
PAB78B,It tastes good,NULL
PAB78B,I need the ritual,NULL
8dpX8r,It tastes good,NULL
8dpX8r,I need the caffeine,NULL
8dpX8r,I need the ritual,NULL
WApLda,I need the caffeine,NULL
WApLda,It tastes good,NULL
0EjKy6,It tastes good,NULL
0EjKy6,I need the caffeine,NULL
0EjKy6,I need the ritual,NULL
YZz1A0,It tastes good,NULL
g5NEKJ,NULL,NULL
xdNA59,It tastes good,NULL
xdNA59,I need the ritual,NULL
xdNA59,I need the caffeine,NULL
dY2Ooz,It tastes good,NULL
dY2Ooz,I need the caffeine,NULL
NABaRj,It tastes good,NULL
NABaRj,I need the caffeine,NULL
QABbZl,It tastes good,NULL
5dqJoM,It tastes good,NULL
rlreXp,It tastes good,NULL
rlreXp,I need the caffeine,NULL
8dpXYA,I need the caffeine,NULL
KMB9AM,It tastes good,NULL
WApLLL,It tastes good,NULL
WApLLL,I need the ritual,NULL
AlbEVy,It tastes good,NULL
AlbEVy,I need the caffeine,NULL
AlbEVy,I need the ritual,NULL
AlbEVy,It makes me go to the bathroom,NULL
vNxl7g,It tastes good,NULL
vNxl7g,I need the ritual,NULL
GrBZNe,It tastes good,NULL
GrBZNe,I need the caffeine,NULL
GrBZNe,I need the ritual,NULL
YZz18v,It tastes good,NULL
YZz18v,I need the caffeine,NULL
YZz18v,I need the ritual,NULL
AlbkLk,NULL,NULL
7d9yy6,It tastes good,NULL
7d9yy6,I need the ritual,NULL
ylqB1g,It tastes good,NULL
ylqB1g,I need the caffeine,NULL
ylqB1g,It makes me go to the bathroom,NULL
PAB7M1,I need the ritual,NULL
zKQVxM,It tastes good,NULL
zKQVxM,I need the caffeine,NULL
lNlx8p,It tastes good,NULL
lNlx8p,I need the caffeine,NULL
lNlx8p,I need the ritual,NULL
5dqNjo,It tastes good,NULL
GrBMKZ,NULL,NULL
jB9j11,It tastes good,I love the culture of it
jB9j11,I need the caffeine,I love the culture of it
jB9j11,I need the ritual,I love the culture of it
jB9j11,It makes me go to the bathroom,I love the culture of it
jB9j11,Other,I love the culture of it
5dqJYM,It tastes good,NULL
5dqJYM,I need the caffeine,NULL
5dqJYM,I need the ritual,NULL
kYR2Dr,Other,I mostly like to drink coffee abroad when there's something unique to enjoy like filter coffee in south India
kYR2Dr,Other,or Turkish coffee.
zKQV7a,It tastes good,NULL
zKQV7a,I need the caffeine,NULL
8dp9Nz,It tastes good,NULL
8dp9Nz,I need the ritual,NULL
vNxlRX,It tastes good,NULL
9dJe7p,It tastes good,NULL
9dJe7p,I need the caffeine,NULL
9dJe7p,I need the ritual,NULL
VZ1Kkj,It tastes good,NULL
VZ1Kkj,I need the ritual,NULL
WAp48j,It tastes good,NULL
WAp48j,I need the ritual,NULL
MAdWMA,It tastes good,NULL
MAdWMA,I need the caffeine,NULL
xdNGXv,It tastes good,NULL
PABo6b,I need the ritual,NULL
PABo6b,I need the caffeine,NULL
PABo6b,It tastes good,NULL
OAB6OM,It tastes good,NULL
OAB6OM,I need the ritual,NULL
6dQqO5,NULL,NULL
kYR2Ld,It tastes good,NULL
kYR2Ld,I need the caffeine,NULL
kYR2Ld,I need the ritual,NULL
0Ej4MZ,It tastes good,NULL
0Ej4MZ,I need the ritual,NULL
BGbvpQ,It tastes good,NULL
8dp9L5,It tastes good,NULL
8dp9po,NULL,NULL
EPbpKr,It tastes good,NULL
EPbpKr,I need the caffeine,NULL
EPbpKr,I need the ritual,NULL
MAd0AX,It tastes good,NULL
MAd0AX,I need the ritual,NULL
DVvLzq,It tastes good,NULL
DVvLzq,I need the caffeine,NULL
XeBjEd,It tastes good,NULL
XeBjEd,I need the ritual,NULL
XeBjEd,I need the caffeine,NULL
XeBjEd,It makes me go to the bathroom,NULL
OABRPK,It tastes good,NULL
OABRPK,I need the caffeine,NULL
qbEyL9,I need the caffeine,NULL
AlbkDW,It tastes good,NULL
AlbkDW,I need the caffeine,NULL
bl4axo,I need the ritual,NULL
bl4axo,It tastes good,NULL
DVvLV5,It tastes good,NULL
DVvLV5,I need the caffeine,NULL
DVvLV5,I need the ritual,NULL
8dp9jk,It makes me go to the bathroom,NULL
24x2LA,It tastes good,NULL
24x2LA,I need the ritual,NULL
24x2LA,I need the caffeine,NULL
GrBM1j,It tastes good,NULL
GrBM1j,I need the caffeine,NULL
1r2L1g,I need the ritual,NULL
1r2L1g,It tastes good,NULL
1r2L1g,I need the caffeine,NULL
9dJelG,It tastes good,NULL
xdNG0E,It tastes good,NULL
xdNG0E,I need the caffeine,NULL
xdNG0E,I need the ritual,NULL
24x2vA,It tastes good,NULL
LdM8M2,It tastes good,NULL
LdM8M2,I need the caffeine,NULL
MAd0Ml,NULL,NULL
jB9KW6,It tastes good,NULL
jB9KW6,I need the caffeine,NULL
NABz8N,I need the caffeine,NULL
NABz8N,It tastes good,NULL
bl4aL2,It tastes good,NULL
bl4aL2,I need the ritual,NULL
J2ky8z,It tastes good,NULL
ZdRxV0,It tastes good,NULL
ZdRxV0,I need the caffeine,NULL
ZdRxV0,I need the ritual,NULL
PABo0Q,It tastes good,NULL
g5NBYM,NULL,NULL
0Ej4lB,It tastes good,NULL
0Ej4lB,I need the caffeine,NULL
QABGxl,It tastes good,NULL
QABGxl,I need the ritual,NULL
24x2DM,It tastes good,NULL
24x2DM,I need the caffeine,NULL
24x2DM,I need the ritual,NULL
MAd0qA,It tastes good,NULL
MAd0qA,I need the caffeine,NULL
MAd0qA,I need the ritual,NULL
ZdRxgB,It tastes good,NULL
