submission_id,where_drink
Albgdl,"At the office, At home"
42N6Ak,"At a cafe, At home"
zKQ9ME,At the office
DVv85N,"At home, At the office"
VZ1e8M,"At home, At the office"
aBrLEb,"At home, At a cafe"
24x6Wj,"At home, At a cafe"
pLPEL1,At home
qbErYG,At home
6dQlWP,At home
OAB2Aa,"At a cafe, At home"
OAB2b7,"On the go, At home, At a cafe"
vNxZMd,At home
eBxXVe,At home
DVvG6Z,At the office
QABQqX,At home
ZdR7Dy,"At the office, At a cafe, At home, On the go"
GrBGXp,At home
rlr4PX,At home
LdMr0l,"On the go, At a cafe, At home, At the office"
eBxJ00,At the office
zKQ90R,"At the office, At home"
J2kPVo,At home
42N6jr,"At the office, At home, On the go"
qbErd5,At home
8dpBAO,"At home, At the office"
DVv81l,At home
PABxBV,At home
5dq7jb,At home
1r2ePM,At home
1r2e7b,"At home, At a cafe"
ZdR71z,"At a cafe, At the office, At home"
LdMrWJ,"At the office, On the go, At home, At a cafe"
6dQlOJ,At the office
KMBEyk,"At home, At a cafe, On the go, At the office"
bl4pNL,"At home, At the office"
xdNq0r,At home
eBxJYO,At home
VZ162J,"At home, On the go"
rlr4p5,At home
6dQl1k,"At home, At a cafe"
aBrLk9,At home
jB9R0a,At home
5dq786,"At the office, At home"
zKQ92a,At home
42N6zO,At home
1r2erg,At home
LdMrq2,At home
MAd4VX,"At home, At a cafe"
42N69k,"At home, At the office"
PABxYe,At home
GrBGy2,"At the office, On the go, At home"
EPbRb4,"At home, At the office"
ZdR7ya,"At the office, At home"
bl4Jbo,"At home, At a cafe"
lNlG96,"At a cafe, At home"
ZdR7ga,At home
xdNWOy,At home
42N6Ro,At home
zKQ9BZ,At home
5dq7GE,"At the office, At home, On the go"
g5NlDN,"At home, At the office"
42N6Do,At home
WApWXL,At home
AlbgaB,"At the office, On the go, At home"
xdNqlo,"At home, At the office"
KMBE2z,"At the office, At home, At a cafe"
5dq7xv,At home
QABZZY,At home
MAdx0p,At home
WApWgP,"At home, At the office"
eBxJ8J,At home
42N6Ob,At home
WApWkQ,At home
KMBEEg,At home
6dQldA,At a cafe
rlr40N,At home
DVv8QN,At the office
WApW6L,"On the go, At home"
g5NlBD,At home
QABZOp,"At the office, At home"
KMBEgk,At home
VZ1eAl,At home
YZz62W,"On the go, At home"
OAB2Yg,At home
8dpBBl,"At home, At a cafe, At the office"
VZ1e6j,At home
WApWWe,On the go
rlr4e2,At home
6dQlqY,At home
8dpB2A,"At the office, At home"
NABj2p,At home
oAVPaM,At home
DVv89p,"At home, At the office"
jB9RLJ,At home
rlrZXl,At home
XeBbpg,"At home, At a cafe"
ZdR7e0,"At the office, At home"
WApWQJ,At home
XeBaWz,"At home, At the office"
xdNqzG,At the office
WApWxv,"At a cafe, At home"
AlbgoD,At home
dY2MBK,At home
aBrROv,"At the office, At home, On the go"
jB9jDa,"At home, At a cafe"
jB9RO4,"At the office, At a cafe, On the go, At home"
EPbRj4,On the go
8dpX1O,At home
OAB6l8,At home
J2kPNR,"At home, At a cafe"
ylqBN4,"At home, At the office, At a cafe"
LdMrQp,At home
42N6WX,At home
RzBAWd,"At home, At a cafe"
oAVq21,"At home, At the office"
BGbyPK,"At home, On the go, At the office"
OAB648,"At a cafe, At the office, At home"
KMB9Q8,At home
rlr4zR,At home
5dq7WE,At home
eBxV50,"At home, At the office"
vNxlyd,"At home, At a cafe"
LdMePG,"At the office, At home, At a cafe"
EPbRyr,At the office
vNxZ70,At home
9dJ8D1,At home
WApLzP,At home
NABaJp,"At the office, At home"
9dJ8Np,At home
AlbEzk,"At home, At a cafe, On the go"
MAdWKM,"At home, At a cafe"
EPb2PL,At home
xdNAp9,"At the office, At home"
5dqJKo,"At home, At the office"
rlrejl,"At the office, At a cafe, On the go, At home"
7d9yRP,At home
rlre6L,At home
DVvjzj,At home
dY2Oqo,"At home, At the office, At a cafe"
AlbE6y,At home
pLPQP1,At home
J2kQlJ,At home
EPb20A,At home
BGbrD1,"On the go, At the office, At home"
RzBABK,At home
oAVqB5,"At home, At the office, On the go"
ylqB9p,"At home, On the go"
xdNAQE,At the office
1r2LM4,At home
rlredX,"At home, On the go, At the office, At a cafe"
vNxlql,"At home, At a cafe, At the office"
XeBplg,At home
EPb2do,"At home, At the office, On the go"
24xW0D,"On the go, At home"
oAVqvP,At home
J2kQMR,At home
lNlxDk,"At home, At the office, At a cafe"
ylqBx6,At home
GrBZqL,At home
lNlxzk,At home
ZdRMve,"At home, At a cafe"
jB9jga,"At home, At a cafe"
aBrRzB,At home
oAVq0b,"At home, At a cafe, At the office"
XeBpQg,At home
pLPQ48,"At the office, On the go, At home"
8dpXyx,"At home, On the go"
oAVqaV,At home
6dQgAY,"At home, On the go"
xdNAoy,"At home, At a cafe"
ylqBoX,At a cafe
eBxV8q,At home
oAVqa1,At home
24xpyV,At home
0EjKGN,"At a cafe, At home, At the office, On the go"
1r2LyW,At home
NABavG,"At home, At a cafe"
oAVq6P,At home
YZz1bq,At home
EPb2gX,At home
PAB78B,"At home, At a cafe"
8dpX8r,At home
WApLda,"At home, At a cafe"
0EjKy6,"At the office, At home"
YZz1A0,At the office
g5NEKJ,At home
xdNA59,"At the office, At a cafe, At home"
dY2Ooz,"At home, At the office"
NABaRj,"At home, At the office, At a cafe"
QABbZl,At home
5dqJoM,"At home, On the go"
rlreXp,At home
8dpXYA,At home
KMB9AM,"At a cafe, At home, At the office"
WApLLL,"At home, At the office"
AlbEVy,"At home, At the office"
vNxl7g,At home
GrBZNe,"At the office, At home"
YZz18v,"At home, At the office"
AlbkLk,
7d9yy6,"At home, At the office, On the go"
ylqB1g,"At home, At a cafe, On the go"
PAB7M1,At home
zKQVxM,At home
lNlx8p,"At home, At a cafe"
5dqNjo,"At a cafe, At the office, At home"
GrBMKZ,"At home, On the go, At the office, At a cafe"
jB9j11,"At a cafe, At home, At the office"
5dqJYM,"At home, At a cafe, On the go"
kYR2Dr,At a cafe
zKQV7a,At home
8dp9Nz,At a cafe
vNxlRX,At home
9dJe7p,At home
VZ1Kkj,"At home, At a cafe"
WAp48j,"At home, At the office"
MAdWMA,"At a cafe, At home, On the go"
xdNGXv,At home
PABo6b,"At home, At the office, At a cafe"
OAB6OM,"At home, At a cafe, On the go"
6dQqO5,
kYR2Ld,"At the office, At home"
0Ej4MZ,At home
BGbvpQ,"At the office, At home, On the go, At a cafe"
8dp9L5,At home
8dp9po,At home
EPbpKr,At the office
MAd0AX,"At home, At a cafe"
DVvLzq,"At the office, At home, On the go"
XeBjEd,At home
OABRPK,At home
qbEyL9,At a cafe
AlbkDW,"At home, At a cafe"
bl4axo,"At the office, At home, At a cafe"
DVvLV5,"At the office, At a cafe, At home"
8dp9jk,At home
24x2LA,"At home, On the go, At a cafe"
GrBM1j,"At home, At the office"
1r2L1g,At home
9dJelG,At the office
xdNG0E,"At home, At a cafe"
24x2vA,"At home, At a cafe"
LdM8M2,"At home, At the office"
MAd0Ml,At home
jB9KW6,"At a cafe, At the office, At home"
NABz8N,"At the office, At home"
bl4aL2,"At home, At the office"
J2ky8z,At home
ZdRxV0,At home
PABo0Q,"At home, At the office"
g5NBYM,At home
0Ej4lB,At home
QABGxl,At home
24x2DM,"At the office, At home"
MAd0qA,"At home, At the office"
ZdRxgB,At home
lNlp2B,"At the office, On the go"
42NZeo,
RzBOa9,At the office
GrBMjZ,At home
YZz2Ad,At home
dY274o,At home
PABoP1,At home
GrBMEp,"At home, At the office"
24x2qb,At the office
NABz2Q,At home
g5NB6d,"At the office, At home"
aBrWJv,"At home, At a cafe"
42NZA5,At home
RzBOyJ,"At the office, At home"
lNlp8B,At home
EPbp2o,"At home, On the go"
VZ1rGy,"At home, At a cafe"
kYRqad,"At the office, At home"
0Ej4X0,"At home, At the office"
eBxbko,"At home, At the office"
lNlQrN,At home
bl4P96,"At home, At a cafe"
MAd0WY,At home
9dJe8G,At home
vNxkjX,None of these
VZ1rXg,"At the office, At a cafe, At home"
zKQVV8,"At home, On the go, At the office"
QABGgl,At home
EPb9ll,At home
24x26V,At home
AlbZBe,At the office
ylqLXd,At home
qbEyyd,At home
KMBbM8,At home
9dJVXE,"At home, On the go"
zKQl7M,At home
pLParP,"At the office, At home"
VZ1g0g,At home
GrBW9e,At home
aBrWpq,At home
8dpOeO,"At the office, At home"
5dqRxZ,At home
jB9Ne1,At home
KMBbo8,At home
DVvQKl,At home
dY2rYo,"At a cafe, At home"
24x2Jb,At home
KMBbkK,At a cafe
ylqL9x,At home
BGbNGQ,"At the office, At home, At a cafe"
g5N2AO,"At home, At a cafe, On the go"
eBx4zJ,At home
eBx4lx,At home
VZ1gxN,"At home, At the office"
EPb9Y2,"At home, At a cafe"
XeBX9e,"At home, At the office, On the go"
oAVWQN,"On the go, At home, At the office, At a cafe"
6dQoVo,"At the office, At a cafe, At home, On the go"
vNxkK8,At home
NABzGb,"At home, At a cafe"
EPb9El,At a cafe
pLPgv1,"At the office, At home, At a cafe"
24x2lM,At home
OABRKR,"At home, At a cafe"
24xpWb,"At the office, At home, On the go"
lNlxeW,"At home, At a cafe"
OAB6ER,"At the office, At home, On the go, At a cafe"
DVvQbX,At home
jB9jR9,"At the office, At home"
KMBbAX,"At home, At a cafe"
rlr7bo,"At home, At the office"
RzBppJ,"At a cafe, At home"
J2k7jK,None of these
ZdR0bB,"At home, At the office"
bl4P1Z,At home
bl4Pag,"At home, At the office"
1r28gg,"At home, At a cafe, On the go, At the office"
BGbNr5,At the office
42NeXb,At home
GrBWAZ,"At home, At the office"
xdNKWr,At home
9dJVkQ,At home
OABvZY,At home
42NeJo,"At home, At the office, At a cafe"
ylqV46,"At home, At a cafe"
pLP8oy,At home
5dqW9v,At home
NABG0O,"At home, At the office, At a cafe"
ylqVl8,At home
0EjNE9,At home
kYRMEZ,At home
8dp7Zk,At the office
WApxEL,"At the office, At home"
EPbyLB,"On the go, At home, At the office"
GrB8Qo,"At home, At the office, On the go"
xdNOZv,"At home, At the office"
24x02L,"At the office, At home"
WApxeN,At home
J2k5Vo,At home
VZ129g,"At home, At a cafe"
NABGBl,"At home, At a cafe"
VZ12oJ,At home
J2k5Md,At home
EPbyvX,"On the go, At the office"
VZ12yl,At home
oAVXgX,"At home, At a cafe"
qbE0ek,At home
g5NKXM,At home
EPbyOl,At the office
24xQRp,At home
dY2BOd,At home
PABVoe,At the office
xdNO19,"At the office, On the go, At home, At a cafe"
zKQPLq,"At the office, At home"
vNxoVX,At home
24xQGe,"At home, At the office"
eBxkrJ,"At home, At the office"
rlrzbp,"At the office, At home"
xdNOWd,"At home, On the go, At the office, At a cafe"
qbE09g,"At home, At the office"
VZ12rM,"At home, At the office"
pLPlyV,At the office
GrB8jz,At home
pLPlbq,"At the office, At home"
24xM8L,At home
QABP67,"At home, At a cafe, On the go, At the office"
6dQaoJ,"On the go, At a cafe, At home"
PABVZx,"On the go, At a cafe, At home, At the office"
RzB7Pp,
QAB6Mg,"At home, On the go"
OABWXK,At home
ylqWYp,At home
VZ1kGv,At home
bl40qo,None of these
NABelG,At home
5dqy9M,"At the office, At home, At a cafe"
kYRVEJ,"At home, At a cafe"
Alb1GN,At home
rlrxo5,At a cafe
OABW5A,"At home, At the office"
zKQPpR,"At home, At a cafe"
WApvYR,"At home, At a cafe, At the office"
xdNOlo,At home
NABe7W,"At a cafe, At home, On the go, At the office"
aBr8zB,"At home, At the office"
MAd98k,"At a cafe, At home, On the go, At the office"
xdNel5,"At the office, At home"
xdNe6r,At a cafe
42NgdO,"At home, At the office, At a cafe"
5dqyVo,At home
QAB6JY,At home
DVvl9b,At home
DVvlbq,"At home, At the office, At a cafe"
qbE2M2,"At home, At a cafe"
5dqyoM,"None of these, At a cafe"
24xMzp,"At home, At the office, At a cafe"
42NgEk,"At home, At the office"
XeBKAd,"At a cafe, At home"
RzB7Qp,"At the office, At home"
GrB2GQ,At home
MAd9WE,At home
oAV4YX,"At a cafe, At home"
g5NRxN,"At a cafe, At home"
42NgM5,"At home, At a cafe"
lNlPqW,"At home, At a cafe"
aBr8JE,At home
42Ne8r,"At a cafe, At home"
LdMQxO,"At home, At the office"
XeBK0d,At home
8dp00l,"At home, At a cafe"
ZdRpqV,"At home, At the office"
24xM5V,"At home, On the go, At a cafe"
24xqAj,On the go
OABWqp,"At the office, On the go, At home, At a cafe"
9dJzzE,At home
7d9809,"At home, At a cafe"
dY258K,"At the office, At home"
YZzEjJ,At home
PABMpV,At home
xdNkX5,At home
LdMA7v,"At home, At the office"
1r2Zb4,
XeBKZP,"At home, On the go, At the office"
jB9dPx,At home
42NWaY,"At home, At a cafe, At the office"
KMBq7X,At the office
oAVry1,At home
QABgJk,"At home, At the office"
DVvl6p,At home
8dpveY,At home
DVvrvp,"At home, On the go"
ylqKZX,At home
EPbjYr,At a cafe
VZ1RYl,"At the office, At home, At a cafe"
rlrNpR,At home
vNx710,At the office
DVvrMl,"At the office, At home"
bl4B20,At home
WApGZk,"At home, On the go, At the office, At a cafe"
7d9BgZ,"At home, On the go, At the office"
PABaYx,"At the office, On the go, At a cafe, At home"
GrBNyk,"At a cafe, At the office, At home, On the go"
vNx7pD,At home
24xqzL,"At home, On the go, At the office"
XeBVpd,
J2kayY,At home
jB9O5J,"At the office, At home"
aBrbpq,"At the office, At home"
XeBVZV,"At a cafe, At home, At the office, On the go"
rlrx85,At home
eBxdOE,"At home, At the office, At a cafe"
BGbO2e,At home
NABKaW,"At home, At the office"
g5NyOD,At home
ylqKLW,"At a cafe, At home"
ylqK54,"At the office, At home"
ZdR4pA,"At home, At a cafe"
jB9dOY,At home
1r2ZLO,"At home, At the office"
qbYZaO,At home
AlboEW,"At home, At the office"
BGL4dR,At home
jB0DlJ,At the office
eBNZDx,At home
J2VKAR,At home
jB0DQ4,On the go
0Ebr79,"At home, At the office"
qbYZR9,"At home, At the office, On the go, At a cafe"
yl0ZDB,At home
xd0xPo,At home
XeRlWY,"At home, At a cafe"
eBNZA0,At home
6d1J4N,
J2VKgX,
aBjN4X,At the office
VZ9EVv,"At home, At the office, On the go"
yl0Zep,"At home, At a cafe"
7dJlza,"At home, At the office"
XeRlQe,"At a cafe, At home, At the office"
WAe90j,At home
dYZqdK,At home
Al6PLz,"At a cafe, On the go, At home"
eBNZzJ,At home
J2VKGX,"At the office, At home, At a cafe"
PABaAP,"At home, At the office"
YZoDgv,At home
24b8Y9,"At the office, At home"
ZdG5yV,"At home, At a cafe, At the office"
RzZK14,"At the office, At a cafe, On the go"
LdE14p,None of these
QAx2qG,At home
bl2Vy6,At home
Grovo2,At home
0Ebry9,At home
PA2jNB,"At home, At a cafe"
VZ9Eyj,At home
lN0DEk,"At the office, On the go"
WAe9GJ,"At home, At the office"
eBNZdq,At the office
pL0xab,"At home, At a cafe, At the office"
BGL4r5,"On the go, At home, At a cafe"
KMPQ9A,"At home, On the go"
1rbP1M,At home
6d18jo,"At home, At a cafe"
EPBkqq,At home
MArKXl,"At the office, At home"
24bEBg,"At home, At a cafe"
yl0PXW,At home
zK0xYg,"At home, At the office"
RzZG44,At home
42142r,"At home, At a cafe"
BGLzXe,"At home, On the go"
MAreLA,At home
OAjDGM,At home
rl0jGl,
jB0aW4,At home
xd0Xy5,
dYZWjK,"At a cafe, At home"
pLPjdJ,"At home, At a cafe"
EPBkPl,"At home, At a cafe"
0EbQbN,"At home, At a cafe"
yl0PeB,None of these
Grox5j,"At home, On the go, At the office"
8dJ1rA,At a cafe
4214qo,"At home, At the office"
aBjQgW,"At home, At the office, On the go"
aBjQyy,"At a cafe, At home"
jB0ap9,"At the office, At home"
7dJRez,At home
BGLz71,"At the office, At home"
NA4p5W,"At the office, On the go, At home"
6d18eo,At home
lNlQkv,At home
8dJoAY,"At the office, At a cafe, At home"
6d18yo,At the office
OAjD6g,"At a cafe, At home"
dYZWer,At home
YZo58J,"At home, At a cafe"
8dJ175,At the office
XeRxKg,"At the office, At home"
oA09eX,
rl0jRp,At home
MAr1DY,At home
rl0DO5,At home
bl2Z70,At home
QAxoJY,
421a7B,At home
vN0XBX,At home
yl0XYW,"On the go, At a cafe, At home, At the office"
NA4q0p,At home
7dJXK9,"At home, At the office, At a cafe"
WAeJek,"At home, At the office"
Al6rdo,At the office
rl0DvN,At home
yl0Xdg,"At home, At the office"
KMPpk8,At a cafe
rl0DJN,"At home, At a cafe"
6d1DWJ,At a cafe
zK0EJk,"At home, At the office"
8dJNGr,At home
XeR5zg,At home
bl25aZ,"At a cafe, At home"
VZ9pXE,"At a cafe, At home"
DVXqPb,At home
xd0Vgo,"At the office, At home"
9d6NaY,"At home, At the office, At a cafe"
g5QbLJ,At home
OAjQg8,At home
PA2RWQ,At home
PA2RLd,At home
qbY58k,At home
J2V17r,"At home, At the office, At a cafe"
LdEDeJ,At home
g5QbEJ,"At a cafe, At home"
xd0VLG,At home
RzZWAQ,"At home, At a cafe"
kY0bMr,"At a cafe, At home"
YZojoW,At home
6d1L8J,At home
0EbV9P,"At home, At the office, At a cafe, On the go"
oA09Xb,At home
MArXNp,"At home, At the office, On the go, At a cafe"
bl2ZB1,"On the go, At home"
jB0ZZa,At home
dYZENo,At the office
7dJqKP,At home
aBj94v,"At home, On the go"
pL0ryq,At the office
qbYLA2,At home
24bX4p,At home
oA0E9P,"At home, At a cafe"
PA2pOb,"At home, At the office"
eBNMEE,At home
XeRLLg,"At home, At a cafe"
yl0Mjd,At home
NA4rNQ,At home
1rbXOl,"At home, At the office"
Al6zN0,At home
24bXgj,"At the office, At home"
EPBK7o,"At home, At a cafe"
YZoPDW,"At a cafe, At the office, At home"
lN0BYo,"At home, On the go, At a cafe"
yl0Mgx,"At the office, At home"
dYZEVo,"On the go, At a cafe, At home"
EPBKpL,"At home, At a cafe, At the office"
jB0Z4E,"At home, At the office"
Al6zgW,At home
9d6BKG,At home
vN0rj4,"At home, At the office"
LdEZRv,At home
RzZxOP,At home
dYZELD,At home
oA0D9b,"At home, At a cafe, At the office"
DVXKql,At home
MArXjX,At home
7dJbL0,"At the office, At home, At a cafe"
OAjlzR,At home
0Eb7MN,At home
qbYaBY,At home
aBjeBv,At the office
RzZd4d,At home
yl0Nx4,At home
VZ9j8J,"At home, At a cafe"
XeRrBO,At the office
ZdG8b0,At home
XeRrOd,"At home, At the office"
6d1eA5,"At the office, At home"
24bBlb,"At home, On the go, At the office"
kY09zd,"At the office, At home"
9d6XPV,
6d1epo,"At the office, At a cafe, On the go, At home"
zK0NRM,"At home, At the office"
bl29y1,"At the office, At home, At a cafe"
lN0qY6,At home
RzZd2Q,"At home, At the office"
eBND8k,At home
lN0BDN,"At home, At a cafe"
24bXyj,"At home, At the office, On the go"
RzZdlK,At home
YZoR15,"At the office, At home"
g5QeBd,At home
kY09M6,"At home, On the go, At the office"
XeRJxV,"At home, At a cafe, On the go, At the office"
EPBddA,"At the office, At home"
kY0eNZ,At home
VZ9QGl,"At the office, At home"
vN0eAl,"At the office, At a cafe, At home"
EPBdQl,"At home, At the office"
1rbd4b,At home
DVXkeZ,At the office
RzZM8d,"At a cafe, At home"
QAxe0G,At home
RzZMvJ,At home
8dJapO,"At the office, At home"
dYZaZq,At home
pL0y5E,At home
8dJa6x,"At home, At a cafe"
7dJLP9,"At home, At the office"
DVXkPX,"At home, At the office, On the go, At a cafe"
ZdGEWv,At home
6d1jYN,At home
EPBde2,At home
WAeEMN,"At home, At the office"
PA21Nx,At home
jB06VJ,"At a cafe, At home, At the office"
OAj46g,At home
VZ9Qvv,"At home, At the office"
KMP57A,At home
oA0RGM,"At home, At the office, On the go, At a cafe"
42178d,"At home, At a cafe, At the office"
bl2j0g,"At home, On the go"
PA29Rb,"At home, On the go, At a cafe"
KMPxY7,"At home, At the office"
9d6ZDK,At home
aBj4EZ,At home
zK0M20,"At home, At the office"
MAra58,"At home, On the go, At a cafe"
jB0ovx,"At home, At the office, On the go"
dYZ08o,At a cafe
PA29Pb,At home
xd0Dlr,At home
J2VlWo,"At the office, At home"
dYZ0pA,At home
aBj40Z,At home
7dJKYz,At home
MAraqY,At home
WAeRaL,At home
XeRoaz,At home
VZ9Pya,At home
24bAoL,"At the office, At home"
6d1KqA,"At the office, At home, At a cafe"
EPBlyl,At home
WAeRxk,At home
5dl90b,"At home, At a cafe, On the go"
OAjXOY,"At a cafe, On the go, At home"
RzZojd,At home
24bA0e,"At home, At the office"
421KXY,At home
EPBxlN,At home
oA026x,"At the office, At home"
8dJZzO,At the office
OAj7zK,"At home, On the go"
8dJZN5,"At home, On the go, At the office"
YZo4r0,"At home, At the office"
EPBxxN,"At home, On the go"
6d1Zx5,"At home, On the go, At the office"
lN060X,At the office
421K15,At home
WAeRVL,"At home, At the office, At a cafe"
zK07oa,At home
vN0Pp0,None of these
oA02LX,
7dJN5Z,At home
VZ9z7v,At home
J2VOgo,At home
eBNRqx,"At a cafe, At the office"
9d67bK,At home
421r7Y,"At home, At a cafe"
WAezOe,"At home, At the office"
YZoajN,"At a cafe, At home"
EPBWPX,At home
24bX0b,At home
LdEPgv,"At home, On the go, At a cafe"
BGL7D7,"At home, At the office"
QAxRll,At home
LdEpLj,At home
eBNRJO,At home
rl0Pev,"At the office, At home"
eBNRVO,At home
6d1NEP,At the office
pL0OXB,"At home, At the office"
VZ95pl,"At home, At the office"
rl0ABp,At the office
oA0MD5,"At home, At the office"
421x2Y,"On the go, At home"
PA25pP,At home
bl2xOZ,"At home, At a cafe"
VZ9Jzy,"At home, At a cafe"
Al6Lvy,"At home, At the office, On the go"
aBjYvE,"At home, On the go"
VZ95xl,"At home, At the office"
GrodaO,At home
EPBQjN,"At the office, On the go"
7dJ26P,At home
PA26z0,"At the office, At home, At a cafe"
PA2690,"At the office, At a cafe, At home"
OAj56R,At home
jB0yy1,At home
LdEbJl,"At the office, At home"
7dJW4R,At the office
OAjzjg,"At home, At a cafe, At the office"
dYZ62d,"At home, At a cafe"
KMP6W8,"At home, At the office, On the go, At a cafe"
GrozzO,At home
RzZ0Y4,At home
8dJQar,At home
KMPl5D,"On the go, At the office, At home"
qbYDVO,At home
PA2D2d,At home
DVXNMq,At home
WAeN6Q,At home
8dJKgY,At home
DVXNop,At home
YZoQK6,At home
ZdGNey,At home
zK0qVk,At home
Al6dOW,"At home, At a cafe"
RzZ01P,At home
VZ90e6,On the go
zK0qR8,"At home, On the go"
J2V26Y,"At the office, At home"
RzZzMJ,"At home, At a cafe"
XeReMe,At home
bl2lkE,"At the office, At home, At a cafe"
Gror7k,At home
oA0AgP,At the office
RzZzg9,"At home, At the office"
QAxAqg,"At home, At a cafe, At the office"
Al6lgN,At home
RzZ4x4,"At home, At the office, At a cafe"
bl2klo,At home
KMPMg8,At home
PA2Eq5,At home
24brbV,"At home, On the go"
vN020Q,At home
yl0D7W,"At home, On the go"
xd0Z4G,"At the office, On the go, At a cafe, At home"
pL0VEB,At the office
PA2E9V,"At home, At a cafe, At the office, On the go"
lN0LKk,"On the go, At the office, At a cafe, At home"
bl2LeE,At home
rl0L9M,"At a cafe, At the office"
zK0rDa,"At the office, At home"
RzZYXK,"At home, At the office, At a cafe"
oA0dW5,"At home, At a cafe"
OAjJ0K,At home
yl0EqW,"At home, At the office"
dYZDzr,At a cafe
rl0dJp,"At home, At the office, On the go"
zK0rl8,At the office
24bxPD,
QAxB11,"At home, At a cafe, On the go"
7dJ9VA,"At home, At a cafe, At the office"
kY005o,At home
8dJJGz,"On the go, At home"
zK00O8,"At home, On the go"
6d1rZe,At home
1rbD1L,At home
RzZv5d,At home
rl0J0M,"At the office, At home, At a cafe"
RzZVaP,At home
NA4d6b,
1rb6OQ,
PA2krV,At home
BGL0v1,At home
RzZjd9,"At home, On the go"
PA2rZb,
0EbG0A,"At home, At a cafe"
0EblMP,At home
QAxXXp,At home
VZ9yLy,"At home, At a cafe"
dYZVYz,At home
421dxO,At home
g5QpyD,At home
ZdGyJa,At home
6d159J,"At home, At the office"
9d6yGX,At home
EPBEDN,At home
OAj9JK,"On the go, At home, At the office"
VZ9APy,"At home, On the go"
zK02pE,At home
pL09rJ,At home
vN01zX,"At home, At the office"
dYZ1Ly,"At home, At the office"
yl0p26,At home
xd0LMk,At home
0EbyNZ,"At a cafe, At home"
EPBrrA,"At home, On the go"
KMPNqA,At home
dYZ4Lq,At home
aBjPVB,"At home, At the office"
PA2LNd,At home
WAeXWR,"At home, At the office, At a cafe"
Al6NMo,At home
RzZQG9,At home
pL0X88,At home
YZoXgd,"At a cafe, At home"
Al6Ypk,At home
xd07Jo,"At home, On the go"
bl2XQ0,At home
XeRdOY,"At a cafe, At home, At the office, On the go"
421Y15,At home
yl0pvg,At home
kY04pR,At home
WAe6Bj,At home
EPBGrX,"At the office, At home"
GroVAj,"At home, At a cafe"
RzZQyl,At home
YZob20,"At home, At the office"
VZ9aKE,At home
4210X5,"At the office, At home"
BGLoze,"At home, At the office, At a cafe"
kY04Md,"At home, At the office"
yl0bW6,At home
bl2RdL,"On the go, At the office, At home, At a cafe"
jB0r8R,At home
EPBVKl,"At a cafe, At the office, At home"
aBjJeX,"At a cafe, At home"
MArZAp,"At the office, At home"
NA4vpQ,At home
Al6YG0,"At the office, At home, At a cafe, On the go"
xd0byG,At the office
ZdGkZA,"At home, At the office"
xd0bvk,At home
421Yyk,"On the go, At home, At a cafe"
vN069v,At a cafe
QAx9Ol,"At home, At the office"
zK0B5a,At home
7dJ0a6,"At home, At the office"
bl2RPe,"At the office, At home"
LdExxv,At home
xd0bKG,At the office
ZdGb5v,At home
aBjpNy,At home
7dJ7L2,"At home, At the office"
ZdGb8A,"At the office, At home"
WAeaYN,"At home, At the office, On the go"
421lqd,"At home, At a cafe, On the go"
KMPrWM,At home
NA42jj,At home
5dlaPZ,At the office
1rbQLl,"At home, At a cafe"
VZ9WWj,"At home, At the office, On the go"
J2VE7o,"At home, At a cafe"
pL0prV,"At a cafe, At home"
8dJ4kr,At home
8dJbO5,At home
BGLWAQ,At a cafe
MArpbE,At home
EPB7JB,At home
bl2QVo,"At home, At the office"
1rbogO,At home
ZdGrXv,"At the office, At home"
5dlP0b,"At home, On the go, At a cafe"
yl0574,"At home, At the office"
7dJYrL,At home
pL0p0B,At a cafe
NA41kO,At home
RzZ9Md,"At home, At the office"
EPBVEB,At home
LdE2P1,At the office
1rbav4,"At home, At a cafe"
YZoAkW,At home
zK06rZ,"At home, On the go, At the office"
qbYlJg,"At home, On the go"
24b6lD,At home
YZolB0,"At home, At a cafe"
WAe71v,At home
5dlAod,At home
J2V4BR,"At home, At the office"
6d1Bx5,At home
aBjMgv,At home
LdE2B1,"At home, At the office, On the go"
GroPMQ,"At the office, At home, At a cafe, On the go"
8dJlOk,At home
421be5,On the go
yl0aKd,At home
NA4Zep,At home
LdE2AJ,At home
ZdG7oB,"At home, At a cafe"
OAj2QY,"At the office, At home"
QAxZKY,"At home, On the go"
VZ9eEj,"At home, At the office, At a cafe"
QAxZoX,"At home, At a cafe"
24bWa9,At home
RzZNGK,At home
kY0o0j,"At home, On the go, At a cafe"
EPBO42,"At the office, At home"
LdErgl,At home
NA4j2B,"At home, At the office"
dYZM4K,At home
4216Gr,At home
OAj2P8,At home
g5Ql6l,At home
1rbQAL,At home
PA2xLe,"At home, At the office"
zK09P8,"At the office, At home"
MArW1E,"At a cafe, At home"
J2VQK7,"At home, On the go"
KMPEj7,At home
421MJ5,At the office
zK09M0,At home
kY0oQe,"At home, At the office"
J2VQqz,At home
OAj6lM,At home
YZo1QW,At home
MArWYp,"At home, At a cafe"
ZdGM2V,"At home, At the office"
pL0QyP,At home
ZdGMlo,At home
g5QEA4,At home
kY02eZ,"At home, At a cafe, At the office"
bl2oOL,At home
xd0APy,At the office
EPB28o,At home
24bpOV,"At home, At the office"
EPB2bN,"At a cafe, At home, At the office"
LdEeGp,"At home, At the office"
MArWLM,"At a cafe, At home"
