submission_id,sweetener
OAj2QY,"Artificial Sweeteners (e.g., Splenda)"
QAxZKY,
VZ9eEj,
QAxZoX,Granulated Sugar
24bWa9,
RzZNGK,
kY0o0j,
EPBO42,
LdErgl,
NA4j2B,
dYZM4K,
4216Gr,"Artificial Sweeteners (e.g., Splenda)"
OAj2P8,
g5Ql6l,
1rbQAL,
PA2xLe,
zK09P8,
MArW1E,
J2VQK7,
KMPEj7,
421MJ5,
zK09M0,
kY0oQe,
J2VQqz,
OAj6lM,
YZo1QW,
MArWYp,
ZdGM2V,
pL0QyP,
ZdGMlo,
g5QEA4,
kY02eZ,
bl2oOL,
xd0APy,
EPB28o,
24bpOV,
EPB2bN,
LdEeGp,
MArWLM,"Honey, Maple Syrup, Granulated Sugar, Raw Sugar (Turbinado)"
yl0QNX,
GroOb2,
rl0ek5,
bl2oKe,
NA4a8G,Honey
7dJy1L,
oA0qlV,
xd05Ad,
pL0EGV,
PA27Bb,
RzZNVQ,
9d6k64,
QAxbe1,
xd0qov,
24bDag,
aBjRaE,
rl0eqL,
PA27P0,
xd0ABE,
8dJXEo,
ZdGML5,
5dlJgQ,
LdEejy,"Artificial Sweeteners (e.g., Splenda)"
EPB2YA,
6d1gzN,
KMP9bA,
J2VQ54,
lN0x46,
5dlJ7E,
BGLrPN,
8dJ9NA,
8dJ9Kr,
vN0Re8,
421ZLr,
YZo1L5,
LdE80y,
qbYyOg,
zK0VKg,
rl0XVo,
PA2o5x,
qbYyb5,
5dlNZb,
eBNbAx,
OAjR0a,
kY0LOR,
KMPXLX,
kY0LAr,
jB0KLJ,Granulated Sugar
Al6kbz,
WAe4Mv,
9d6eEV,
MAr0VX,
6d1qWP,
BGLvAQ,
eBNbyq,
YZo2x5,
ZdGxvo,
aBjWKB,
24b2lj,Honey
zK0Vo8,
8dJ9RO,
WAe4BP,
MAr0PY,
lN0pzW,
NA4zdQ,
GroMYZ,Granulated Sugar
jB0KJx,
EPBpMN,
24b2Vp,
1rbjEg,
g5QB6J,
6d1q4e,"Granulated Sugar, Maple Syrup, Brown Sugar, Raw Sugar (Turbinado)"
9d6eg4,
jB0Kq9,
DVXL6E,
dYZ7yV,
zK0VO1,
g5QBpN,
9d6ey1,
RzZOqv,
vN0R6X,
oA0JJb,
EPBpo2,
bl2aG2,
QAxGkp,
VZ9rRg,
ZdGxB5,
xd0G5k,
J2Vy5K,
J2VyvX,
7dJQ9R,
0EbXQy,
7dJQOz,
8dJ9Xl,
rl0XKo,
WAe4vv,
OAjRqk,
g5QBoJ,
zK0lMq,
RzZO7j,
NA4kXG,
8dJ9vP,
GroW6p,
YZo2Av,
1rbjQ4,
421Z6r,
PA2oG5,
OAjv1R,
lN0Q65,
DVXQzb,
DVXLgN,Granulated Sugar
Al6kVz,
EPB9LA,
rl07A5,
5dlRvv,Granulated Sugar
5dlRb6,
aBjWWX,
RzZp4P,
PA2KBx,"Artificial Sweeteners (e.g., Splenda)"
DVXQyq,
xd0KBy,
rl07PM,
rl07dX,
5dlRpZ,
5dlReZ,
xd0G4r,
9d6VR5,
eBN46E,
pL0a41,
rl07vR,
PA2K5d,
LdElkp,"Granulated Sugar, Honey, Agave Nectar, Brown Sugar, Raw Sugar (Turbinado)"
xd0KYG,
zK0lA1,
VZ9gJa,
pL0a6b,
DVXQWR,
LdEljG,
xd0KbG,
DVXQrl,
vN0ojg,
9d6Vk4,
pL0apZ,
rl077p,"Granulated Sugar, Raw Sugar (Turbinado)"
WAeyxR,
BGLM4e,
GroWMQ,
aBjVYE,"Raw Sugar (Turbinado), Granulated Sugar"
KMPbbz,
dYZr5V,
421e7X,Granulated Sugar
yl0L7g,
1rbq9p,
eBNkMk,Granulated Sugar
YZo82z,
YZoN0J,
0EbX29,
24bQXD,
bl2bV6,Granulated Sugar
7dJ62P,
RzZE4J,
DVXgkZ,
PA2VO5,
24bQeL,
YZo8eB,
6d1adB,
J2V52d,"Granulated Sugar, Raw Sugar (Turbinado)"
XeRXyj,Granulated Sugar
421eNB,
VZ92Pg,
yl0Vvp,
J2V5bo,
QAxPXX,
dYZBzr,
aBj7lZ,
dYZBeq,
PA2VP1,
qbY0XG,
7dJ6OZ,Brown Sugar
rl0zbN,
jB01jR,
8dJ7Bx,
bl2bP2,
zK0PpE,
YZoL0N,
xd0erk,
WAev9L,
OAjWlM,
yl0W28,
421gB5,
XeRKeY,
6d1XeN,
NA4epN,
jB0OZ1,
RzZ70j,
dYZ5bD,Granulated Sugar
LdERNp,
aBj8rq,
vN0QGX,
PA2VKd,
421g1O,
VZ9k9a,
6d1XRP,
ZdGpev,
g5QRJ1,"Honey, Maple Syrup, Brown Sugar"
0EbpD0,
421ga5,
0EbpkQ,
EPB4JX,
KMPqxg,
VZ92pM,
QAx6zA,
ZdGpJo,
24bMRg,
EPB4Pr,
yl0Wkd,
dYZ5VV,
7dJ852,
VZ9ky6,Raw Sugar (Turbinado)
zK0a8M,
0EbpWj,
yl0W8X,
PA2aJe,
5dly0Z,Granulated Sugar
VZ9kRv,Granulated Sugar
ZdGpqy,
rl0zKv,Honey
24bM69,
24bMXM,
ZdGpAe,"Artificial Sweeteners (e.g., Splenda)"
24bMBM,
24bMKD,
eBNdrx,
5dlyld,
6d1XAe,
rl0XqM,"Stevia, Granulated Sugar"
Al6V2y,
0EbpQP,
ZdG06a,Granulated Sugar
EPB2aL,
bl2BVe,
XeRVlO,
OAjpDK,
KMP7lD,
RzZXGp,
dYZLxV,
NA4KXN,
5dl6vZ,
kY0DK1,
LdEAbJ,
jB0dQ1,
24bqre,Granulated Sugar
LdEAEv,
jB0d5a,
EPBjLB,"Granulated Sugar, Raw Sugar (Turbinado)"
xd0kZv,"Artificial Sweeteners (e.g., Splenda)"
421WvY,
J2VaJR,
xd0kly,
aBjb9E,
24bqRp,
RzZXbd,
dYZLJV,
ZdG4ya,
RzZX9K,
24bqlL,
BGLOW1,
421W6r,
OA81Q7,
kY0D2o,
qbYx9g,
WAl9Oj,
XeOlxj,
pL0jMZ,
Rz8KDl,
AlWPBB,
blNVVL,
xd9xaJ,
5dEKdb,
MA8KaY,
WAeGGN,
9d2GlK,
24O8PA,
zKWXbR,
jBGDW1,
VZoE4y,
XeRVRg,Granulated Sugar
yleZ08,
VZoEby,
g5WjNP,
Rz8KZK,
Ld51Vj,
QA82OG,
vNqjz0,
vNqj6d,"Artificial Sweeteners (e.g., Splenda)"
J28KbJ,
kYOaKo,
blNVJE,
1rGP7O,
OA81vM,
OA81RM,
YZVD76,
OA81MA,
PA8jVx,
zKWXB8,"Honey, Maple Syrup, Granulated Sugar, Brown Sugar"
MA8K0E,
qbjZNG,
42PXe5,
8djo9k,
xd9x9d,
zKWXVZ,
6dr82B,
OA8Dag,"Granulated Sugar, Honey, Maple Syrup, Raw Sugar (Turbinado)"
5dEBbE,
QA8KBk,
oAlbEx,
42PXVo,
eB9qre,
eB9qxo,Granulated Sugar
dYQWYA,"Brown Sugar, Raw Sugar (Turbinado), Granulated Sugar"
g5WD9l,
Ld51Zj,
NA8pBb,
42P41o,
AlW7Qe,
OA8DVY,
PA8dEQ,"Raw Sugar (Turbinado), Maple Syrup, Granulated Sugar"
VZoLb6,
aBZQA2,
OA8Dka,
g5WDkJ,
oAlb5N,
8dj16r,
QA8KkY,
rl2jYo,
EP8kYr,
ylePpg,
GrYx7e,
8dj1jk,
6dr8pN,
PA8dLV,
DV04PZ,
9d2qaV,"Granulated Sugar, Brown Sugar"
PA8jy5,
XeOxkY,
AlW7kW,
g5WDB1,
VZoLrE,
QA8Kgl,
YZVjaW,
24OEMb,
Rz8GXv,
vNqjL4,
zKWxaE,
aBZQ8y,
NA8q7O,
eB955Q,
dYQb6K,
aBZNLW,
jBGe9E,
rl2y5l,"Maple Syrup, Stevia"
KM8plV,
ZdP9R0,
rl2DLl,Granulated Sugar
aBZOZ9,
pL4eJZ,
42Pazo,
9d2N4K,Granulated Sugar
XeO52V,
EP8qA2,
EP8zro,
AlWPgo,
AlWrjN,
aBZOvy,
xd9xzr,
VZopvE,
eB9ZWo,"Granulated Sugar, Honey, Brown Sugar, Raw Sugar (Turbinado)"
24Ojye,
8djNDz,Granulated Sugar
eB95oJ,
J281Po,"Brown Sugar, Raw Sugar (Turbinado)"
Rz8Wyj,
PA8RQB,
blN5jL,
5dEXJ6,
xd9x8J,"Granulated Sugar, Brown Sugar, Raw Sugar (Turbinado), Honey"
vNqX5D,
XeO56Y,
xd9Vbv,
pL4eYB,
NA8qGQ,
0EoV9y,
J281Nd,
DV0q8R,"Raw Sugar (Turbinado), Honey"
QA8oy1,
6drDoB,
VZopRa,
aBZ95W,
9d2GA1,
GrY6x2,
g5WaaK,
BG8EjA,
aBZ9GX,
aBZOMB,
AlWzdy,
jBGZ74,
rl2Djp,
zKWjyE,
9d2BvV,
KM8za7,
GrY6re,
OA8aLg,
NA8rA0,
5dEbDb,
jBGZBQ,"Granulated Sugar, Brown Sugar, Raw Sugar (Turbinado)"
GrY6JZ,
yleXOB,
OA8akK,
jBGZvR,
GrY6Xp,
zKWjd1,
Ld59k1,
MA81dX,
J28qao,
5dEbNZ,
VZoGry,
6drDqP,
1rGXe1,Granulated Sugar
PA8pVV,
AlWKzk,
lNVBok,
PA8pVe,Raw Sugar (Turbinado)
zKWNxa,
0Eo7O0,
9d2XD4,Raw Sugar (Turbinado)
VZojZl,
NA8DVN,
7d4bx9,
qbjab8,
jBGby9,
zKWNKE,
Ld5zz1,
XeOrQg,
dYQN8K,
rl2Bgl,
5dE4eE,Raw Sugar (Turbinado)
QA8Mk7,
g5WD6d,
jBGaVR,
Rz8dZK,Granulated Sugar
42PBdO,
GrYxZ2,
GrYKgp,
NA8Ddl,
DV0Kbq,
oAlDkx,
kYOb9r,
OA8lg7,
VZoGJ6,
VZojqJ,
42PQRd,
qbja4Y,Honey
Rz8KWd,
VZoL46,
WAl9ee,
PA8Dq0,
YZVR8v,
5dE4Ab,
oAlD8M,
1rGk8b,
rl2BZL,
vNqer0,
PA815b,
WAlEEN,
kYOe7j,
pL4y0y,
NA8lDl,Raw Sugar (Turbinado)
qbjDWk,
XeOJMV,
1rGdKM,
WAlrbP,
7d4L12,
J28p8z,
pL4y4y,
oAle1P,Granulated Sugar
DV0kER,
AlW2vk,
MA8N0g,
EP8dVX,
oAleL1,Stevia
9d2ZNX,
NA8l2Q,
8djaYO,
6drjXo,
PA81MP,
EP8d7o,
1rGdqL,
xd9Dxk,
BG8pae,
pL4y8E,
24OABe,
rl2Bzo,"Maple Syrup, Granulated Sugar"
ZdPO2B,
kYOGdZ,
zKWy91,
eB9rLO,
9d2Z6G,
pL4or1,
dYQ0DA,
1rG4xb,
5dE9EP,
9d2ZjQ,
24OALV,
pL4o2J,
8djLyl,
0Eo859,
9d2Zp1,
oAlRqe,"Brown Sugar, Honey"
6drK0J,
lNVO4V,
AlWp9o,Raw Sugar (Turbinado)
EP8lO4,
g5Wqll,
8djL45,
VZoPrv,
rl2oD5,
XeO40z,
oAl26X,
DV07Bp,
NA87DN,
MA8Ezl,
5dE9DN,
jBGlx4,
blNWNg,
GrYRLk,
GrYR0k,
MA8EAk,
OA8787,
24OKL9,
pL4D9E,
VZozlM,"Raw Sugar (Turbinado), Honey"
vNqPqv,Maple Syrup
kYONrJ,
aBZ2lE,
BG8xbQ,
AlWB5N,
DV076l,
Rz8D9K,"Granulated Sugar, Raw Sugar (Turbinado)"
jBGl1a,
AlWB1D,
24OK29,
24OPPA,
g5WGdN,
7d4xXA,
ZdPaNA,
ZdPadA,
eB9R6J,
VZoJ4g,
ZdPaGe,
zKWYR1,
1rGV6p,
BG87r1,
PA8OJ0,
QA8V6X,
WAlzbQ,
vNqyev,
aBZY5v,
8djQeY,
9d2D11,
PA8595,
XeOWRe,
qbjAN9,
42PxP5,
oAlMgx,
lNVdxp,
6dr2Be,
42PxMB,
0Eo6NQ,
zKWDg0,
6dr2lO,
EP8WgN,
Ld5WAz,
MA8bXl,
jBGQK9,
7d4Ng6,Raw Sugar (Turbinado)
NA86q0,
Rz80oj,
GrYz6e,
rl2AgR,
NA86AB,
24Oeej,
DV0Nvb,
zKWD61,
Ld5b5O,
24OerL,
QA8DA8,
Rz80VP,Granulated Sugar
AlWd4N,
8djKEr,
24OeoM,"Granulated Sugar, Stevia"
yle6oW,
NA8oKO,
5dEzOQ,
0Eox59,
Rz80kv,
7d4WYR,"Artificial Sweeteners (e.g., Splenda)"
oAlyxN,"Artificial Sweeteners (e.g., Splenda)"
OA8zZg,"Granulated Sugar, Honey, Maple Syrup"
1rGlOb,Granulated Sugar
OA8zpp,
GrYz2j,
PA8Add,
dYQ6Jo,
aBZBNE,
jBGB6Y,
ylelXW,
AlWdeD,
VZoZYg,
ylelvg,
VZoZvv,
qbjbj7,Raw Sugar (Turbinado)
Rz8zrp,
oAlALb,
ylelyX,
42P20r,
1rGVNl,
ylelbd,Granulated Sugar
YZVORq,
24OkKb,
ZdPV6A,Raw Sugar (Turbinado)
jBGM04,
0EoMMA,
dYQAjr,
YZVOYN,
rl2Kql,
DV010Z,
KM8oBX,Granulated Sugar
g5WA1N,
8djkWx,
GrY142,
Ld5GRl,
PA8Exx,
7d4ZRR,
xd9ZYo,
GrY1GO,
0EoPBN,
eB9EEo,
24OrLb,Granulated Sugar
YZVdVv,
PA80Pe,
J280BR,
oAlO1e,
zKWe98,
xd9Z7o,
yleDb4,
7d4NML,
24Or0b,
QA80QA,
KM80XK,
8djGNl,
oAlOxx,
oAloDO,Granulated Sugar
OA80vA,
Rz8L7Q,
0EoLb0,
GrYLqQ,
KM8Lgg,
zKWJ7k,
dYQjYd,
AlWDde,
WAlYYN,"Granulated Sugar, Honey"
5dEvMP,
YZVYvz,
dYQjpN,
EP8Dr2,
NA8Y1O,Raw Sugar (Turbinado)
OA8Yxa,
42PveX,"Artificial Sweeteners (e.g., Splenda)"
eB92Gx,
GrYDNp,
oAldrV,
NA8Yvp,
kYOWV1,
qbjKvY,Granulated Sugar
DV0JEj,
pL472P,
yleEB8,
42PoWY,Granulated Sugar
0Eo8pZ,
NA805j,
jBG96E,
zKWQja,
42PN8B,
42PN2B,
GrYBJQ,
WAlpBj,
VZo1bM,Granulated Sugar
EP8bar,
8djpW5,
kYORko,Granulated Sugar
VZo1BJ,Granulated Sugar
J28kGo,
vNqxbv,
vNqxp0,
AlWbko,
0EojW0,
VZo1el,
lNVlPX,
Ld5MLO,Granulated Sugar
aBZjQZ,
XeOBKz,
xd90dy,
jBG0la,
vNq0Xl,
XeORJY,
6dr1OO,
GrYoqQ,
VZo946,
1rGbOg,
AlW6Nz,
eB9Nlk,
Rz8Z7p,
PA82QV,
VZo91E,
J288qz,
Rz88xv,"Granulated Sugar, Brown Sugar, Maple Syrup, Honey, Raw Sugar (Turbinado)"
24OOAe,
6drrRk,
xd99Ny,
J288B7,
DV00VZ,
MA88WM,
vNqq14,
xd99Gr,Granulated Sugar
7d4JOR,
5dE89b,
VZovVj,Granulated Sugar
oAlKke,
42PAoA,
YZVpBz,
WAlD0e,
aBZAYE,
5dEeb6,
aBZK8b,
7d4aDz,
xd9R4v,"Honey, Granulated Sugar, Raw Sugar (Turbinado)"
zKWGyq,
aBZAD2,
BG8jLe,
6drWyB,"Granulated Sugar, Raw Sugar (Turbinado)"
NA8Mj0,
GrYq4p,
aBZAWW,
jBGkaJ,"Artificial Sweeteners (e.g., Splenda), Stevia"
8djRol,
g5WkQK,
vNqdzg,"Stevia, Granulated Sugar"
PA8GWe,
zKWLyk,
eB9v7O,
YZVkOB,
blNvR1,
lNVvz6,
QA8kPp,
0EoaXN,Granulated Sugar
9d24ZK,
24O70L,
lNVv5V,
BG8eRe,
Ld5oZj,
KM8R9z,
ylegqW,"Granulated Sugar, Honey"
jBGgEQ,Raw Sugar (Turbinado)
7d4jzR,
NA8gMW,
0EolEy,
vNqpVl,
rl2pWX,
24OZrj,"Artificial Sweeteners (e.g., Splenda)"
24OZ99,
GrYyvj,
aBZo4W,
GrYyv2,
oAlpr1,
blNyVg,Raw Sugar (Turbinado)
kYOQN1,
DV0Py5,
KM8Nkg,Granulated Sugar
MA82rp,
KM8718,
DVABNq,"Artificial Sweeteners (e.g., Splenda), Stevia"
PAvpP1,
aBK9lZ,
7d1qYZ,
aBK5GX,
241AGA,
oAK2l5,
eBKaMk,
g5Y9XO,
AlAB5z,
oAKGpN,
zK2YQq,
dYKdod,
7d1xrR,
aBKYRX,
oAKMjb,
kYKybM,
WADNek,
NAM6Yp,
jB5yQ9,
yljly0,
oAKBJe,
eBKAGk,
KMv6KK,
vNE2Zl,
KMvLNM,
lNKWjB,
PAvXE5,
9dpvKG,
0E1vgN,"Artificial Sweeteners (e.g., Splenda)"
OAdJzR,Granulated Sugar
pLRWYb,
5d8GLd,
1rDJYl,
241vE9,
rlGraX,
KMvJZX,
BGADYN,
g5YNYd,
YZpzy0,
OAdBMa,
dYK2oV,
vNE0Dd,
J2XkXd,
vNE0Y8,
DVAXPb,
EPv8WN,
YZpVlq,
jB5MEY,
42AA2k,
DVAAYl,"Honey, Granulated Sugar"
g5YW51,
WADM8v,"Stevia, Granulated Sugar, Artificial Sweeteners (e.g., Splenda)"
NAMbXp,
1rDDZO,
qboJdg,
0E11K6,Raw Sugar (Turbinado)
pLRJ9y,
QAvzjk,
EPvZjN,
xd4RKr,
42Ap4O,
0E1D5Z,
g5YkOd,
ZdvD8z,
lNKMov,
rlGJKR,
RzvkQl,
241oZD,
aBKzLq,Raw Sugar (Turbinado)
Xe1QPj,
GrX79O,
DVAW05,
MAvG7g,
QAv458,
KMvO2z,
8dAEWk,
VZvdYN,
BGADV5,
yljg5d,
pLR9Z1,Granulated Sugar
pLR1jb,
g5YxdK,
7d1ge9,
oAKaVP,
ZdvLxe,
lNK9jV,
PAvLGe,
Xe1dzY,
6dAGGe,
7d1YLZ,
vNEaD0,
pLRNKb,
zK2AN0,
LdvjJ2,
DVAoQj,
xd4bKy,
blKRbo,
xd48r9,"Brown Sugar, Honey, Maple Syrup"
9dp0bY,
Rzvqrp,
GrXOqp,"Artificial Sweeteners (e.g., Splenda), Stevia, Granulated Sugar"
0E1qKB,
GrXOXp,
7d1rKL,
Zdvr9y,
vNE5Og,
8dA45x,Granulated Sugar
Xe1PKP,
g5Y6KP,
pLR20y,
RzvqeQ,
8dABok,
8dAB1r,
OAd2ZY,
kYK2lj,
RzvADQ,
9dp82p,Granulated Sugar
NAMaMQ,
pLRElV,Granulated Sugar
241pJj,
jB5KdJ,
eBKxvq,
dYKPVN,
GrYYvz,"Granulated Sugar, Brown Sugar"
jB5Ne4,
5d8Rbo,
7d1GbZ,
OAdOL8,
blK0G0,
xd4kxy,
g5YRyl,"Artificial Sweeteners (e.g., Splenda)"
Xe1KVj,
VZvREv,
zK2p0M,
J2XaDr,
pLRj4B,
yljKbW,"Agave Nectar, Granulated Sugar"
VZvRWl,
blY5eZ,
Al47oW,
lNYaNN,
WAKOvP,
8d6Nxl,
jBJeBJ,
QAz1z7,
lNYBPN,
PAbpo1,
1rNdW1,
oA5EQ1,
KMW55V,
Zd1Eao,"Maple Syrup, Raw Sugar (Turbinado)"
VZbQlv,
rlJOM2,
8d6ZNA,
NAbX0l,
DVxplq,
Xe84rd,
blYW2Z,
NAb78l,"Artificial Sweeteners (e.g., Splenda)"
oA5285,
eB0aEx,"Granulated Sugar, Artificial Sweeteners (e.g., Splenda), Stevia, Raw Sugar (Turbinado)"
vNJP54,
RzbPjj,
oA5GOM,
Al4vRB,
9dRQYG,
24lNeL,"Maple Syrup, Agave Nectar"
9dRDjY,
NAb6Pb,
dY86Dq,
vNJA6l,
OAbzv7,
eB0BZq,
BGjXPN,Granulated Sugar
9dRdbV,
DVx1aR,
J2eDgY,
GrqJeo,
Xe8YXY,
VZbMby,
RzbJ9v,
VZb1Wv,
qbJoAk,
xdR4ro,
PAbvbe,
rlJGpv,
VZbv6N,"Brown Sugar, Raw Sugar (Turbinado), Artificial Sweeteners (e.g., Splenda)"
24l1RL,
OAbV78,
xdRgQy,
5de0vv,
g5JybJ,
42p4kd,
42paed,
eB0ezx,"Granulated Sugar, Maple Syrup, Brown Sugar"
Ld69rj,
aBaYav,
DVZNMN,
eBYArx,
AljJve,
J2WRlr,"Granulated Sugar, Brown Sugar"
7dpxRz,
PAGExV,
PAG05P,"Granulated Sugar, Artificial Sweeteners (e.g., Splenda)"
8dRe5Y,
RzVLkd,
Xe2EGV,
42pjyB,Granulated Sugar
1rpMZg,
GrQL1z,
qbkKrG,
rlkdNv,
OAoB5M,
bl62ee,Raw Sugar (Turbinado)
GrQYrj,
bl6Nr2,Raw Sugar (Turbinado)
YZxV75,Raw Sugar (Turbinado)
8dRAxz,
BG2jrR,
BG2j71,
lNMvqk,
5dpOVM,
jBkEvR,
ZdZWkv,
dYkpxA,
0EDlP0,
42pdPB,
zK1oKM,
24Dylp,
QAOaNl,
KMaZGk,
24DYOb,
24DYpV,
KMa2YK,
dYkJoN,
Ld6L9j,
blYxP2,
KMaj18,
24DOYj,
dYkydo,
Ld68Ay,
RzVOOv,
yldOGB,
oAkX95,
Ld6lQ2,
oAkXAP,
aBa8l9,Stevia
qbkxdk,
lNMoMv,
J2Wa7X,
J2M1ko,
7dMLqa,"Granulated Sugar, Raw Sugar (Turbinado)"
42zJob,Granulated Sugar
MAMNrY,
eBvrAl,
BG0pZK,
VZDzDg,
ZdDdjy,
pLvp8J,
J2M4vz,
lNvxGB,
jBv18R,
42zgZb,
BG0OK1,
24o8aA,
kYzalJ,
42OQ7r,
NAPD6p,
zKdykZ,
RzjoPd,Granulated Sugar
jBzo99,Granulated Sugar
Grb9O2,
g5z9gM,
OAE5V7,
5dVzNP,
DVaVJ5,
7dEobZ,
9d4vR4,
vNzL7d,
GrbJYp,
Al96kN,
MAV78l,
Al9jbl,
24oDgL,
blzzoL,
VZNxYM,Brown Sugar
DVaWjl,Raw Sugar (Turbinado)
KMGOe7,
blzgY1,
KMGOjK,
LdOgG1,
yl1GZ8,
Zdegkz,
BGe5v5,
eBz8bE,"Honey, Granulated Sugar"
xdz8yk,
oAzL9x,
0EkEeB,
QA4GOY,
9d4eBQ,Stevia
rlYNrp,
rlqy52,
qbN5N7,
AlQKkB,
8dEazr,
DVWzjb,Raw Sugar (Turbinado)
oAxM95,
lN4RDV,
jBEq21,
QAEpMA,
xd67ZE,
WAZarR,
OAVNZK,
jBEVgx,
aBlMgq,
oAxPWX,Granulated Sugar
qbN99Y,"Maple Syrup, Brown Sugar"
Ldo8Pz,
0EAKN6,
J2BN4o,
9dxN61,
xdgr4o,
LdVpav,
BG67VA,
Xe90az,
1rO7Wp,
dYzkGz,
kYgAej,
1rOvvQ,
1rOvMQ,
Rz2JQv,
ZdWzBV,
24VxvM,"Honey, Agave Nectar, Granulated Sugar"
pL54N8,Granulated Sugar
QAjOAg,
42EpEY,
PA44VP,
vNgpPD,
g5ggRM,
rlgbDN,
0EGYe9,Granulated Sugar
