submission_id,why_drink
kYRBL6,"It tastes good, I need the caffeine, I need the ritual"
DVv6oR,It tastes good
GrBAGj,"It tastes good, I need the caffeine, I need the ritual"
24xG9L,"It tastes good, I need the ritual"
lNlkGW,"It tastes good, I need the ritual"
vNx58v,"It tastes good, I need the ritual"
g5N6BN,It tastes good
OABMRK,"It tastes good, I need the caffeine"
eBxWVq,"It tastes good, I need the ritual"
g5N621,"I need the ritual, I need the caffeine, It tastes good"
5dqPJM,"It tastes good, It makes me go to the bathroom"
7d9ryL,"I need the ritual, It tastes good"
aBrq7E,"It tastes good, I need the caffeine"
XeBPa4,It tastes good
kYRBqJ,It tastes good
24xGGL,"It tastes good, I need the caffeine"
aBrqqq,"I need the caffeine, It makes me go to the bathroom, I need the ritual, It tastes good"
VZ1O6v,"I need the ritual, I need the caffeine, It tastes good"
jB9AjR,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
AlbeM0,"It tastes good, I need the caffeine"
NAB1ZQ,"It tastes good, It makes me go to the bathroom, I need the ritual"
xdN5GG,"It tastes good, I need the ritual, I need the caffeine"
oAVLJX,"I need the caffeine, It makes me go to the bathroom"
lNlkx5,"It tastes good, Other, I need the ritual"
ZdRrqa,"It tastes good, I need the caffeine, I need the ritual"
OABM28,"I need the ritual, I need the caffeine, It tastes good"
xdN5by,"It makes me go to the bathroom, It tastes good, I need the caffeine"
ylq5Lp,It tastes good
0EjR96,"It tastes good, I need the caffeine, I need the ritual"
dY2eMA,"I need the ritual, I need the caffeine, It tastes good"
jB9A4x,It tastes good
42NV5B,It tastes good
oAVLZP,"It tastes good, I need the caffeine, I need the ritual"
EPb77X,"It tastes good, I need the ritual"
pLPpQV,It tastes good
OABMq7,"It tastes good, I need the ritual"
PABJJ5,"It tastes good, I need the ritual"
1r2oQQ,"It tastes good, I need the caffeine, I need the ritual"
6dQEoO,"It tastes good, I need the ritual"
24xG6V,"It tastes good, I need the ritual"
lNlkkB,It tastes good
oAVL8e,"I need the caffeine, It tastes good"
rlrMz5,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
42NV0k,"It tastes good, I need the ritual"
MAdpZp,"It tastes good, I need the caffeine"
eBxW4E,"It tastes good, I need the ritual"
rlrM4v,It tastes good
OABMx7,"It tastes good, I need the caffeine, It makes me go to the bathroom"
OABMZR,It tastes good
GrBAPo,"It tastes good, I need the caffeine"
PABJxQ,I need the ritual
jB9AKR,"It tastes good, I need the caffeine, I need the ritual"
QABl98,
xdN55y,
lNlk8B,"It tastes good, I need the caffeine"
NAB1kW,"It tastes good, I need the ritual, I need the caffeine"
PABJQ5,"It tastes good, I need the ritual"
dY2eOz,"I need the caffeine, It tastes good, It makes me go to the bathroom"
LdML8G,"I need the caffeine, It tastes good"
ylq5O0,Other
9dJjAp,"It tastes good, I need the ritual, I need the caffeine"
NAB1GW,"I need the caffeine, I need the ritual"
GrBAGo,"It tastes good, I need the caffeine, I need the ritual"
7d9rG9,It tastes good
24xGWV,"It tastes good, I need the ritual"
5dqPRP,"It tastes good, I need the caffeine, I need the ritual"
KMBK9M,"I need the caffeine, It tastes good"
kYRB26,"It tastes good, I need the caffeine, I need the ritual"
ZdRrry,It tastes good
g5N6ld,"It tastes good, I need the caffeine, I need the ritual"
DVv6Qj,It tastes good
aBrqW9,"It tastes good, I need the caffeine"
MAdpxX,"It tastes good, I need the caffeine"
rlrM9l,"I need the ritual, It tastes good"
7d9r0P,"It tastes good, I need the ritual"
BGbWRN,"It tastes good, I need the ritual"
BGbWNA,"It tastes good, I need the caffeine"
xdN5Wo,It tastes good
9dJjb1,"It tastes good, I need the ritual"
bl4Q1g,"I need the ritual, It tastes good"
9dJjeG,It tastes good
J2kvPd,"It tastes good, I need the caffeine"
EPb7oX,"It tastes good, I need the caffeine, I need the ritual"
RzByAl,It tastes good
PABJKd,"It tastes good, I need the ritual"
42NVZb,"It tastes good, Other"
QABlZg,"It tastes good, I need the caffeine"
kYRBBM,"It tastes good, It makes me go to the bathroom"
qbE1r2,Other
vNx55Q,It tastes good
YZzll5,"It tastes good, I need the caffeine, I need the ritual"
QABlQp,"It tastes good, I need the caffeine, I need the ritual"
jB9ARE,It tastes good
EPb7Ro,"It tastes good, I need the caffeine, I need the ritual"
9dJjz4,
qbElL5,
RzBy7P,It tastes good
pLPpjE,"I need the caffeine, It tastes good"
jB9AO6,
BGbWMA,"It tastes good, I need the caffeine, I need the ritual"
dY2yqN,
ylqaNd,
zKQ5P8,"It tastes good, I need the caffeine, I need the ritual"
24xGqb,"It tastes good, I need the caffeine"
MAdpog,"It tastes good, I need the caffeine"
YZzAPv,It tastes good
NAB1Kb,"It tastes good, I need the caffeine"
qbE1xk,It tastes good
PABqjP,"It tastes good, I need the ritual, It makes me go to the bathroom"
rlrMx5,It tastes good
oAVj6M,It tastes good
rlrZ5X,"It tastes good, I need the ritual"
OABN4a,
aBrMNW,"It tastes good, I need the ritual"
ZdRrpv,"It tastes good, I need the caffeine, I need the ritual"
VZ16zj,
0EjWQP,"It tastes good, I need the ritual, I need the caffeine"
24x6Eg,"It tastes good, I need the caffeine, I need the ritual"
zKQ6jg,
24x6XM,"It tastes good, I need the ritual, I need the caffeine"
5dqAXv,"I need the ritual, It tastes good"
bl4Jq7,"I need the caffeine, It tastes good"
OABMpA,"I need the caffeine, It tastes good"
qbElGO,It tastes good
WAp79L,It tastes good
PABq11,"It tastes good, I need the caffeine, I need the ritual"
eBxWdo,"It tastes good, I need the caffeine, I need the ritual"
QABlgk,"It tastes good, I need the caffeine, It makes me go to the bathroom"
NABZrp,"It tastes good, I need the ritual"
8dp4vo,"It tastes good, I need the caffeine"
oAVL4M,It tastes good
8dplLl,I need the caffeine
MAdxD8,"It tastes good, I need the caffeine"
VZ16pN,"It tastes good, I need the caffeine"
jB9VDY,"I need the ritual, I need the caffeine, It tastes good"
bl4J97,"It tastes good, I need the ritual, I need the caffeine"
zKQ6xZ,It tastes good
6dQEb5,"I need the caffeine, It makes me go to the bathroom"
0EjWrQ,"It tastes good, I need the caffeine, I need the ritual"
ZdRBOV,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
MAdxeE,"I need the caffeine, I need the ritual, It tastes good"
VZ16p6,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
lNlEBX,"It tastes good, I need the ritual"
dY2eLN,"It tastes good, I need the caffeine, I need the ritual"
rlrZOo,
Albe1W,"It tastes good, I need the ritual"
1r2o1L,"It tastes good, I need the caffeine, I need the ritual"
VZ16G6,"It tastes good, I need the ritual, I need the caffeine"
zKQ6YM,It tastes good
BGbRde,"It tastes good, I need the caffeine, I need the ritual"
rlrMNL,
LdMLA2,"I need the ritual, It tastes good, I need the caffeine"
42NbKA,"It tastes good, I need the ritual, It makes me go to the bathroom"
lNlEbV,"It tastes good, I need the ritual"
pLP2rP,"I need the ritual, It tastes good"
DVv6rp,"It tastes good, I need the ritual"
lNlko6,"It tastes good, I need the caffeine, Other"
eBxW1o,"It tastes good, I need the ritual"
VZ16El,"I need the ritual, It tastes good"
BGbWPY,"It tastes good, I need the ritual"
AlbX7o,"It tastes good, I need the ritual"
oAVLrM,"It tastes good, I need the caffeine, I need the ritual"
1r2aW4,"It tastes good, I need the caffeine"
RzB9Kv,"It tastes good, I need the caffeine, I need the ritual"
5dqAzE,
1r2oqO,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
42NbKr,"It tastes good, I need the ritual, Other"
24x6PD,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom"
OABNlM,It tastes good
8dp47Y,"It tastes good, I need the ritual, It makes me go to the bathroom"
RzB9WQ,"It tastes good, I need the caffeine"
jB9VZ1,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
oAVj2b,"It tastes good, I need the ritual"
jB9VlQ,"It tastes good, I need the caffeine, I need the ritual"
GrBA2z,"It tastes good, I need the ritual"
9dJKQ5,"I need the caffeine, It tastes good"
aBrMdX,It tastes good
EPbOWB,"It tastes good, I need the caffeine, I need the ritual"
OABNQk,It tastes good
dY2yEV,"It tastes good, I need the ritual"
vNx9Yl,"It tastes good, I need the ritual"
dY2yWD,"It tastes good, I need the ritual"
bl4J50,"It tastes good, I need the caffeine"
WAp7OL,"It tastes good, I need the ritual"
zKQ6yk,"It tastes good, I need the ritual"
DVvGKE,I need the caffeine
MAdxRk,"It tastes good, I need the caffeine"
YZzlN6,"It tastes good, I need the ritual"
zKQ6Ng,"I need the caffeine, It tastes good"
pLP2ey,"It tastes good, I need the caffeine"
KMBjeD,"It tastes good, I need the caffeine, It makes me go to the bathroom"
KMBjzD,"It tastes good, I need the caffeine"
5dqAKb,"I need the caffeine, It makes me go to the bathroom, It tastes good"
vNx9eg,"It tastes good, I need the caffeine, It makes me go to the bathroom"
aBrM4Z,"It tastes good, I need the caffeine"
EPb74L,"It tastes good, I need the caffeine, I need the ritual"
kYRPbd,"It tastes good, I need the ritual"
PABq91,"It tastes good, I need the caffeine"
RzB9oK,It tastes good
jB9Vb1,"It tastes good, I need the caffeine"
qbE12k,"It tastes good, I need the caffeine, I need the ritual"
J2k4dX,"I need the caffeine, It makes me go to the bathroom, It tastes good"
zKQ6DM,It tastes good
7d9kl6,"It tastes good, I need the caffeine, I need the ritual"
8dplQz,"It tastes good, I need the caffeine, It makes me go to the bathroom, I need the ritual"
QABQeY,Other
6dQB8o,"It tastes good, I need the caffeine"
MAdxEk,"It tastes good, I need the caffeine, I need the ritual"
6dQB7J,It tastes good
9dJK9E,It tastes good
XeBb0L,"It tastes good, I need the ritual, I need the caffeine"
AlbX2y,"It tastes good, I need the ritual"
QABQ5G,It tastes good
GrBPdk,"It tastes good, I need the caffeine"
kYRPEo,"It tastes good, I need the ritual"
VZ165y,"It tastes good, I need the ritual"
7d9kWR,"I need the ritual, I need the caffeine, It tastes good"
xdNWMd,"It tastes good, I need the caffeine, I need the ritual"
24x6jM,I need the caffeine
DVvGkl,"It tastes good, I need the ritual"
7d9kx0,I need the caffeine
aBrMYb,It tastes good
XeBboP,"It tastes good, I need the caffeine, I need the ritual"
oAVj9N,"It tastes good, I need the caffeine"
lNlEeo,"It tastes good, I need the caffeine, I need the ritual"
LdM2zJ,"It tastes good, I need the ritual"
YZzARv,"I need the ritual, It tastes good"
bl4Je6,"I need the caffeine, It tastes good"
lNlEOo,"It tastes good, I need the caffeine"
rlrZDX,"It tastes good, Other"
g5NoGD,It tastes good
vNx9Dg,
dY2yar,It tastes good
PABqj0,"It tastes good, I need the caffeine, I need the ritual"
42Nb7r,"It tastes good, I need the caffeine"
VZ16zM,"It tastes good, I need the caffeine, It makes me go to the bathroom, Other"
8dplzr,"It tastes good, I need the ritual"
g5N6RK,"It tastes good, I need the caffeine"
EPbO52,It tastes good
g5NoqP,"It tastes good, I need the ritual, I need the caffeine"
KMBj1X,I need the caffeine
jB9VQJ,"It tastes good, I need the ritual"
24xGMA,It makes me go to the bathroom
6dQBLN,It tastes good
xdNWav,"It tastes good, I need the caffeine"
ylqaYX,It tastes good
KMBjVX,"It tastes good, I need the caffeine"
8dplKP,It tastes good
oAVjb5,"I need the caffeine, It tastes good"
rlrZao,It tastes good
EPbOQr,"It tastes good, I need the caffeine"
OABN1k,"It tastes good, I need the ritual, I need the caffeine"
WAp75v,It tastes good
QABQVX,"It tastes good, I need the caffeine, I need the ritual"
OABMOp,"It tastes good, I need the caffeine, I need the ritual"
VZ1ORl,"I need the caffeine, I need the ritual"
oAVj65,"It tastes good, I need the caffeine, It makes me go to the bathroom"
YZzlE0,"It tastes good, I need the ritual"
aBrMQW,
rlrZA2,"It tastes good, I need the ritual"
ylqa28,"It tastes good, I need the ritual"
OABNQM,"It tastes good, It makes me go to the bathroom"
6dQBjA,"I need the ritual, I need the caffeine"
BGbRxR,"It tastes good, I need the ritual"
xdNWDd,"It tastes good, I need the ritual"
pLPplE,It tastes good
eBxXZJ,"It tastes good, I need the caffeine, I need the ritual"
BGbR7R,"I need the caffeine, I need the ritual, It tastes good"
EPbOxB,"It tastes good, I need the caffeine, I need the ritual"
qbElA9,"It tastes good, I need the caffeine, I need the ritual"
0EjW6B,It tastes good
xdNWx9,"It tastes good, I need the caffeine"
PABJad,It tastes good
BGbRpe,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
WAp7Ee,"It tastes good, I need the caffeine, I need the ritual"
DVvGdN,"It tastes good, I need the ritual"
EPbOqA,"It tastes good, I need the caffeine"
42NbXo,Other
qbElDO,"It makes me go to the bathroom, I need the caffeine, I need the ritual, It tastes good"
kYRBDj,"It tastes good, I need the ritual, It makes me go to the bathroom"
lNlkJp,"I need the caffeine, It tastes good"
24x68b,I need the caffeine
VZ16j6,Other
1r2aA4,"It tastes good, I need the ritual, I need the caffeine"
xdNWa5,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom"
8dplNk,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
BGbRXK,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
J2k4AK,"It tastes good, I need the caffeine"
NABZWj,"It tastes good, I need the caffeine, I need the ritual"
1r2a91,"It tastes good, I need the caffeine, I need the ritual"
42NbB5,"It tastes good, I need the caffeine, It makes me go to the bathroom, I need the ritual, Other"
aBrM5Z,"It tastes good, I need the ritual"
0EjRN0,It tastes good
oAVjDN,"I need the caffeine, It tastes good"
pLP2dP,"It tastes good, I need the caffeine, I need the ritual"
VZ16Qj,"I need the caffeine, I need the ritual"
PABJa0,"It tastes good, I need the ritual"
g5N6yK,"It tastes good, I need the caffeine"
NABZl0,"I need the ritual, It tastes good"
AlbXve,"It tastes good, I need the caffeine, I need the ritual"
GrBP6O,It tastes good
NABZoO,"It tastes good, I need the caffeine"
KMBj5g,
lNlErN,"It tastes good, I need the ritual, It makes me go to the bathroom"
42NbxA,"It tastes good, I need the caffeine, I need the ritual"
OABN7a,Other
DVvGBE,"It tastes good, I need the caffeine"
LdMLRO,"It tastes good, I need the caffeine"
6dQBeN,"It tastes good, I need the caffeine, I need the ritual"
5dqPWP,I need the ritual
ZdRBEV,"I need the caffeine, It tastes good, I need the ritual"
8dploo,
0EjW7A,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom"
0EjWOB,"It tastes good, I need the caffeine"
xdNWJd,"I need the ritual, It tastes good, I need the caffeine"
dY2yNV,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
0EjR2Q,Other
qbEla5,"It tastes good, I need the caffeine"
YZzAaW,It tastes good
AlbXlz,
OABNAg,
NABZVl,
0EjWj6,
24x649,"It tastes good, I need the caffeine"
dY2yYK,"It tastes good, I need the caffeine, It makes me go to the bathroom"
0EjWLN,It tastes good
DVvGNZ,It tastes good
MAdx5M,"I need the ritual, I need the caffeine, It tastes good"
zKQ6eR,"It tastes good, I need the caffeine, I need the ritual"
NABZ0l,"I need the ritual, I need the caffeine, It tastes good"
vNx920,I need the caffeine
RzB9zj,"It tastes good, I need the ritual, I need the caffeine"
EPbOJX,
oAVjvM,
9dJK1Q,It tastes good
EPbOPr,
J2k42R,I need the caffeine
ylqaq4,"It tastes good, I need the ritual"
8dplpx,"It tastes good, I need the caffeine"
rlrZLl,"It tastes good, I need the ritual"
eBxX20,"It tastes good, I need the ritual"
DVvGDq,"I need the ritual, It tastes good, I need the caffeine"
42NboO,"It tastes good, I need the caffeine"
dY2yPo,"It tastes good, I need the caffeine"
GrBPJo,"I need the caffeine, It makes me go to the bathroom"
zKQ6W1,"It tastes good, I need the ritual"
EPbOJN,"It tastes good, I need the caffeine, I need the ritual"
eBxXL0,"It tastes good, I need the caffeine, I need the ritual"
EPbO04,"It tastes good, I need the caffeine, It makes me go to the bathroom"
PABql5,"I need the ritual, It tastes good, I need the caffeine"
1r2aEp,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
1r2avQ,It tastes good
aBrMrq,"I need the caffeine, I need the ritual, It tastes good"
5dqAEM,"It tastes good, I need the caffeine"
rlrZdl,"I need the ritual, It tastes good"
aBrMGB,"It tastes good, I need the ritual"
kYRP51,
PABqX5,"It tastes good, I need the caffeine, I need the ritual"
ylqaop,"It tastes good, I need the caffeine"
5dqAeP,It tastes good
aBrMK9,It tastes good
aBrMEv,"I need the caffeine, It tastes good"
MAdxOM,"It tastes good, I need the caffeine, I need the ritual"
PABqbd,It tastes good
ZdRBP0,"It tastes good, I need the caffeine"
g5NoJ1,
VZ16bE,"It tastes good, I need the ritual, I need the caffeine"
VZ168g,"It tastes good, I need the caffeine, I need the ritual"
xdNWPy,"It tastes good, I need the caffeine"
oAVjyx,"It tastes good, I need the ritual"
ZdRBYz,I need the caffeine
6dQBOB,"It tastes good, I need the caffeine"
QABQr7,"It tastes good, I need the ritual"
aBrM0v,"It tastes good, I need the ritual"
bl4J62,"It tastes good, I need the ritual, I need the caffeine"
ZdRBRy,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
DVvGJq,It tastes good
42Nb1b,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
qbElY2,"It tastes good, Other"
ZdRBZa,"It tastes good, I need the caffeine, I need the ritual"
OABNzg,"It tastes good, I need the ritual, It makes me go to the bathroom"
xdNW0o,"I need the caffeine, I need the ritual, It tastes good"
xdNWPo,It makes me go to the bathroom
kYRPZR,"I need the caffeine, It makes me go to the bathroom, Other"
J2k4D4,"It tastes good, I need the caffeine"
9dJKo1,It tastes good
kYRPpd,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
BGbRD5,I need the caffeine
rlrZlR,It tastes good
AlbXqk,"It tastes good, I need the caffeine"
rlrZKN,It tastes good
MAdxAA,I need the caffeine
AlbXWB,"I need the caffeine, It tastes good"
MAdxYp,"It tastes good, I need the caffeine, I need the ritual"
oAVjKX,"It tastes good, It makes me go to the bathroom"
rlrZ2M,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
YZzAx6,It tastes good
bl4JY2,"It tastes good, I need the caffeine, It makes me go to the bathroom"
OABNdp,"It tastes good, I need the caffeine, I need the ritual"
oAVjBP,"It tastes good, I need the caffeine"
WAp70N,It tastes good
LdM20v,"It tastes good, I need the caffeine"
lNlE46,"It tastes good, I need the caffeine, It makes me go to the bathroom"
DVvGbX,
lNlE0W,It tastes good
KMBj08,"It tastes good, I need the ritual"
jB9VJ6,I need the ritual
YZzAVq,It tastes good
jB9Vz9,It tastes good
0EjWPy,"It tastes good, I need the ritual"
42NbpB,"It tastes good, I need the caffeine, I need the ritual"
42NbGd,"It tastes good, I need the caffeine"
1r2aNO,"It tastes good, I need the caffeine, I need the ritual"
PABq2b,"It tastes good, I need the caffeine, I need the ritual"
NABZBQ,It tastes good
NABZLB,"It tastes good, I need the ritual"
lNlENv,It tastes good
WAp7Pj,"I need the caffeine, It tastes good"
rlrZqL,"It tastes good, I need the caffeine, I need the ritual"
kYRPxZ,"I need the caffeine, It tastes good"
24x6JL,"It tastes good, I need the caffeine"
AlbX9N,It tastes good
VZ16Zy,"It tastes good, I need the caffeine, I need the ritual"
9dJK44,It tastes good
YZzAzd,"It tastes good, I need the caffeine, I need the ritual"
RzB9gQ,"It tastes good, I need the ritual"
XeBbB4,"I need the caffeine, It tastes good, I need the ritual"
24x67A,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom"
zKQ6G8,Other
qbElE7,"It tastes good, I need the ritual, I need the caffeine"
PABqGd,It tastes good
qbElN8,"I need the caffeine, I need the ritual, It makes me go to the bathroom"
9dJKWV,"It tastes good, I need the ritual, Other"
rlrZgp,
ylqa04,"It tastes good, I need the caffeine"
0EjWZ0,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
lNlEyv,"I need the caffeine, It makes me go to the bathroom"
g5Nok1,"It tastes good, I need the ritual"
1r2a6L,"It tastes good, I need the caffeine, It makes me go to the bathroom"
g5NoNd,Other
LdM2qy,"I need the caffeine, It tastes good"
DVvGYX,"It tastes good, I need the caffeine, It makes me go to the bathroom"
zKQ6OZ,
bl4JE6,I need the ritual
xdNWLd,It tastes good
zKQ6gZ,"I need the caffeine, It tastes good"
QABQkk,"I need the caffeine, It tastes good"
OABNL7,"It tastes good, I need the caffeine"
24x6ge,"It tastes good, I need the caffeine, I need the ritual"
NABZyp,"I need the caffeine, It tastes good"
jB9Vk6,Other
VZ16y6,"It tastes good, I need the ritual, I need the caffeine"
pLP24V,"I need the caffeine, I need the ritual, It tastes good"
6dQBM5,"It tastes good, I need the ritual, I need the caffeine"
24x6lA,"It tastes good, I need the ritual"
rlrZQo,"It tastes good, I need the ritual"
42NbNO,"It tastes good, I need the caffeine, I need the ritual"
jB9VY1,It tastes good
RzB9kP,Other
24x67b,"It tastes good, I need the caffeine, I need the ritual"
YZzAZJ,"I need the ritual, It tastes good, I need the caffeine"
zKQ6Za,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
g5NogM,"It tastes good, I need the caffeine, I need the ritual"
VZ16MJ,"It tastes good, I need the caffeine, I need the ritual"
pLP2Pb,"It makes me go to the bathroom, It tastes good"
LdM2NJ,"It tastes good, I need the caffeine"
bl4JOL,"It tastes good, I need the ritual"
bl4Jy7,It tastes good
NABZv0,"It tastes good, I need the caffeine, I need the ritual"
42NbLk,"It tastes good, Other"
9dJKvp,"It tastes good, I need the ritual"
6dQB4o,"I need the ritual, It tastes good"
kYRPO6,"It tastes good, I need the caffeine, It makes me go to the bathroom"
ZdRBy5,"It tastes good, I need the caffeine"
oAVj01,It tastes good
AlbX8D,"It tastes good, I need the caffeine"
VZ16Mv,It tastes good
pLP261,"It tastes good, I need the caffeine, I need the ritual"
vNx9Vg,"It tastes good, I need the caffeine"
vNx9K8,"It tastes good, I need the caffeine, I need the ritual"
qbElBG,"It tastes good, I need the caffeine, I need the ritual"
7d9kj6,"It tastes good, I need the caffeine, I need the ritual"
KMBjkK,"It tastes good, I need the caffeine"
vNx9z8,
zKQ6Ja,"It tastes good, I need the caffeine, Other"
AlbXOy,"I need the caffeine, It tastes good"
PABqr0,"It tastes good, It makes me go to the bathroom"
dY2yXr,"It makes me go to the bathroom, I need the ritual, I need the caffeine, It tastes good"
jB9VrQ,Other
GrBPq2,I need the caffeine
7d9k52,"It tastes good, I need the caffeine"
0EjW5A,"It tastes good, I need the caffeine"
KMBjGK,"It tastes good, I need the caffeine, It makes me go to the bathroom"
vNx9gX,"I need the caffeine, I need the ritual"
bl4J4o,"It tastes good, I need the caffeine, I need the ritual"
24x6Rb,"I need the caffeine, It tastes good, It makes me go to the bathroom, I need the ritual"
dY2ygD,"It tastes good, I need the ritual"
ylqar8,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
DVvG9l,"It tastes good, I need the ritual"
RzB92v,"It tastes good, It makes me go to the bathroom"
jB9V7x,"It tastes good, I need the caffeine, I need the ritual"
EPbO6L,"It tastes good, I need the caffeine"
jB9VB4,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
xdNWv9,"It tastes good, I need the caffeine, I need the ritual"
5dqApP,"I need the caffeine, I need the ritual, Other"
LdM2k2,It tastes good
vNx9Lv,I need the caffeine
zKQ64k,"It tastes good, I need the ritual, It makes me go to the bathroom"
5dqAko,"It tastes good, I need the caffeine, Other"
pLP2zE,"It tastes good, I need the ritual"
NABZQp,"It tastes good, I need the caffeine, I need the ritual"
lNlE5V,"It tastes good, I need the ritual, I need the caffeine"
VZ16Nl,"It tastes good, I need the ritual, Other"
0EjWyA,"It tastes good, I need the ritual, I need the caffeine"
EPbOel,"It tastes good, I need the ritual"
OABNKa,"I need the ritual, It tastes good"
8dplAA,"It tastes good, I need the caffeine"
oAVjpN,"It tastes good, I need the caffeine, I need the ritual"
1r2agg,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
EPbOgA,"It tastes good, I need the caffeine, I need the ritual"
lNlEZX,"It tastes good, I need the caffeine, I need the ritual"
5dqAgN,"It tastes good, I need the ritual"
RzB9z9,It tastes good
5dqADQ,"It tastes good, I need the caffeine, I need the ritual"
24x6ze,"It tastes good, I need the caffeine"
jB9V21,"It tastes good, I need the caffeine"
0EjWGP,"It tastes good, I need the caffeine, I need the ritual"
aBrMxB,"I need the ritual, It tastes good"
KMBjAg,"I need the ritual, It tastes good, I need the caffeine"
AlbXGl,It tastes good
9dJKR1,"It tastes good, I need the caffeine, I need the ritual"
LdM2E1,"It tastes good, I need the ritual, Other"
6dQBzA,"I need the caffeine, It tastes good"
dY2yKz,"It tastes good, I need the ritual"
MAdxdX,"It tastes good, I need the caffeine"
6dQByN,"It tastes good, Other"
dY2y1V,"It tastes good, I need the ritual"
42NbAb,"It tastes good, I need the caffeine"
rlrZlN,"It makes me go to the bathroom, I need the caffeine, I need the ritual"
VZ16xN,I need the ritual
OABNdK,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom"
VZ16oa,"I need the caffeine, It tastes good, I need the ritual"
zKQ6zR,"It tastes good, I need the caffeine"
NABZJQ,"It tastes good, I need the caffeine"
lNlE8N,
PABqqe,
ylqa8X,"It tastes good, I need the ritual"
KMBj2X,"I need the caffeine, It tastes good"
KMBjbA,
kYRP2R,
jB9VRa,"It tastes good, I need the ritual, I need the caffeine"
aBrMLB,I need the caffeine
YZzAAJ,"It tastes good, I need the caffeine, I need the ritual"
VZ16Ra,
DVvGGZ,
GrBPVL,
9dJK05,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
24x6G9,"It tastes good, I need the caffeine"
rlrZQ2,"It tastes good, I need the caffeine"
YZzA1B,"It tastes good, I need the caffeine"
xdNW7d,"It tastes good, I need the caffeine"
ylqaBg,"It tastes good, I need the caffeine"
jB9V84,"It tastes good, I need the caffeine"
vNx95D,"It tastes good, I need the ritual"
LdM22p,It tastes good
NABZ2j,"It tastes good, I need the ritual"
RzB9yj,"It tastes good, I need the ritual"
qbElqg,"It tastes good, I need the caffeine, I need the ritual, Other"
GrBPPk,"It tastes good, I need the caffeine"
DVvGQq,
EPbOpX,"It tastes good, I need the caffeine, I need the ritual"
6dQBgk,"I need the ritual, I need the caffeine, It tastes good"
VZ16Wy,It tastes good
GrBP8o,It tastes good
MAdxWM,"It tastes good, I need the ritual"
J2k4Po,"It tastes good, I need the ritual"
GrBP2o,It makes me go to the bathroom
1r2a1W,It tastes good
AlbXXz,"It tastes good, I need the ritual"
lNlExk,"It tastes good, I need the caffeine"
EPbRko,
g5NoBl,"I need the caffeine, It tastes good"
LdM2A1,"It tastes good, I need the caffeine, I need the ritual"
24x6QL,It tastes good
bl4pZ2,"It tastes good, I need the ritual, I need the caffeine"
oAVj4V,"I need the ritual, It tastes good"
QABQ6p,"It tastes good, I need the caffeine"
XeBbbY,"It tastes good, I need the caffeine"
KMBjKV,"It tastes good, I need the caffeine, I need the ritual"
24x62j,I need the caffeine
oAVjrV,"I need the ritual, It tastes good"
aBrMWv,"It tastes good, I need the caffeine, I need the ritual"
9dJK8Q,"It tastes good, It makes me go to the bathroom, I need the caffeine"
rlrZZR,It tastes good
pLP2pB,"I need the caffeine, It tastes good"
24x6qV,It tastes good
EPbRKq,"It tastes good, I need the caffeine, I need the ritual"
KMBEYM,"It tastes good, I need the caffeine"
qbElrG,"It tastes good, I need the caffeine"
1r2aol,I need the ritual
RzB9XJ,"It tastes good, I need the caffeine, I need the ritual"
rlrZ8R,"It tastes good, I need the ritual, It makes me go to the bathroom"
5dq7BM,"It tastes good, I need the caffeine, I need the ritual"
5dq7KM,"I need the ritual, I need the caffeine, It tastes good"
oAVP61,"It tastes good, I need the caffeine"
1r2ajQ,"It tastes good, I need the caffeine"
5dq7bP,I need the ritual
DVv8kp,
