submission_id,purchase_other
OA8zpp,
GrYz2j,
PA8Add,
dYQ6Jo,
aBZBNE,
jBGB6Y,
ylelXW,
AlWdeD,
VZoZYg,
ylelvg,
VZoZvv,
qbjbj7,
Rz8zrp,
oAlALb,
ylelyX,
42P20r,
1rGVNl,
ylelbd,
YZVORq,
24OkKb,
ZdPV6A,
jBGM04,
0EoMMA,
dYQAjr,
YZVOYN,
rl2Kql,
DV010Z,
KM8oBX,
g5WA1N,
8djkWx,
GrY142,
Ld5GRl,
PA8Exx,
7d4ZRR,
xd9ZYo,
GrY1GO,
0EoPBN,
eB9EEo,
24OrLb,
YZVdVv,
PA80Pe,
J280BR,
oAlO1e,
zKWe98,
xd9Z7o,
yleDb4,
7d4NML,
24Or0b,
QA80QA,
KM80XK,
8djGNl,
oAlOxx,
oAloDO,
OA80vA,
Rz8L7Q,
0EoLb0,
GrYLqQ,
KM8Lgg,
zKWJ7k,
dYQjYd,
AlWDde,
WAlYYN,
5dEvMP,Roasting friend
YZVYvz,
dYQjpN,Make a pot from home that I take with me.
EP8Dr2,
NA8Y1O,
OA8Yxa,
42PveX,
eB92Gx,Roasting friend
GrYDNp,
oAldrV,
NA8Yvp,
kYOWV1,
qbjKvY,
DV0JEj,
pL472P,
yleEB8,
42PoWY,
0Eo8pZ,
NA805j,
jBG96E,
zKWQja,
42PN8B,
42PN2B,
GrYBJQ,
WAlpBj,
VZo1bM,
EP8bar,
8djpW5,
kYORko,
VZo1BJ,
J28kGo,
vNqxbv,
vNqxp0,
AlWbko,
0EojW0,
VZo1el,
lNVlPX,
Ld5MLO,
aBZjQZ,
XeOBKz,
xd90dy,
jBG0la,
vNq0Xl,
XeORJY,
6dr1OO,
GrYoqQ,
VZo946,
1rGbOg,
AlW6Nz,
eB9Nlk,
Rz8Z7p,
PA82QV,
VZo91E,
J288qz,
Rz88xv,
24OOAe,
6drrRk,
xd99Ny,
J288B7,
DV00VZ,
MA88WM,
vNqq14,
xd99Gr,
7d4JOR,
5dE89b,
VZovVj,
oAlKke,
42PAoA,
YZVpBz,
WAlD0e,
aBZAYE,
5dEeb6,
aBZK8b,
7d4aDz,
xd9R4v,
zKWGyq,
aBZAD2,
BG8jLe,
6drWyB,
NA8Mj0,
GrYq4p,
aBZAWW,
jBGkaJ,
8djRol,
g5WkQK,
vNqdzg,
PA8GWe,
zKWLyk,
eB9v7O,
YZVkOB,
blNvR1,
lNVvz6,
QA8kPp,
0EoaXN,
9d24ZK,
24O70L,
lNVv5V,
BG8eRe,
Ld5oZj,
KM8R9z,
ylegqW,
jBGgEQ,
7d4jzR,
NA8gMW,
0EolEy,
vNqpVl,
rl2pWX,
24OZrj,
24OZ99,
GrYyvj,
aBZo4W,
GrYyv2,
oAlpr1,
blNyVg,
kYOQN1,
DV0Py5,
KM8Nkg,
MA82rp,
KM8718,
DVABNq,
PAvpP1,
aBK9lZ,
7d1qYZ,
aBK5GX,
241AGA,
oAK2l5,
eBKaMk,
g5Y9XO,
AlAB5z,
oAKGpN,
zK2YQq,
dYKdod,
7d1xrR,
aBKYRX,
oAKMjb,
kYKybM,
WADNek,
NAM6Yp,
jB5yQ9,
yljly0,
oAKBJe,
eBKAGk,
KMv6KK,
vNE2Zl,
KMvLNM,
lNKWjB,
PAvXE5,
9dpvKG,
0E1vgN,
OAdJzR,
pLRWYb,
5d8GLd,
1rDJYl,
241vE9,
rlGraX,
KMvJZX,
BGADYN,
g5YNYd,
YZpzy0,
OAdBMa,
dYK2oV,
vNE0Dd,BYOC
J2XkXd,
vNE0Y8,
DVAXPb,
EPv8WN,
YZpVlq,
jB5MEY,
42AA2k,
DVAAYl,
g5YW51,
WADM8v,
NAMbXp,
1rDDZO,
qboJdg,
0E11K6,
pLRJ9y,
QAvzjk,
EPvZjN,
xd4RKr,
42Ap4O,
0E1D5Z,
g5YkOd,
ZdvD8z,
lNKMov,
rlGJKR,
RzvkQl,
241oZD,
aBKzLq,
Xe1QPj,
GrX79O,
DVAW05,
MAvG7g,
QAv458,
KMvO2z,
8dAEWk,
VZvdYN,
BGADV5,
yljg5d,
pLR9Z1,
pLR1jb,
g5YxdK,
7d1ge9,
oAKaVP,
ZdvLxe,
lNK9jV,
PAvLGe,
Xe1dzY,
6dAGGe,
7d1YLZ,
vNEaD0,
pLRNKb,
zK2AN0,
LdvjJ2,
DVAoQj,
xd4bKy,
blKRbo,
xd48r9,
9dp0bY,
Rzvqrp,
GrXOqp,
0E1qKB,
GrXOXp,
7d1rKL,
Zdvr9y,
vNE5Og,
8dA45x,
Xe1PKP,
g5Y6KP,
pLR20y,
RzvqeQ,
8dABok,
8dAB1r,
OAd2ZY,
kYK2lj,
RzvADQ,
9dp82p,
NAMaMQ,
pLRElV,
241pJj,
jB5KdJ,
eBKxvq,
dYKPVN,
GrYYvz,
jB5Ne4,
5d8Rbo,
7d1GbZ,
OAdOL8,
blK0G0,
xd4kxy,
g5YRyl,
Xe1KVj,
VZvREv,
zK2p0M,
J2XaDr,
pLRj4B,
yljKbW,
VZvRWl,
blY5eZ,
Al47oW,
lNYaNN,
WAKOvP,
8d6Nxl,
jBJeBJ,
QAz1z7,
lNYBPN,
PAbpo1,
1rNdW1,
oA5EQ1,
KMW55V,
Zd1Eao,
VZbQlv,
rlJOM2,
8d6ZNA,
NAbX0l,
DVxplq,
Xe84rd,
blYW2Z,
NAb78l,wandering bear cold brew from home
oA5285,
eB0aEx,
vNJP54,
RzbPjj,
oA5GOM,
Al4vRB,
9dRQYG,
24lNeL,
9dRDjY,
NAb6Pb,
dY86Dq,
vNJA6l,
OAbzv7,
eB0BZq,
BGjXPN,
9dRdbV,
DVx1aR,
J2eDgY,
GrqJeo,
Xe8YXY,
VZbMby,
RzbJ9v,
VZb1Wv,
qbJoAk,
xdR4ro,
PAbvbe,
rlJGpv,
VZbv6N,
24l1RL,
OAbV78,
xdRgQy,
5de0vv,
g5JybJ,
42p4kd,
42paed,
eB0ezx,
Ld69rj,
aBaYav,
DVZNMN,
eBYArx,
AljJve,
J2WRlr,
7dpxRz,
PAGExV,
PAG05P,
8dRe5Y,
RzVLkd,
Xe2EGV,
42pjyB,
1rpMZg,
GrQL1z,
qbkKrG,
rlkdNv,
OAoB5M,
bl62ee,
GrQYrj,
bl6Nr2,
YZxV75,
8dRAxz,
BG2jrR,
BG2j71,
lNMvqk,
5dpOVM,
jBkEvR,
ZdZWkv,
dYkpxA,
0EDlP0,
42pdPB,
zK1oKM,
24Dylp,
QAOaNl,
KMaZGk,
24DYOb,
24DYpV,
KMa2YK,
dYkJoN,
Ld6L9j,
blYxP2,
KMaj18,
24DOYj,
dYkydo,
Ld68Ay,
RzVOOv,
yldOGB,
oAkX95,
Ld6lQ2,
oAkXAP,
aBa8l9,
qbkxdk,
lNMoMv,
J2Wa7X,
J2M1ko,Bean-to-cup machine at gas station
7dMLqa,
42zJob,
MAMNrY,
eBvrAl,
BG0pZK,
VZDzDg,
ZdDdjy,
pLvp8J,
J2M4vz,
lNvxGB,
jBv18R,
42zgZb,
BG0OK1,
24o8aA,
kYzalJ,
42OQ7r,
NAPD6p,
zKdykZ,
RzjoPd,
jBzo99,
Grb9O2,
g5z9gM,
OAE5V7,
5dVzNP,
DVaVJ5,
7dEobZ,
9d4vR4,
vNzL7d,
GrbJYp,
Al96kN,
MAV78l,
Al9jbl,
24oDgL,
blzzoL,
VZNxYM,
DVaWjl,
KMGOe7,
blzgY1,
KMGOjK,
LdOgG1,
yl1GZ8,
Zdegkz,
BGe5v5,
eBz8bE,
xdz8yk,
oAzL9x,
0EkEeB,
QA4GOY,
9d4eBQ,
rlYNrp,
rlqy52,
qbN5N7,
AlQKkB,
8dEazr,
DVWzjb,
oAxM95,
lN4RDV,
jBEq21,
QAEpMA,
xd67ZE,
WAZarR,
OAVNZK,
jBEVgx,
aBlMgq,
oAxPWX,
qbN99Y,
Ldo8Pz,
0EAKN6,
J2BN4o,
9dxN61,
xdgr4o,
LdVpav,
BG67VA,
Xe90az,
1rO7Wp,
dYzkGz,
kYgAej,
1rOvvQ,
1rOvMQ,
Rz2JQv,
ZdWzBV,
24VxvM,
pL54N8,
QAjOAg,
42EpEY,
PA44VP,
vNgpPD,
g5ggRM,
rlgbDN,
0EGYe9,
